"Taxon","Quadrat","Abundance","SiteHeightYear"
"Petrocelis",7,0.5,"Fifth Beach LOW 2015"
"Plocamium violaceum",7,32,"Fifth Beach LOW 2015"
"Pseudolithophyllum neofarlowii",7,5,"Fifth Beach LOW 2015"
"Ralfsia sp",7,3,"Fifth Beach LOW 2015"
"Ulva lactuca",7,0.5,"Fifth Beach LOW 2015"
"BARE ROCK",8,14,"Fifth Beach LOW 2015"
"CORALLINE",8,9,"Fifth Beach LOW 2015"
"Alaria marginata",8,16,"Fifth Beach LOW 2015"
"Antithamnion defectum",8,0.5,"Fifth Beach LOW 2015"
"Bossiella frondifera",8,0.5,"Fifth Beach LOW 2015"
"Callithamnion pikeanum",8,4,"Fifth Beach LOW 2015"
"Corallina vancouveriensis",8,1,"Fifth Beach LOW 2015"
"Endocladia muricata",8,2,"Fifth Beach LOW 2015"
"Fucus distichus",8,2,"Fifth Beach LOW 2015"
"Hildenbrandia occidentalis",8,15,"Fifth Beach LOW 2015"
"Hymenena / Cryptopleura sp.",8,2,"Fifth Beach LOW 2015"
"Leathesia marina",8,1,"Fifth Beach LOW 2015"
"Mastocarpus latissimus",8,2,"Fifth Beach LOW 2015"
"Mastocarpus agardhii",8,3,"Fifth Beach LOW 2015"
"Mazzaella oregona",8,1,"Fifth Beach LOW 2015"
"Mazzaella parvula",8,2,"Fifth Beach LOW 2015"
"Mazzaella splendens",8,1,"Fifth Beach LOW 2015"
"Microcladia borealis",8,4,"Fifth Beach LOW 2015"
"Petrocelis",8,0.5,"Fifth Beach LOW 2015"
"Plocamium violaceum",8,39,"Fifth Beach LOW 2015"
"Polyneura latissima",8,9,"Fifth Beach LOW 2015"
"Pseudolithophyllum neofarlowii",8,8,"Fifth Beach LOW 2015"
"Ptilota spp.",8,1,"Fifth Beach LOW 2015"
"Ralfsia sp",8,1,"Fifth Beach LOW 2015"
"Ulva lactuca",8,0.5,"Fifth Beach LOW 2015"
"Riterella pulchra",8,2,"Fifth Beach LOW 2015"
"BARE ROCK",9,23,"Fifth Beach LOW 2015"
"CORALLINE",9,9,"Fifth Beach LOW 2015"
"Alaria marginata",9,7,"Fifth Beach LOW 2015"
"Analipus japonicus",9,1,"Fifth Beach LOW 2015"
"Bossiella frondescens",9,0.5,"Fifth Beach LOW 2015"
"Bossiella frondifera",9,0.5,"Fifth Beach LOW 2015"
"Callithamnion pikeanum",9,0.5,"Fifth Beach LOW 2015"
"Corallina vancouveriensis",9,0.5,"Fifth Beach LOW 2015"
"Coralline crust, unknown",9,2,"Fifth Beach LOW 2015"
"Endocladia muricata",9,4,"Fifth Beach LOW 2015"
"Fucus distichus",9,0.5,"Fifth Beach LOW 2015"
"Hildenbrandia rubra",9,45,"Fifth Beach LOW 2015"
"Mastocarpus latissimus",9,0.5,"Fifth Beach LOW 2015"
"Mastocarpus agardhii",9,2,"Fifth Beach LOW 2015"
"Mazzaella oregona",9,0.5,"Fifth Beach LOW 2015"
"Mazzaella parvula",9,0.5,"Fifth Beach LOW 2015"
"Microcladia borealis",9,1,"Fifth Beach LOW 2015"
"Nemalion helminthoides",9,0.5,"Fifth Beach LOW 2015"
"Petrocelis",9,3,"Fifth Beach LOW 2015"
"Plocamium violaceum",9,19,"Fifth Beach LOW 2015"
"Pseudolithophyllum neofarlowii",9,6,"Fifth Beach LOW 2015"
"Pyropia abbottiae",9,7,"Fifth Beach LOW 2015"
"Pyropia perforata",9,1,"Fifth Beach LOW 2015"
"Barnacle sp.",9,0.5,"Fifth Beach LOW 2015"
"Anemone",9,3,"Fifth Beach LOW 2015"
"Limpet",9,13,"Fifth Beach LOW 2015"
"Pentidotea",9,1,"Fifth Beach LOW 2015"
"Chitons",9,3,"Fifth Beach LOW 2015"
"BARE ROCK",10,4,"Fifth Beach LOW 2015"
"CORALLINE",10,21,"Fifth Beach LOW 2015"
"Acrosiphonia arcta",10,0.5,"Fifth Beach LOW 2015"
"Alaria marginata",10,11,"Fifth Beach LOW 2015"
"Analipus japonicus",10,1,"Fifth Beach LOW 2015"
"Bossiella frondescens",10,6,"Fifth Beach LOW 2015"
"Callithamnion pikeanum",10,3,"Fifth Beach LOW 2015"
"Corallina vancouveriensis",10,2,"Fifth Beach LOW 2015"
"Coralline crust, unknown",10,6,"Fifth Beach LOW 2015"
"Gloiopeltis furcata",10,0.5,"Fifth Beach LOW 2015"
"Hildenbrandia occidentalis",10,47,"Fifth Beach LOW 2015"
"Hildenbrandia rubra",10,2,"Fifth Beach LOW 2015"
"Hymenena / Cryptopleura sp.",10,11,"Fifth Beach LOW 2015"
"Lithophyllum sp.",10,1,"Fifth Beach LOW 2015"
"Mastocarpus latissimus",10,1,"Fifth Beach LOW 2015"
"Mastocarpus agardhii",10,1,"Fifth Beach LOW 2015"
"Mazzaella oregona",10,1,"Fifth Beach LOW 2015"
"Mazzaella splendens",10,1,"Fifth Beach LOW 2015"
"Nemalion helminthoides",10,0.5,"Fifth Beach LOW 2015"
"Petrocelis",10,2,"Fifth Beach LOW 2015"
"Plocamium violaceum",10,21,"Fifth Beach LOW 2015"
"Pseudolithophyllum neofarlowii",10,6,"Fifth Beach LOW 2015"
"Pyropia perforata",10,1,"Fifth Beach LOW 2015"
"Saccharina sessilis",10,10,"Fifth Beach LOW 2015"
"Schizymenia pacifica",10,2,"Fifth Beach LOW 2015"
"Ulva lactuca",10,1,"Fifth Beach LOW 2015"
"BARE ROCK",1,5,"Meay Channel HIGH 2015"
"Cryptosiphonia woodii",1,0.5,"Meay Channel HIGH 2015"
"Diatoms, colonial",1,0.5,"Meay Channel HIGH 2015"
"Fucus distichus",1,15,"Meay Channel HIGH 2015"
"Leathesia marina",1,0.5,"Meay Channel HIGH 2015"
"Neorhodomela aculeata",1,1,"Meay Channel HIGH 2015"
"Ralfsia pacifica",1,1,"Meay Channel HIGH 2015"
"Ulva lactuca",1,4,"Meay Channel HIGH 2015"
"Ulva prolifera",1,1,"Meay Channel HIGH 2015"
"Barnacle sp.",1,7,"Meay Channel HIGH 2015"
"Limpet",1,3,"Meay Channel HIGH 2015"
"Littorine snails",1,6,"Meay Channel HIGH 2015"
"Clam shell, dead",1,6,"Meay Channel HIGH 2015"
"Clam hole, alive",1,1,"Meay Channel HIGH 2015"
"BARE ROCK",2,5,"Meay Channel HIGH 2015"
"Cladophora columbiana",2,5,"Meay Channel HIGH 2015"
"Cryptosiphonia woodii",2,2,"Meay Channel HIGH 2015"
"Fucus distichus",2,19,"Meay Channel HIGH 2015"
"Gracilaria pacifica",2,0.5,"Meay Channel HIGH 2015"
"Hildenbrandia occidentalis",2,2,"Meay Channel HIGH 2015"
"Leathesia marina",2,1,"Meay Channel HIGH 2015"
"Mastocarpus alaskensis",2,3,"Meay Channel HIGH 2015"
"Mastocarpus intermedius",2,1,"Meay Channel HIGH 2015"
"Neorhodomela aculeata",2,31,"Meay Channel HIGH 2015"
"Ralfsia sp",2,0.5,"Meay Channel HIGH 2015"
"Ulva lactuca",2,35,"Meay Channel HIGH 2015"
"Ulva prolifera",2,2,"Meay Channel HIGH 2015"
"Barnacle sp.",2,1,"Meay Channel HIGH 2015"
"Anemone",2,1,"Meay Channel HIGH 2015"
"Clam shell, dead",2,8,"Meay Channel HIGH 2015"
"Cladophora columbiana",3,6.5,"Meay Channel HIGH 2015"
"Colpomenia peregrina",3,2,"Meay Channel HIGH 2015"
"Cryptosiphonia woodii",3,9.5,"Meay Channel HIGH 2015"
"Fucus distichus",3,21,"Meay Channel HIGH 2015"
"Gloiopeltis furcata",3,0.5,"Meay Channel HIGH 2015"
"Halosaccion glandiforme",3,0.5,"Meay Channel HIGH 2015"
"Hildenbrandia occidentalis",3,1,"Meay Channel HIGH 2015"
"Mastocarpus alaskensis",3,4,"Meay Channel HIGH 2015"
"Mastocarpus agardhii",3,2,"Meay Channel HIGH 2015"
"Neorhodomela aculeata",3,24,"Meay Channel HIGH 2015"
"Ulva lactuca",3,5,"Meay Channel HIGH 2015"
"Ulva prolifera",3,1,"Meay Channel HIGH 2015"
"Barnacle sp.",3,27,"Meay Channel HIGH 2015"
"Clam shell, dead",3,1,"Meay Channel HIGH 2015"
"Colpomenia peregrina",4,0.5,"Meay Channel HIGH 2015"
"Cryptosiphonia woodii",4,4,"Meay Channel HIGH 2015"
"Fucus distichus",4,17,"Meay Channel HIGH 2015"
"Hildenbrandia occidentalis",4,0.5,"Meay Channel HIGH 2015"
"Hildenbrandia rubra",4,0.5,"Meay Channel HIGH 2015"
"Neorhodomela aculeata",4,2,"Meay Channel HIGH 2015"
"Punctaria",4,2,"Meay Channel HIGH 2015"
"Ulva lactuca",4,8,"Meay Channel HIGH 2015"
"Ulva prolifera",4,1,"Meay Channel HIGH 2015"
"Barnacle sp.",4,13,"Meay Channel HIGH 2015"
"Clam shell, dead",4,10,"Meay Channel HIGH 2015"
"Clam hole, alive",4,1,"Meay Channel HIGH 2015"
"BARE ROCK",5,4,"Meay Channel HIGH 2015"
"WOOD",5,8,"Meay Channel HIGH 2015"
"Fucus distichus",5,5,"Meay Channel HIGH 2015"
"Hildenbrandia occidentalis",5,1,"Meay Channel HIGH 2015"
"Ralfsia pacifica",5,0.5,"Meay Channel HIGH 2015"
"Ulva lactuca",5,18,"Meay Channel HIGH 2015"
"Ulva linza",5,0.5,"Meay Channel HIGH 2015"
"Ulva prolifera",5,1,"Meay Channel HIGH 2015"
"Barnacle sp.",5,4,"Meay Channel HIGH 2015"
"Limpet",5,1,"Meay Channel HIGH 2015"
"Clam shell, dead",5,10,"Meay Channel HIGH 2015"
"Clam hole, alive",5,1,"Meay Channel HIGH 2015"
"BARE ROCK",6,4,"Meay Channel HIGH 2015"
"WOOD",6,1,"Meay Channel HIGH 2015"
"Fucus distichus",6,7,"Meay Channel HIGH 2015"
"Gloiopeltis furcata",6,0.5,"Meay Channel HIGH 2015"
"Leathesia marina",6,0.5,"Meay Channel HIGH 2015"
"Mastocarpus latissimus",6,1,"Meay Channel HIGH 2015"
"Neorhodomela aculeata",6,2,"Meay Channel HIGH 2015"
"Ulva lactuca",6,3,"Meay Channel HIGH 2015"
"Ulva linza",6,2,"Meay Channel HIGH 2015"
"Barnacle sp.",6,25,"Meay Channel HIGH 2015"
"Limpet",6,8,"Meay Channel HIGH 2015"
"Littorine snails",6,13,"Meay Channel HIGH 2015"
"Clam shell, dead",6,15,"Meay Channel HIGH 2015"
"Clam hole, alive",6,1,"Meay Channel HIGH 2015"
"BARE ROCK",7,6,"Meay Channel HIGH 2015"
"Blidingia minima",7,1,"Meay Channel HIGH 2015"
"Fucus distichus",7,20,"Meay Channel HIGH 2015"
"Hildenbrandia occidentalis",7,1,"Meay Channel HIGH 2015"
"Leathesia marina",7,0.5,"Meay Channel HIGH 2015"
"Neorhodomela aculeata",7,2,"Meay Channel HIGH 2015"
"Ralfsia pacifica",7,1,"Meay Channel HIGH 2015"
"Ulva lactuca",7,5,"Meay Channel HIGH 2015"
"Barnacle sp.",7,6,"Meay Channel HIGH 2015"
"Limpet",7,7,"Meay Channel HIGH 2015"
"Clam shell, dead",7,18,"Meay Channel HIGH 2015"
"Clam hole, alive",7,1,"Meay Channel HIGH 2015"
"Pagurus",7,3,"Meay Channel HIGH 2015"
"BARE ROCK",8,4,"Meay Channel HIGH 2015"
"WOOD",8,1,"Meay Channel HIGH 2015"
"Cryptosiphonia woodii",8,0.5,"Meay Channel HIGH 2015"
"Fucus distichus",8,1,"Meay Channel HIGH 2015"
"Hildenbrandia occidentalis",8,0.5,"Meay Channel HIGH 2015"
"Mastocarpus latissimus",8,0.5,"Meay Channel HIGH 2015"
"Neorhodomela aculeata",8,1,"Meay Channel HIGH 2015"
"Ulva lactuca",8,1,"Meay Channel HIGH 2015"
"Barnacle sp.",8,2,"Meay Channel HIGH 2015"
"Limpet",8,7,"Meay Channel HIGH 2015"
"Clam shell, dead",8,15,"Meay Channel HIGH 2015"
"Clam hole, alive",8,1,"Meay Channel HIGH 2015"
"Pagurus",8,1,"Meay Channel HIGH 2015"
"BARE ROCK",9,2,"Meay Channel HIGH 2015"
"Colpomenia peregrina",9,0.5,"Meay Channel HIGH 2015"
"Cryptosiphonia woodii",9,2,"Meay Channel HIGH 2015"
"Fucus distichus",9,10,"Meay Channel HIGH 2015"
"Gloiopeltis furcata",9,2,"Meay Channel HIGH 2015"
"Hildenbrandia occidentalis",9,0.5,"Meay Channel HIGH 2015"
"Mastocarpus alaskensis",9,0.5,"Meay Channel HIGH 2015"
"Mastocarpus agardhii",9,1,"Meay Channel HIGH 2015"
"Neorhodomela aculeata",9,4,"Meay Channel HIGH 2015"
"Ulva lactuca",9,19,"Meay Channel HIGH 2015"
"Barnacle sp.",9,58,"Meay Channel HIGH 2015"
"BARE SAND",10,95,"Meay Channel HIGH 2015"
"Fucus distichus",10,1,"Meay Channel HIGH 2015"
"Leathesia marina",10,0.5,"Meay Channel HIGH 2015"
"Neorhodomela aculeata",10,2,"Meay Channel HIGH 2015"
"Ulva lactuca",10,0.5,"Meay Channel HIGH 2015"
"Clam shell, dead",10,10,"Meay Channel HIGH 2015"
"Clam hole, alive",10,1,"Meay Channel HIGH 2015"
"BARE ROCK",1,4,"Meay Channel MID 2015"
"WOOD",1,3,"Meay Channel MID 2015"
"Cladophora sericea",1,1,"Meay Channel MID 2015"
"Cryptosiphonia woodii",1,1,"Meay Channel MID 2015"
"Fucus distichus",1,37,"Meay Channel MID 2015"
"Halosaccion glandiforme",1,2,"Meay Channel MID 2015"
"Hildenbrandia occidentalis",1,0.5,"Meay Channel MID 2015"
"Hildenbrandia rubra",1,1,"Meay Channel MID 2015"
"Leathesia marina",1,1,"Meay Channel MID 2015"
"Mastocarpus latissimus",1,0.5,"Meay Channel MID 2015"
"Neorhodomela aculeata",1,17,"Meay Channel MID 2015"
"Ralfsia pacifica",1,0.5,"Meay Channel MID 2015"
"Ulva lactuca",1,28,"Meay Channel MID 2015"
"Ulva prolifera",1,20,"Meay Channel MID 2015"
"Clam shell, dead",1,6,"Meay Channel MID 2015"
"Pagurus",1,1,"Meay Channel MID 2015"
"Spirorbidae",1,1,"Meay Channel MID 2015"
"BARE ROCK",2,5,"Meay Channel MID 2015"
"BARE SAND",2,7,"Meay Channel MID 2015"
"Cladophora sericea",2,1,"Meay Channel MID 2015"
"Fucus distichus",2,9,"Meay Channel MID 2015"
"Gracilaria pacifica",2,0.5,"Meay Channel MID 2015"
"Halosaccion glandiforme",2,4,"Meay Channel MID 2015"
"Hildenbrandia rubra",2,4,"Meay Channel MID 2015"
"Leathesia marina",2,0.5,"Meay Channel MID 2015"
"Mastocarpus latissimus",2,3,"Meay Channel MID 2015"
"Neorhodomela aculeata",2,9,"Meay Channel MID 2015"
"Scytosiphon dotyi",2,0.5,"Meay Channel MID 2015"
"Ulva lactuca",2,30,"Meay Channel MID 2015"
"Ulva prolifera",2,20,"Meay Channel MID 2015"
"Clam shell, dead",2,8,"Meay Channel MID 2015"
"BARE ROCK",3,4,"Meay Channel MID 2015"
"Cladophora sericea",3,13,"Meay Channel MID 2015"
"Cryptosiphonia woodii",3,1,"Meay Channel MID 2015"
"Fucus distichus",3,16,"Meay Channel MID 2015"
"Halosaccion glandiforme",3,4,"Meay Channel MID 2015"
"Hildenbrandia rubra",3,1,"Meay Channel MID 2015"
"Leathesia marina",3,0.5,"Meay Channel MID 2015"
"Mastocarpus latissimus",3,1,"Meay Channel MID 2015"
"Neorhodomela aculeata",3,13,"Meay Channel MID 2015"
"Pterosiphonia bipinnata",3,2,"Meay Channel MID 2015"
"Ralfsia pacifica",3,0.5,"Meay Channel MID 2015"
"Ulva lactuca",3,28,"Meay Channel MID 2015"
"Ulva prolifera",3,10,"Meay Channel MID 2015"
"Barnacle sp.",3,0.5,"Meay Channel MID 2015"
"Clam shell, dead",3,5,"Meay Channel MID 2015"
"Blidingia minima",4,0.5,"Meay Channel MID 2015"
"Cladophora columbiana",4,0.5,"Meay Channel MID 2015"
"Colpomenia peregrina",4,0.5,"Meay Channel MID 2015"
"Cryptosiphonia woodii",4,3,"Meay Channel MID 2015"
"Fucus distichus",4,34,"Meay Channel MID 2015"
"Halosaccion glandiforme",4,0.5,"Meay Channel MID 2015"
"Hildenbrandia occidentalis",4,11,"Meay Channel MID 2015"
"Hildenbrandia rubra",4,1,"Meay Channel MID 2015"
"Mastocarpus alaskensis",4,1,"Meay Channel MID 2015"
"Mastocarpus agardhii",4,2,"Meay Channel MID 2015"
"Neorhodomela aculeata",4,1.5,"Meay Channel MID 2015"
"Polysiphonia hendryi var. luxuriens",4,4,"Meay Channel MID 2015"
"Rhizoclonium tortuosum",4,0.5,"Meay Channel MID 2015"
"Ulva lactuca",4,8,"Meay Channel MID 2015"
"Ulva prolifera",4,29,"Meay Channel MID 2015"
"Clam shell, dead",4,7,"Meay Channel MID 2015"
"Clam hole, alive",4,1,"Meay Channel MID 2015"
"Blidingia minima",5,7,"Meay Channel MID 2015"
"Fucus distichus",5,18,"Meay Channel MID 2015"
"Halosaccion glandiforme",5,1,"Meay Channel MID 2015"
"Hildenbrandia occidentalis",5,9,"Meay Channel MID 2015"
"Hildenbrandia rubra",5,1,"Meay Channel MID 2015"
"Mastocarpus agardhii",5,3,"Meay Channel MID 2015"
"Neorhodomela aculeata",5,0.5,"Meay Channel MID 2015"
"Ulva lactuca",5,52,"Meay Channel MID 2015"
"Ulva prolifera",5,4,"Meay Channel MID 2015"
"BARE ROCK",6,4,"Meay Channel MID 2015"
"BARE SAND",6,4,"Meay Channel MID 2015"
"Cladophora sericea",6,7,"Meay Channel MID 2015"
"Fucus distichus",6,15,"Meay Channel MID 2015"
"Halosaccion glandiforme",6,3,"Meay Channel MID 2015"
"Hildenbrandia rubra",6,3,"Meay Channel MID 2015"
"Leathesia marina",6,2,"Meay Channel MID 2015"
"Mastocarpus intermedius",6,2,"Meay Channel MID 2015"
"Mastocarpus latissimus",6,2,"Meay Channel MID 2015"
"Neorhodomela aculeata",6,0.5,"Meay Channel MID 2015"
"Ulva lactuca",6,64,"Meay Channel MID 2015"
"Ulva prolifera",6,12,"Meay Channel MID 2015"
"Clam shell, dead",6,4,"Meay Channel MID 2015"
"Clam hole, alive",6,1,"Meay Channel MID 2015"
"BARE ROCK",7,0.5,"Meay Channel MID 2015"
"Acrosiphonia arcta",7,6,"Meay Channel MID 2015"
"Ceramium pacificum",7,5,"Meay Channel MID 2015"
"Cryptosiphonia woodii",7,0.5,"Meay Channel MID 2015"
"Erythrotrichia carnea",7,0.5,"Meay Channel MID 2015"
"Fucus distichus",7,5,"Meay Channel MID 2015"
"Halosaccion glandiforme",7,5,"Meay Channel MID 2015"
"Hildenbrandia rubra",7,6,"Meay Channel MID 2015"
"Leathesia marina",7,0.5,"Meay Channel MID 2015"
"Mastocarpus latissimus",7,0.5,"Meay Channel MID 2015"
"Mastocarpus agardhii",7,0.5,"Meay Channel MID 2015"
"Neorhodomela aculeata",7,2,"Meay Channel MID 2015"
"Ulva lactuca",7,44,"Meay Channel MID 2015"
"Unidentified turf",7,5,"Meay Channel MID 2015"
"Clam shell, dead",7,3,"Meay Channel MID 2015"
"Acrosiphonia arcta",8,4,"Meay Channel MID 2015"
"Fucus distichus",8,19,"Meay Channel MID 2015"
"Halosaccion glandiforme",8,0.5,"Meay Channel MID 2015"
"Hildenbrandia rubra",8,3,"Meay Channel MID 2015"
"Mastocarpus latissimus",8,2,"Meay Channel MID 2015"
"Ralfsia pacifica",8,7,"Meay Channel MID 2015"
"Ulva lactuca",8,20,"Meay Channel MID 2015"
"Ulva prolifera",8,5,"Meay Channel MID 2015"
"Unidentified turf",8,1,"Meay Channel MID 2015"
"Barnacle sp.",8,0.5,"Meay Channel MID 2015"
"Clam shell, dead",8,6,"Meay Channel MID 2015"
"Colpomenia peregrina",9,0.5,"Meay Channel MID 2015"
"Dictyosiphon",9,1,"Meay Channel MID 2015"
"Fucus distichus",9,2,"Meay Channel MID 2015"
"Halosaccion glandiforme",9,0.5,"Meay Channel MID 2015"
"Hildenbrandia occidentalis",9,2,"Meay Channel MID 2015"
"Hildenbrandia rubra",9,9,"Meay Channel MID 2015"
"Mastocarpus agardhii",9,1,"Meay Channel MID 2015"
"Neorhodomela aculeata",9,3,"Meay Channel MID 2015"
"Punctaria",9,0.5,"Meay Channel MID 2015"
"Ulva lactuca",9,26,"Meay Channel MID 2015"
"Ulva prolifera",9,2,"Meay Channel MID 2015"
"Clam shell, dead",9,10,"Meay Channel MID 2015"
"Cladophora columbiana",10,13,"Meay Channel MID 2015"
"Colpomenia peregrina",10,1,"Meay Channel MID 2015"
"Cryptosiphonia woodii",10,2,"Meay Channel MID 2015"
"Hildenbrandia occidentalis",10,10,"Meay Channel MID 2015"
"Hildenbrandia rubra",10,3,"Meay Channel MID 2015"
"Mastocarpus agardhii",10,1,"Meay Channel MID 2015"
"Neorhodomela aculeata",10,6,"Meay Channel MID 2015"
"Ulva lactuca",10,4,"Meay Channel MID 2015"
"Ulva prolifera",10,2,"Meay Channel MID 2015"
"Clam shell, dead",10,8,"Meay Channel MID 2015"
"Ceramium pacificum",1,5,"Meay Channel LOW 2015"
"Colpomenia peregrina",1,5,"Meay Channel LOW 2015"
"Dictyosiphon foeniculaceus",1,3,"Meay Channel LOW 2015"
"Fucus distichus",1,0.5,"Meay Channel LOW 2015"
"Halosaccion glandiforme",1,1,"Meay Channel LOW 2015"
"Hildenbrandia occidentalis",1,5,"Meay Channel LOW 2015"
"Hildenbrandia rubra",1,4,"Meay Channel LOW 2015"
"Leptofauscia",1,0.5,"Meay Channel LOW 2015"
"Macrocystis pyrifera",1,3,"Meay Channel LOW 2015"
"Neorhodomela aculeata",1,5,"Meay Channel LOW 2015"
"Saccharina latissima",1,15,"Meay Channel LOW 2015"
"Ulva lactuca",1,20,"Meay Channel LOW 2015"
"Ulva prolifera",1,2,"Meay Channel LOW 2015"
"Clam shell, dead",1,2,"Meay Channel LOW 2015"
"BARE ROCK",2,4,"Meay Channel LOW 2015"
"CORALLINE",2,0.5,"Meay Channel LOW 2015"
"Ceramium pacificum",2,1,"Meay Channel LOW 2015"
"Colpomenia peregrina",2,1,"Meay Channel LOW 2015"
"Coralline crust, unknown",2,0.5,"Meay Channel LOW 2015"
"Fucus distichus",2,0.5,"Meay Channel LOW 2015"
"Halosaccion glandiforme",2,2,"Meay Channel LOW 2015"
"Hildenbrandia occidentalis",2,4,"Meay Channel LOW 2015"
"Leathesia marina",2,4,"Meay Channel LOW 2015"
"Mastocarpus latissimus",2,4,"Meay Channel LOW 2015"
"Neorhodomela aculeata",2,6,"Meay Channel LOW 2015"
"Ralfsia sp",2,1,"Meay Channel LOW 2015"
"Ulva lactuca",2,53,"Meay Channel LOW 2015"
"Ulva prolifera",2,2,"Meay Channel LOW 2015"
"Unidentified turf",2,20,"Meay Channel LOW 2015"
"Clam shell, dead",2,2,"Meay Channel LOW 2015"
"BARE ROCK",3,2,"Meay Channel LOW 2015"
"WOOD",3,1,"Meay Channel LOW 2015"
"Ceramium pacificum",3,2,"Meay Channel LOW 2015"
"Cladophora sericea",3,4,"Meay Channel LOW 2015"
"Colpomenia peregrina",3,0.5,"Meay Channel LOW 2015"
"Cryptosiphonia woodii",3,1,"Meay Channel LOW 2015"
"Dictyosiphon foeniculaceus",3,1,"Meay Channel LOW 2015"
"Halosaccion glandiforme",3,2,"Meay Channel LOW 2015"
"Hildenbrandia occidentalis",3,3,"Meay Channel LOW 2015"
"Leathesia marina",3,3,"Meay Channel LOW 2015"
"Mastocarpus latissimus",3,2,"Meay Channel LOW 2015"
"Neorhodomela aculeata",3,8,"Meay Channel LOW 2015"
"Sargassum muticum",3,0.5,"Meay Channel LOW 2015"
"Ulva lactuca",3,50,"Meay Channel LOW 2015"
"Ulva prolifera",3,0.5,"Meay Channel LOW 2015"
"Unidentified turf",3,24,"Meay Channel LOW 2015"
"Clam shell, dead",3,5,"Meay Channel LOW 2015"
"Agarum fimbriatum",4,4,"Meay Channel LOW 2015"
"Ceramium pacificum",4,4,"Meay Channel LOW 2015"
"Cladophora columbiana",4,1,"Meay Channel LOW 2015"
"Cladophora sericea",4,3,"Meay Channel LOW 2015"
"Colpomenia peregrina",4,3,"Meay Channel LOW 2015"
"Halosaccion glandiforme",4,5,"Meay Channel LOW 2015"
"Hildenbrandia rubra",4,1,"Meay Channel LOW 2015"
"Leathesia marina",4,2,"Meay Channel LOW 2015"
"Neorhodomela aculeata",4,19,"Meay Channel LOW 2015"
"Saccharina latissima",4,72,"Meay Channel LOW 2015"
"Sargassum muticum",4,32,"Meay Channel LOW 2015"
"Ulva lactuca",4,57,"Meay Channel LOW 2015"
"Pycnopodia",4,1,"Meay Channel LOW 2015"
"Acrosiphonia arcta",5,1.5,"Meay Channel LOW 2015"
"Bossiella frondescens",5,0.5,"Meay Channel LOW 2015"
"Colpomenia peregrina",5,1,"Meay Channel LOW 2015"
"Cryptosiphonia woodii",5,0.5,"Meay Channel LOW 2015"
"Dictyosiphon foeniculaceus",5,0.5,"Meay Channel LOW 2015"
"Halosaccion glandiforme",5,1,"Meay Channel LOW 2015"
"Hildenbrandia occidentalis",5,3,"Meay Channel LOW 2015"
"Hildenbrandia rubra",5,0.5,"Meay Channel LOW 2015"
"Lomentaria hakodatensis",5,1,"Meay Channel LOW 2015"
"Mastocarpus latissimus",5,0.5,"Meay Channel LOW 2015"
"Neorhodomela aculeata",5,3,"Meay Channel LOW 2015"
"Punctaria",5,3,"Meay Channel LOW 2015"
"Rhizoclonium tortuosum",5,0.5,"Meay Channel LOW 2015"
"Saccharina latissima",5,32,"Meay Channel LOW 2015"
"Sargassum muticum",5,27,"Meay Channel LOW 2015"
"Ulva lactuca",5,77,"Meay Channel LOW 2015"
"Ulva prolifera",5,2,"Meay Channel LOW 2015"
"Clam shell, dead",5,2,"Meay Channel LOW 2015"
"BARE ROCK",6,17,"Meay Channel LOW 2015"
"CORALLINE",6,6,"Meay Channel LOW 2015"
"Ceramium pacificum",6,1,"Meay Channel LOW 2015"
"Colpomenia peregrina",6,0.5,"Meay Channel LOW 2015"
"Constantinea subulifera",6,1,"Meay Channel LOW 2015"
"Coralline crust, unknown",6,6,"Meay Channel LOW 2015"
"Desmarestia ligulata",6,4,"Meay Channel LOW 2015"
"Halosaccion glandiforme",6,1,"Meay Channel LOW 2015"
"Hildenbrandia occidentalis",6,6,"Meay Channel LOW 2015"
"Leathesia marina",6,3,"Meay Channel LOW 2015"
"Lomentaria hakodatensis",6,4,"Meay Channel LOW 2015"
"Mastocarpus latissimus",6,1,"Meay Channel LOW 2015"
"Neorhodomela aculeata",6,7,"Meay Channel LOW 2015"
"Punctaria",6,1,"Meay Channel LOW 2015"
"Ralfsia sp",6,2,"Meay Channel LOW 2015"
"Saccharina latissima",6,5,"Meay Channel LOW 2015"
"Sargassum muticum",6,6,"Meay Channel LOW 2015"
"Scytosiphon dotyi",6,0.5,"Meay Channel LOW 2015"
"Ulva lactuca",6,63,"Meay Channel LOW 2015"
"Unidentified turf",6,7,"Meay Channel LOW 2015"
"Clam shell, dead",6,4,"Meay Channel LOW 2015"
"Bossiella frondescens",7,0.5,"Meay Channel LOW 2015"
"Cladophora columbiana",7,1.5,"Meay Channel LOW 2015"
"Colpomenia peregrina",7,7,"Meay Channel LOW 2015"
"Halosaccion glandiforme",7,0.5,"Meay Channel LOW 2015"
"Hildenbrandia occidentalis",7,2,"Meay Channel LOW 2015"
"Hildenbrandia rubra",7,4,"Meay Channel LOW 2015"
"Leathesia marina",7,2,"Meay Channel LOW 2015"
"Neorhodomela aculeata",7,14,"Meay Channel LOW 2015"
"Odonthalia floccosa",7,0.5,"Meay Channel LOW 2015"
"Prionitis sternbergii",7,1,"Meay Channel LOW 2015"
"Saccharina latissima",7,13,"Meay Channel LOW 2015"
