"Date","Quadrat No.","Meter point","Sampler","Recorder","SiteHeightYear","SUBSTRATE-ROCK","SUBSTRATE-SAND","WATER","Boulder","Cobble","Pebble","SAND SCOUR","Bedrock","Site","Zone","Year","Shore_height_cm"
2014-06-12,"8",27,"SS","LML","West Beach LOW 2015","100",NA,NA,NA,NA,NA,NA,NA,"West Beach","LOW","2015",131
2014-06-12,"9",28,"SCL","SCL","West Beach LOW 2015","100","0","0","100",NA,NA,NA,NA,"West Beach","LOW","2015",133
2014-06-12,"10",33,"PTM","PTM","West Beach LOW 2015","100","0","0",NA,NA,NA,NA,NA,"West Beach","LOW","2015",135
2015-06-15,"1",3,"SS","LML","North Beach HIGH 2015","100",NA,"0",NA,NA,NA,NA,NA,"North Beach","HIGH","2015",341
2015-06-15,"2",5,"SCL","SCL","North Beach HIGH 2015","100","0","0",NA,NA,NA,NA,NA,"North Beach","HIGH","2015",319
2015-06-15,"3",6,"SCL","SCL","North Beach HIGH 2015","100","0","6",NA,NA,NA,NA,NA,"North Beach","HIGH","2015",318
2015-06-15,"4",7,"PTM","PTM","North Beach HIGH 2015","100","0","0",NA,NA,NA,NA,NA,"North Beach","HIGH","2015",334
2015-06-15,"5",8,"PTM","PTM","North Beach HIGH 2015","100","0","0",NA,NA,NA,NA,NA,"North Beach","HIGH","2015",379
2015-06-15,"6",10,"SS","LML","North Beach HIGH 2015","100","0","0",NA,NA,NA,NA,NA,"North Beach","HIGH","2015",344
2015-06-15,"7",11,"SS","LML","North Beach HIGH 2015","100",NA,"0",NA,NA,NA,NA,NA,"North Beach","HIGH","2015",346
2015-06-15,"8",14,"SS","LML","North Beach HIGH 2015","100",NA,"0",NA,NA,NA,NA,NA,"North Beach","HIGH","2015",267
2015-06-15,"9",16,"SS","LML","North Beach HIGH 2015","100",NA,"0",NA,NA,NA,NA,NA,"North Beach","HIGH","2015",282
2015-06-15,"10",23,"SCL","SCL","North Beach HIGH 2015","100","0","0",NA,NA,NA,NA,NA,"North Beach","HIGH","2015",243
2015-06-15,"1",2,"PTM","PTM","North Beach MID 2015","100","0","25",NA,NA,NA,NA,NA,"North Beach","MID","2015",209
2015-06-15,"2",3,"PTM","PTM","North Beach MID 2015","100","0","0",NA,NA,NA,NA,NA,"North Beach","MID","2015",213
2015-06-15,"3",5,"SS","LML","North Beach MID 2015","100",NA,"8",NA,NA,NA,NA,NA,"North Beach","MID","2015",184
2015-06-15,"4",7,"SCL","SCL","North Beach MID 2015","100","0","0.5",NA,NA,NA,NA,NA,"North Beach","MID","2015",233
2015-06-15,"5",8,"SCL","SCL","North Beach MID 2015","100","0","6",NA,NA,NA,NA,NA,"North Beach","MID","2015",207
2015-06-15,"6",10,"SS","LML","North Beach MID 2015","100",NA,"0",NA,NA,NA,NA,NA,"North Beach","MID","2015",277
2015-06-15,"7",13,"SS","LML","North Beach MID 2015","100",NA,NA,NA,NA,NA,NA,NA,"North Beach","MID","2015",278
2015-06-15,"8",15,"SCL","SCL","North Beach MID 2015","100","0","12",NA,NA,NA,NA,NA,"North Beach","MID","2015",275
2015-06-15,"9",19,"PTM","PTM","North Beach MID 2015","100","0","23",NA,NA,NA,NA,NA,"North Beach","MID","2015",279
2015-06-15,"10",20,"SS","LML","North Beach MID 2015","100",NA,"9",NA,NA,NA,NA,NA,"North Beach","MID","2015",279
2015-06-15,"1",1,"SCL","SCL","North Beach LOW 2015","100","0","1",NA,NA,NA,NA,NA,"North Beach","LOW","2015",156
2015-06-15,"2",2,"SCL","SCL","North Beach LOW 2015","100","0","3",NA,NA,NA,NA,NA,"North Beach","LOW","2015",122
2015-06-15,"3",3,"SS","LML","North Beach LOW 2015","100",NA,NA,NA,NA,NA,NA,NA,"North Beach","LOW","2015",97
2015-06-15,"4",6,"SS","LML","North Beach LOW 2015","100",NA,"10",NA,NA,NA,NA,NA,"North Beach","LOW","2015",100
2015-06-15,"5",9,"SCL","SCL","North Beach LOW 2015","100","0","1",NA,NA,NA,NA,NA,"North Beach","LOW","2015",114
2015-06-15,"6",10,"PTM","PTM","North Beach LOW 2015","100","0","0",NA,NA,NA,NA,NA,"North Beach","LOW","2015",132
2015-06-15,"7",11,"SCL","SCL","North Beach LOW 2015","100","0","0",NA,NA,NA,NA,NA,"North Beach","LOW","2015",150
2015-06-15,"8",14,"SS","LML","North Beach LOW 2015","100",NA,NA,NA,NA,NA,NA,NA,"North Beach","LOW","2015",110
2015-06-15,"9",16,"SS","LML","North Beach LOW 2015","100",NA,"9",NA,NA,NA,NA,NA,"North Beach","LOW","2015",128
2015-06-15,"10",20,"SS","LML","North Beach LOW 2015","100",NA,"0",NA,NA,NA,NA,NA,"North Beach","LOW","2015",111
2015-06-16,"1",3,"SS","LML","Fifth Beach HIGH 2015","100","3","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2015",345
2015-06-16,"2",4,"PTM","PTM","Fifth Beach HIGH 2015","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2015",381
2015-06-16,"3",5,"PTM","PTM","Fifth Beach HIGH 2015","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2015",370
2015-06-16,"4",7,"SCL","SCL","Fifth Beach HIGH 2015","100","2","5",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2015",248
2015-06-16,"5",8,"SCL","SCL","Fifth Beach HIGH 2015","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2015",326
2015-06-16,"6",14,"LML","SS","Fifth Beach HIGH 2015","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2015",278
2015-06-16,"7",17,"PTM","PTM","Fifth Beach HIGH 2015","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2015",338
2015-06-16,"8",18,"LML","SS","Fifth Beach HIGH 2015","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2015",313
2015-06-16,"9",26,"SS","LML","Fifth Beach HIGH 2015","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2015",335
2015-06-16,"10",27,"PTM","PTM","Fifth Beach HIGH 2015","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","HIGH","2015",349
2015-06-16,"1",1,"SS","LML","Fifth Beach MID 2015","100","18","0.5",NA,NA,NA,NA,NA,"Fifth Beach","MID","2015",252
2015-06-16,"2",2,"SCL","SCL","Fifth Beach MID 2015","100","25","1",NA,NA,NA,NA,NA,"Fifth Beach","MID","2015",236
2015-06-16,"3",11,"SS","LML","Fifth Beach MID 2015","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","MID","2015",221
2015-06-16,"4",13,"SCL","SCL","Fifth Beach MID 2015","100","3","3",NA,NA,NA,NA,NA,"Fifth Beach","MID","2015",234
2015-06-16,"5",18,"SS","LML","Fifth Beach MID 2015","100","1","0.5",NA,NA,NA,NA,NA,"Fifth Beach","MID","2015",225
2015-06-16,"6",19,"PTM","PTM","Fifth Beach MID 2015","100","9","34",NA,NA,NA,NA,NA,"Fifth Beach","MID","2015",231
2015-06-16,"7",21,"SS","LML","Fifth Beach MID 2015","100",NA,"79",NA,NA,NA,NA,NA,"Fifth Beach","MID","2015",226
2015-06-16,"8",22,"SCL","SCL","Fifth Beach MID 2015","100","0.5","0",NA,NA,NA,NA,NA,"Fifth Beach","MID","2015",232
2015-06-16,"9",23,"SCL","SCL","Fifth Beach MID 2015","100","0.5","0",NA,NA,NA,NA,NA,"Fifth Beach","MID","2015",242
2015-06-16,"10",26,"SS","LML","Fifth Beach MID 2015","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","MID","2015",259
2015-06-16,"1",2,"SCL","SCL","Fifth Beach LOW 2015","100","50","0",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2015",152
2015-06-16,"2",3,"SCL","SCL","Fifth Beach LOW 2015","100","67","0",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2015",137
2015-06-16,"3",4,"SS","LML","Fifth Beach LOW 2015","100","72","0",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2015",134
2015-06-16,"4",7,"SS","LML","Fifth Beach LOW 2015","100","26","0",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2015",166
2015-06-16,"5",8,"SCL","SCL","Fifth Beach LOW 2015","100","8","2",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2015",115
2015-06-16,"6",11,"SS","LML","Fifth Beach LOW 2015","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2015",151
2015-06-16,"7",14,"SS","LML","Fifth Beach LOW 2015","100","0","0.5",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2015",147
2015-06-16,"8",15,"PTM","PTM","Fifth Beach LOW 2015","100","0","0",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2015",136
2015-06-16,"9",21,"SCL","SCL","Fifth Beach LOW 2015","100","0.5","0",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2015",228
2015-06-16,"10",23,"PTM","PTM","Fifth Beach LOW 2015","100","0","4",NA,NA,NA,NA,NA,"Fifth Beach","LOW","2015",202
2015-06-16,"1",2,"SCL","SCL","Meay Channel HIGH 2015","17","83","83","14","0.5","3",NA,NA,"Meay Channel","HIGH","2015",NA
2015-06-16,"2",8,"PTM","PTM","Meay Channel HIGH 2015","71","29","20",NA,NA,NA,NA,NA,"Meay Channel","HIGH","2015",NA
2015-06-16,"3",9,"SS","LML","Meay Channel HIGH 2015","95","11","0",NA,NA,NA,NA,NA,"Meay Channel","HIGH","2015",NA
2015-06-16,"4",10,"LML","SS","Meay Channel HIGH 2015","12","92",NA,NA,NA,NA,NA,NA,"Meay Channel","HIGH","2015",NA
2015-06-16,"5",15,"SCL","SCL","Meay Channel HIGH 2015","9","91","78",NA,"5","4",NA,NA,"Meay Channel","HIGH","2015",NA
2015-06-16,"6",18,"SCL","SCL","Meay Channel HIGH 2015","34","66","52","31",NA,"3",NA,NA,"Meay Channel","HIGH","2015",NA
2015-06-16,"7",23,"SCL","SCL","Meay Channel HIGH 2015","12","88","62","2","3","7",NA,NA,"Meay Channel","HIGH","2015",NA
2015-06-16,"8",24,"SCL","SCL","Meay Channel HIGH 2015","6","94","52",NA,NA,"6",NA,NA,"Meay Channel","HIGH","2015",NA
2015-06-16,"9",25,"SS","LML","Meay Channel HIGH 2015","68","32","13",NA,NA,NA,NA,NA,"Meay Channel","HIGH","2015",NA
2015-06-16,"10",30,"PTM","PTM","Meay Channel HIGH 2015","1","99","20",NA,NA,NA,NA,NA,"Meay Channel","HIGH","2015",NA
2015-06-16,"1",4,"SCL","SCL","Meay Channel MID 2015","42","58","37",NA,"38","4",NA,NA,"Meay Channel","MID","2015",NA
2015-06-16,"2",6,"PTM","PTM","Meay Channel MID 2015","31","98","30",NA,"12",NA,NA,"19","Meay Channel","MID","2015",NA
2015-06-16,"3",7,"SCL","SCL","Meay Channel MID 2015","57","43","24",NA,"48","9",NA,NA,"Meay Channel","MID","2015",NA
2015-06-16,"4",10,"SS","LL","Meay Channel MID 2015","100","79",NA,NA,"100",NA,NA,NA,"Meay Channel","MID","2015",NA
2015-06-16,"5",12,"LL","SS","Meay Channel MID 2015","32","68","74",NA,"15",NA,NA,"17","Meay Channel","MID","2015",NA
2015-06-16,"6",14,"PTM","PTM","Meay Channel MID 2015","90","85","38",NA,"90",NA,NA,NA,"Meay Channel","MID","2015",NA
2015-06-16,"7",28,"SCL","SCL","Meay Channel MID 2015","37","63","80",NA,"23","14",NA,NA,"Meay Channel","MID","2015",NA
2015-06-16,"8",29,"SCL","SCL","Meay Channel MID 2015",">15",NA,NA,"9","6",NA,NA,NA,"Meay Channel","MID","2015",NA
2015-06-16,"9",31,"SS","LL","Meay Channel MID 2015","100","80","25",NA,"100",NA,NA,NA,"Meay Channel","MID","2015",NA
2015-06-16,"10",33,"SS","LL","Meay Channel MID 2015","58","48","52",NA,"31",NA,NA,"27","Meay Channel","MID","2015",NA
2015-06-16,"1",4,"LL","SS","Meay Channel LOW 2015","43","57","5",NA,"43",NA,NA,NA,"Meay Channel","LOW","2015",NA
2015-06-16,"2",6,"SCL","SCL","Meay Channel LOW 2015","65",">35","1",NA,"53","12",NA,NA,"Meay Channel","LOW","2015",NA
2015-06-16,"3",7,"SCL","SCL","Meay Channel LOW 2015","72","28","1",NA,"70","2",NA,NA,"Meay Channel","LOW","2015",NA
2015-06-16,"4",15,"PTM","PTM","Meay Channel LOW 2015","40","95","7",NA,"40",NA,NA,NA,"Meay Channel","LOW","2015",NA
2015-06-16,"5",18,"SS","LL","Meay Channel LOW 2015","17","41","86",NA,"17",NA,NA,NA,"Meay Channel","LOW","2015",NA
2015-06-16,"6",23,"SCL","SCL","Meay Channel LOW 2015","55","45","tide already in quadrat",NA,"41","14",NA,NA,"Meay Channel","LOW","2015",NA
2015-06-16,"7",26,"SS","LL","Meay Channel LOW 2015","62","38","44","56","6",NA,NA,NA,"Meay Channel","LOW","2015",NA
2015-06-16,"8",34,"PTM","PTM","Meay Channel LOW 2015","47","96","4",NA,"47",NA,NA,NA,"Meay Channel","LOW","2015",NA
2015-06-16,"9",36,"SCL","SCL","Meay Channel LOW 2015","79","21","tide already in quadart","35","39","5",NA,NA,"Meay Channel","LOW","2015",NA
2015-06-16,"10",44,"LL","SS","Meay Channel LOW 2015","100","50","6",NA,"100",NA,NA,NA,"Meay Channel","LOW","2015",NA
2016-06-05,"1",1,"SCL","SCL","North Beach LOW 2016",NA,NA,"5",NA,NA,NA,NA,"100","North Beach","LOW","2016",156
2016-06-05,"2",6,"SCL","SCL","North Beach LOW 2016",NA,NA,"3",NA,NA,NA,NA,"100","North Beach","LOW","2016",100
2016-06-05,"3",7,"SS","KGJ","North Beach LOW 2016",NA,NA,"55",NA,NA,"3",NA,"100","North Beach","LOW","2016",96
2016-06-05,"4",9,"SS","KGJ","North Beach LOW 2016",NA,NA,"1",NA,NA,NA,NA,"100","North Beach","LOW","2016",114
2016-06-05,"5",10,"SCL","SCL","North Beach LOW 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","LOW","2016",132
2016-06-05,"6",11,"SCL","SCL","North Beach LOW 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","LOW","2016",150
2016-06-05,"7",12,"SS","KGJ","North Beach LOW 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","LOW","2016",151
2016-06-05,"8",15,"SS","KGJ","North Beach LOW 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","LOW","2016",109
2016-06-05,"9",17,"SS","KGJ","North Beach LOW 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","LOW","2016",148
2016-06-05,"10",20,"SCL","SCL","North Beach LOW 2016",NA,NA,"0.5",NA,NA,NA,NA,"100","North Beach","LOW","2016",111
2016-06-05,"1",4,"SS","KGJ","North Beach MID 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","MID","2016",207
2016-06-05,"2",6,"SS","KGJ","North Beach MID 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","MID","2016",216
2016-06-05,"3",8,"SS","KGJ","North Beach MID 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","MID","2016",207
2016-06-05,"4",9,"SS","KGJ","North Beach MID 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","MID","2016",200
2016-06-05,"5",14,"SCL","SCL","North Beach MID 2016",NA,NA,"0.5",NA,NA,NA,NA,"100","North Beach","MID","2016",281
2016-06-05,"6",16,"SCL","SCL","North Beach MID 2016",NA,NA,"11",NA,NA,NA,NA,"100","North Beach","MID","2016",253
2016-06-05,"7",17,"SS","KGJ","North Beach MID 2016",NA,NA,"9",NA,NA,NA,NA,"100","North Beach","MID","2016",260
2016-06-05,"8",18,"SS","KGJ","North Beach MID 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","MID","2016",267
2016-06-05,"9",19,"SCL","SCL","North Beach MID 2016",NA,NA,"15",NA,NA,NA,NA,"100","North Beach","MID","2016",279
2016-06-05,"10",20,"SS","KGJ","North Beach MID 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","MID","2016",279
2016-06-05,"1",2,"SS","KGJ","North Beach HIGH 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","HIGH","2016",362
2016-06-05,"2",3,"SS","KGJ","North Beach HIGH 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","HIGH","2016",341
2016-06-05,"3",5,"SCL","SCL","North Beach HIGH 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","HIGH","2016",319
2016-06-05,"4",6,"SCL","SCL","North Beach HIGH 2016",NA,NA,"6",NA,NA,NA,NA,"100","North Beach","HIGH","2016",318
2016-06-05,"5",7,"SCL","SCL","North Beach HIGH 2016",NA,NA,"0.5",NA,NA,NA,NA,"100","North Beach","HIGH","2016",334
2016-06-05,"6",9,"SS","KGJ","North Beach HIGH 2016",NA,NA,"1",NA,NA,NA,NA,"100","North Beach","HIGH","2016",291
2016-06-05,"7",10,"SS","KGJ","North Beach HIGH 2016",NA,NA,"1",NA,NA,NA,NA,"100","North Beach","HIGH","2016",344
2016-06-05,"8",11,"SS","KGJ","North Beach HIGH 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","HIGH","2016",346
2016-06-05,"9",22,"SS","KGJ","North Beach HIGH 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","HIGH","2016",224
2016-06-05,"10",23,"SS","KGJ","North Beach HIGH 2016",NA,NA,NA,NA,NA,NA,NA,"100","North Beach","HIGH","2016",243
2016-06-06,"1",2,"SS","KGJ","West Beach LOW 2016",NA,"15",NA,"100",NA,NA,NA,NA,"West Beach","LOW","2016",90
2016-06-06,"2",3,"SS","KGJ","West Beach LOW 2016",NA,"24","4","100",NA,NA,NA,NA,"West Beach","LOW","2016",88
2016-06-06,"3",4,"SS","KGJ","West Beach LOW 2016",NA,NA,NA,"100",NA,NA,NA,NA,"West Beach","LOW","2016",95
2016-06-06,"4",6,"SCL","SCL","West Beach LOW 2016",NA,"1","10","65","30","5",NA,NA,"West Beach","LOW","2016",107
2016-06-06,"5",9,"SCL","SCL","West Beach LOW 2016",NA,"0.5","2","97",NA,"3",NA,NA,"West Beach","LOW","2016",61
2016-06-06,"6",13,"PTM","AM","West Beach LOW 2016",NA,"0","3","85","15",NA,NA,NA,"West Beach","LOW","2016",75
2016-06-06,"7",28,"SS","KGJ","West Beach LOW 2016",NA,NA,NA,"100",NA,NA,NA,NA,"West Beach","LOW","2016",133
2016-06-06,"8",30,"SS","KGJ","West Beach LOW 2016",NA,NA,"9","55","45",NA,NA,NA,"West Beach","LOW","2016",105
2016-06-06,"9",31,"SCL","SCL","West Beach LOW 2016",NA,NA,"5","92","7","1",NA,NA,"West Beach","LOW","2016",126
2016-06-06,"10",32,"SCL","SCL","West Beach LOW 2016",NA,NA,NA,"80","15","5",NA,NA,"West Beach","LOW","2016",126
2016-06-06,"1",1,"SS","KJ","West Beach MID 2016",NA,NA,NA,"94",NA,"6",NA,NA,"West Beach","MID","2016",171
2016-06-06,"2",3,"SCL","SCL","West Beach MID 2016",NA,"0.5","3","78","22",NA,NA,NA,"West Beach","MID","2016",219
2016-06-06,"3",8,"SCL","SCL","West Beach MID 2016",NA,NA,"7","74","24","2",NA,NA,"West Beach","MID","2016",173
2016-06-06,"4",9,"SCL","SCL","West Beach MID 2016",NA,"0.5",NA,"66","26","8",NA,NA,"West Beach","MID","2016",165
2016-06-06,"5",17,"SS","KJ","West Beach MID 2016",NA,NA,NA,"99",NA,"1",NA,NA,"West Beach","MID","2016",174
2016-06-06,"6",32,"SS","KJ","West Beach MID 2016",NA,NA,NA,"100",NA,NA,NA,NA,"West Beach","MID","2016",203
2016-06-06,"7",33,"SS","KJ","West Beach MID 2016",NA,NA,NA,"95",NA,"5",NA,NA,"West Beach","MID","2016",206
2016-06-06,"8",38,"SCL","SCL","West Beach MID 2016",NA,NA,"0.5","92","4","4",NA,NA,"West Beach","MID","2016",181
2016-06-06,"9",41,"SS","KJ","West Beach MID 2016",NA,NA,NA,"57","43",NA,NA,NA,"West Beach","MID","2016",205
2016-06-06,"10",42,"SCL","SCL","West Beach MID 2016",NA,NA,NA,"100",NA,NA,NA,NA,"West Beach","MID","2016",259
2016-06-06,"1",2,"SS","KGJ","West Beach HIGH 2016",NA,"2",NA,"91","6","1",NA,NA,"West Beach","HIGH","2016",253
2016-06-06,"2",3,"SS","KGJ","West Beach HIGH 2016",NA,NA,NA,"90","7","3",NA,NA,"West Beach","HIGH","2016",257
2016-06-06,"3",6,"PTM","AM","West Beach HIGH 2016",NA,"2","34","33","31",NA,NA,NA,"West Beach","HIGH","2016",242
2016-06-06,"4",7,"SS","KGJ","West Beach HIGH 2016",NA,NA,NA,"100",NA,NA,NA,NA,"West Beach","HIGH","2016",253
2016-06-06,"5",8,"SS","KGJ","West Beach HIGH 2016",NA,"3","8","95","3","2",NA,NA,"West Beach","HIGH","2016",238
2016-06-06,"6",9,"PTM","AM","West Beach HIGH 2016",NA,"1","4","70","26","3",NA,NA,"West Beach","HIGH","2016",247
2016-06-06,"7",16,"SCL","SCL","West Beach HIGH 2016",NA,"1","0","71","27","2",NA,NA,"West Beach","HIGH","2016",260
2016-06-06,"8",24,"SS","KGJ","West Beach HIGH 2016",NA,NA,NA,"93",NA,"7",NA,NA,"West Beach","HIGH","2016",227
2016-06-06,"9",41,"SS","KGJ","West Beach HIGH 2016",NA,NA,NA,"100",NA,NA,NA,NA,"West Beach","HIGH","2016",347
2016-06-06,"10",42,"SS","KGJ","West Beach HIGH 2016",NA,NA,NA,"100",NA,NA,NA,NA,"West Beach","HIGH","2016",352
2016-06-07,"1",2,"SCL","SCL","Fifth Beach LOW 2016",NA,"5",NA,NA,NA,NA,NA,"100","Fifth Beach","LOW","2016",152
2016-06-07,"2",5,"SCL","SCL","Fifth Beach LOW 2016",NA,">25","15",NA,NA,NA,NA,"100","Fifth Beach","LOW","2016",138
2016-06-07,"3",8,"SS","Andrew","Fifth Beach LOW 2016",NA,"15","3",NA,NA,NA,NA,"100","Fifth Beach","LOW","2016",115
2016-06-07,"4",14,"SS","Andrew","Fifth Beach LOW 2016",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","LOW","2016",147
2016-06-07,"5",15,"SS","Andrew","Fifth Beach LOW 2016",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","LOW","2016",136
2016-06-07,"6",16,"PTM","KGJ","Fifth Beach LOW 2016",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","LOW","2016",152
2016-06-07,"7",18,"SCL","SCL","Fifth Beach LOW 2016",NA,NA,"4",NA,NA,NA,NA,"100","Fifth Beach","LOW","2016",207
2016-06-07,"8",20,"SCL","SCL","Fifth Beach LOW 2016",NA,NA,"1",NA,NA,NA,NA,"100","Fifth Beach","LOW","2016",204
2016-06-07,"9",21,"SCL","SCL","Fifth Beach LOW 2016",NA,NA,"0.5",NA,NA,NA,NA,"100","Fifth Beach","LOW","2016",228
2016-06-07,"10",24,"SS","Andrew","Fifth Beach LOW 2016",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","LOW","2016",211
2016-06-07,"1",1,"SCL","SCL","Fifth Beach MID 2016",NA,"12","5",NA,NA,NA,NA,"100","Fifth Beach","MID","2016",252
2016-06-07,"2",4,"SCL","SCL","Fifth Beach MID 2016",NA,NA,"27",NA,NA,NA,NA,"100","Fifth Beach","MID","2016",221
2016-06-07,"3",6,"SS","Andrew","Fifth Beach MID 2016",NA,"10","3",NA,NA,NA,NA,"100","Fifth Beach","MID","2016",203
2016-06-07,"4",9,"SS","Andrew","Fifth Beach MID 2016",NA,"3","8",NA,NA,NA,NA,"100","Fifth Beach","MID","2016",203
2016-06-07,"5",11,"SCL","SCL","Fifth Beach MID 2016",NA,NA,"2",NA,NA,NA,NA,"100","Fifth Beach","MID","2016",221
2016-06-07,"6",14,"SCL","SCL","Fifth Beach MID 2016",NA,NA,"2",NA,NA,NA,NA,"100","Fifth Beach","MID","2016",224
2016-06-07,"7",17,"SS","Andrew","Fifth Beach MID 2016",NA,NA,"4",NA,NA,NA,NA,"100","Fifth Beach","MID","2016",210
2016-06-07,"8",20,"SS","Andrew","Fifth Beach MID 2016",NA,"5","4",NA,NA,NA,NA,"100","Fifth Beach","MID","2016",231
2016-06-07,"9",23,"PTM","PTM","Fifth Beach MID 2016",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","MID","2016",242
2016-06-07,"10",24,"PTM","PTM","Fifth Beach MID 2016",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","MID","2016",244
2016-06-07,"1",3,"SCL","SCL","Fifth Beach HIGH 2016",NA,NA,"0.5",NA,NA,NA,NA,"100","Fifth Beach","HIGH","2016",345
2016-06-07,"2",5,"SCL","SCL","Fifth Beach HIGH 2016",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","HIGH","2016",370
2016-06-07,"3",8,"SS","Andrew","Fifth Beach HIGH 2016",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","HIGH","2016",326
2016-06-07,"4",11,"PTM","KGJ","Fifth Beach HIGH 2016",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","HIGH","2016",320
2016-06-07,"5",13,"PTM","KGJ","Fifth Beach HIGH 2016",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","HIGH","2016",311
2016-06-07,"6",17,"SS","Andrew","Fifth Beach HIGH 2016",NA,NA,"0.5",NA,NA,NA,NA,"100","Fifth Beach","HIGH","2016",338
2016-06-07,"7",19,"SS","Andrew","Fifth Beach HIGH 2016",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","HIGH","2016",283
2016-06-07,"8",20,"SS","Andrew","Fifth Beach HIGH 2016",NA,NA,NA,NA,NA,NA,NA,"100","Fifth Beach","HIGH","2016",312
2016-06-07,"9",22,"SCL","SCL","Fifth Beach HIGH 2016",NA,NA,"7",NA,NA,NA,NA,"100","Fifth Beach","HIGH","2016",337
2016-06-07,"10",23,"SCL","SCL","Fifth Beach HIGH 2016",NA,NA,"2",NA,NA,NA,NA,"100","Fifth Beach","HIGH","2016",356
2016-06-08,"1",3,"SS","KGJ","Meay Channel LOW 2016",NA,"17",NA,NA,"27","11",NA,NA,"Meay Channel","LOW","2016",NA
2016-06-08,"2",5,"SCL","SCL","Meay Channel LOW 2016",NA,"35","18",NA,"50","15",NA,NA,"Meay Channel","LOW","2016",NA
2016-06-08,"3",12,"SCL","SCL","Meay Channel LOW 2016",NA,"45","4",NA,"37","15",NA,NA,"Meay Channel","LOW","2016",NA
2016-06-08,"4",13,"SS","KGJ","Meay Channel LOW 2016",NA,"5","2",NA,"37","12",NA,NA,"Meay Channel","LOW","2016",NA
2016-06-08,"5",16,"SCL","SCL","Meay Channel LOW 2016",NA,"55","23",NA,"30","15",NA,NA,"Meay Channel","LOW","2016",NA
2016-06-08,"6",25,"SS","KGJ","Meay Channel LOW 2016",NA,"7",NA,NA,"13","67",NA,NA,"Meay Channel","LOW","2016",NA
2016-06-08,"7",27,"PTM","AM","Meay Channel LOW 2016",NA,"10","7",NA,"49","15",NA,NA,"Meay Channel","LOW","2016",NA
2016-06-08,"8",33,"SCL","SCL","Meay Channel LOW 2016",NA,"38","16",NA,"34","28",NA,NA,"Meay Channel","LOW","2016",NA
2016-06-08,"9",35,"SS","KGJ","Meay Channel LOW 2016",NA,"24",NA,NA,"26","74",NA,NA,"Meay Channel","LOW","2016",NA
2016-06-08,"10",41,"PTM","AM","Meay Channel LOW 2016",NA,"16","15",NA,"47","34",NA,NA,"Meay Channel","LOW","2016",NA
