Site,Zone,non.alga.flag,taxon,Abundance,rank,total,prop,csum
North Beach,LOW,Algae,Egregia.menziesii,0.125,69,178.9,0,0.97
North Beach,LOW,Algae,Ptilota.filicina,0.125,70,178.9,0,0.97
North Beach,LOW,Algae,Savoiea.robusta,0.11875,71,178.9,0,0.97
North Beach,LOW,Algae,Acrochaetium.sp.,0.1125,72,178.9,0,0.97
North Beach,LOW,Algae,Bossiella.californica,0.1125,73,178.9,0,0.97
North Beach,LOW,Algae,Codium.fragile,0.1125,74,178.9,0,0.97
North Beach,LOW,Algae,Antithamnionella.pacifica,0.10625,75,178.9,0,0.97
North Beach,LOW,Algae,Ceramium.pacificum,0.1,76,178.9,0,0.97
North Beach,LOW,Algae,Hymenena.setchellii,0.1,77,178.9,0,0.97
North Beach,LOW,Algae,Johansenia.macmillanii,0.1,78,178.9,0,0.97
North Beach,LOW,Algae,Pterygophora.californica,0.1,79,178.9,0,0.97
North Beach,LOW,Algae,Bossiella.sp.2.chiloensis,0.0875,80,178.9,0,0.97
North Beach,LOW,Algae,Bossiella.pseudodichotoma,0.08125,81,178.9,0,0.97
North Beach,LOW,Algae,Analipus.japonicus,0.075,82,178.9,0,0.97
North Beach,LOW,Algae,Cryptosiphonia.woodii,0.075,83,178.9,0,0.98
North Beach,LOW,Algae,Laminaria.setchellii,0.075,84,178.9,0,0.98
North Beach,LOW,Algae,Melobesia.sp.,0.075,85,178.9,0,0.98
North Beach,LOW,Algae,Prionitis.sp.,0.06875,86,178.9,0,0.98
North Beach,LOW,Algae,Nereocystis.luetkeana,0.0625,87,178.9,0,0.98
North Beach,LOW,Algae,Scytosiphon.lomentaria,0.05625,88,178.9,0,0.98
North Beach,LOW,Algae,Brown.crust,0.05,89,178.9,0,0.98
North Beach,LOW,Algae,Lithothamnion.glaciale,0.05,90,178.9,0,0.98
North Beach,LOW,Algae,Wildmania.norrisii,0.05,91,178.9,0,0.98
North Beach,LOW,Algae,Pyropia.fucicola,0.04375,92,178.9,0,0.98
North Beach,LOW,Algae,Bossiella.dichotoma,0.0375,93,178.9,0,0.98
North Beach,LOW,Algae,Lithophyllum.impressum,0.0375,94,178.9,0,0.98
North Beach,LOW,Algae,Mazzaella.parvula,0.0375,95,178.9,0,0.98
North Beach,LOW,Algae,Rhizoclonium.tortuosum,0.03125,96,178.9,0,0.98
North Beach,LOW,Algae,Antithamnion.defectum,0.025,97,178.9,0,0.98
North Beach,LOW,Algae,Ptilota.sp.,0.025,98,178.9,0,0.98
North Beach,LOW,Algae,Tokidadendron.bullatum,0.025,99,178.9,0,0.98
North Beach,LOW,Algae,Ectocarpus.sp.,0.01875,100,178.9,0,0.98
North Beach,LOW,Algae,Soranthera.ulvoidea,0.01875,101,178.9,0,0.98
North Beach,LOW,Algae,Acrosiphonia.sp.,0.0125,102,178.9,0,0.98
North Beach,LOW,Algae,Chiharaea.bodegensis,0.0125,103,178.9,0,0.98
North Beach,LOW,Algae,Corallina.arbuscula,0.0125,104,178.9,0,0.98
North Beach,LOW,Algae,Farlowia.mollis,0.0125,105,178.9,0,0.98
North Beach,LOW,Algae,Mesophyllum.vancouveriense,0.0125,106,178.9,0,0.98
North Beach,LOW,Algae,Polysiphonia.pacifica,0.0125,107,178.9,0,0.98
North Beach,LOW,Algae,Pugetia.firma,0.0125,108,178.9,0,0.98
North Beach,LOW,Algae,Ulva.linza,0.0125,109,178.9,0,0.98
North Beach,LOW,Algae,Ahnfeltia.fastigiata,0.00625,110,178.9,0,0.98
North Beach,LOW,Algae,Fauchea.sp.,0.00625,111,178.9,0,0.98
North Beach,LOW,Algae,Osmundea.spectabilis,0.00625,112,178.9,0,0.98
North Beach,LOW,Algae,Polysiphonia.sp.,0.00625,113,178.9,0,0.98
North Beach,LOW,Algae,Pyropia.sp.,0.00625,114,178.9,0,0.98
North Beach,LOW,Algae,Rhodochorton.purpureum,0.00625,115,178.9,0,0.98
North Beach,LOW,Algae,Rhodymenia.sp.,0.00625,116,178.9,0,0.98
North Beach,LOW,Algae,Ulva.sp.,0.00625,117,178.9,0,0.98
North Beach,LOW,Animal,Bryozoan,2.7875,1,178.9,0.02,1
North Beach,LOW,Animal,Porifera,0.1625,2,178.9,0,1
North Beach,LOW,Animal,Tunicata,0.0875,3,178.9,0,1
North Beach,LOW,Animal,Tube.worms,0.0625,4,178.9,0,1
North Beach,LOW,Animal,Feather.duster.worm,0.05,5,178.9,0,1
North Beach,LOW,Animal,Flustralidra,0.05,6,178.9,0,1
North Beach,LOW,Animal,Barnacle,0.0375,7,178.9,0,1
North Beach,LOW,Animal,Jingle,0.0375,8,178.9,0,1
North Beach,LOW,Animal,Spirorbis,0.0375,9,178.9,0,1
North Beach,LOW,Animal,Tunicata/Porifera,0.0375,10,178.9,0,1
North Beach,LOW,Animal,Anemone,0.03125,11,178.9,0,1
North Beach,LOW,Animal,Chthamalus.dalli,0.0125,12,178.9,0,1
North Beach,LOW,Animal,Hydroid,0.0125,13,178.9,0,1
North Beach,LOW,Animal,Mytilus.sp.,0.0125,14,178.9,0,1
North Beach,LOW,Animal,Pododesmus.sp.,0.0125,15,178.9,0,1
North Beach,LOW,Animal,Spirorbidae,0.0125,16,178.9,0,1
North Beach,LOW,Animal,Styela.sp.,0.0125,17,178.9,0,1
North Beach,LOW,Animal,Balanus.glandula,0.00625,18,178.9,0,1
North Beach,LOW,Animal,Haliclona,0.00625,19,178.9,0,1
North Beach,MID,Algae,Hildenbrandia.sp.,25.36875,1,125,0.2,0.2
North Beach,MID,Algae,Fucus.distichus,13.15,2,125,0.11,0.31
North Beach,MID,Algae,Petrocelis,11.7375,3,125,0.09,0.4
North Beach,MID,Algae,Corallina.vancouveriensis,7.5875,4,125,0.06,0.46
North Beach,MID,Algae,Pyropia.abbottiae,6.14375,5,125,0.05,0.51
North Beach,MID,Algae,Plocamium.violaceum,4.23125,6,125,0.03,0.55
North Beach,MID,Algae,Chamberlainium.tumidum,3.95,7,125,0.03,0.58
North Beach,MID,Algae,Alaria.marginata,3.425,8,125,0.03,0.6
North Beach,MID,Algae,Pyropia.perforata,3.40625,9,125,0.03,0.63
North Beach,MID,Algae,Wildmania.norrisii,2.51875,10,125,0.02,0.65
North Beach,MID,Algae,Microcladia.borealis,1.94375,11,125,0.02,0.67
North Beach,MID,Algae,Halosaccion.glandiforme,1.8875,12,125,0.02,0.68
North Beach,MID,Algae,Phyllospadix.serrulatus,1.66875,13,125,0.01,0.7
North Beach,MID,Algae,Savoiea.robusta,1.4625,14,125,0.01,0.71
North Beach,MID,Algae,Gloiopeltis.furcata,1.34375,15,125,0.01,0.72
North Beach,MID,Algae,Phyllospadix.scouleri,1.1875,16,125,0.01,0.73
North Beach,MID,Algae,Polysiphonia.hendryi.var..gardneri,0.9875,17,125,0.01,0.74
North Beach,MID,Algae,Endocladia.muricata,0.728125,18,125,0.01,0.74
North Beach,MID,Algae,Leathesia.marina,0.71875,19,125,0.01,0.75
North Beach,MID,Algae,Mastocarpus.sp.,0.6875,20,125,0.01,0.75
North Beach,MID,Algae,Cladophora.columbiana,0.675,21,125,0.01,0.76
North Beach,MID,Algae,Calliarthron.tuberculosum,0.6375,22,125,0.01,0.76
North Beach,MID,Algae,Ulva.fenestrata,0.6375,23,125,0.01,0.77
North Beach,MID,Algae,Pyropia.fallax,0.61875,24,125,0,0.77
North Beach,MID,Algae,Ptilota.filicina,0.525,25,125,0,0.78
North Beach,MID,Algae,Callithamnion.pikeanum,0.45625,26,125,0,0.78
North Beach,MID,Algae,Corallina.sp.,0.4375,27,125,0,0.78
North Beach,MID,Algae,Acrosiphonia.arcta,0.4,28,125,0,0.79
North Beach,MID,Algae,Pyropia.fucicola,0.39375,29,125,0,0.79
North Beach,MID,Algae,Bossiella.frondifera,0.3875,30,125,0,0.79
North Beach,MID,Algae,Prionitis.sternbergii,0.38125,31,125,0,0.8
North Beach,MID,Algae,Elachista.fucicola,0.36875,32,125,0,0.8
North Beach,MID,Algae,Mazzaella.oregona,0.35625,33,125,0,0.8
North Beach,MID,Algae,Farlowia.mollis,0.3375,34,125,0,0.81
North Beach,MID,Algae,Ralfsioid,0.3125,35,125,0,0.81
North Beach,MID,Algae,Acrosiphonia.coalita,0.24375,36,125,0,0.81
North Beach,MID,Algae,Bossiella.sp..(crust),0.2125,37,125,0,0.81
North Beach,MID,Algae,Polysiphonia.hendryi.var..hendryi,0.20625,38,125,0,0.81
North Beach,MID,Algae,Pyropia.sp.,0.2,39,125,0,0.82
North Beach,MID,Algae,Lithothamnion.phymatodeum,0.1875,40,125,0,0.82
North Beach,MID,Algae,coralline.crust,0.18125,41,125,0,0.82
North Beach,MID,Algae,Corallina.sp.1.frondescens,0.16875,42,125,0,0.82
North Beach,MID,Algae,Bossiella.frondescens,0.1625,43,125,0,0.82
North Beach,MID,Algae,Hedophyllum.sessile,0.1625,44,125,0,0.82
North Beach,MID,Algae,Collinsiella.tuberculata,0.1375,45,125,0,0.82
North Beach,MID,Algae,Hymenena.sp.,0.1375,46,125,0,0.82
North Beach,MID,Algae,Ptilota.sp.,0.1375,47,125,0,0.83
North Beach,MID,Algae,Codium.fragile,0.11875,48,125,0,0.83
North Beach,MID,Algae,Corallina.frondescens,0.1,49,125,0,0.83
North Beach,MID,Algae,Polyneura.latissima,0.0875,50,125,0,0.83
North Beach,MID,Algae,Ulva.linza,0.0875,51,125,0,0.83
North Beach,MID,Algae,Pyropia.schizophylla,0.08125,52,125,0,0.83
North Beach,MID,Algae,Ceramium.pacificum,0.075,53,125,0,0.83
North Beach,MID,Algae,Johansenia.macmillanii,0.075,54,125,0,0.83
North Beach,MID,Algae,Neogastroclonium.subarticulatum,0.075,55,125,0,0.83
North Beach,MID,Algae,Odonthalia.floccosa,0.075,56,125,0,0.83
North Beach,MID,Algae,Bossiella.sp.4.chiloensis,0.06875,57,125,0,0.83
North Beach,MID,Algae,Analipus.japonicus,0.0625,58,125,0,0.83
North Beach,MID,Algae,Blidingia.minima,0.05,59,125,0,0.83
North Beach,MID,Algae,Costaria.costata,0.05,60,125,0,0.83
North Beach,MID,Algae,Neopolyporolithon.reclinatum,0.05,61,125,0,0.83
North Beach,MID,Algae,Peyssonnelia.sp.,0.05,62,125,0,0.83
North Beach,MID,Algae,Scytosiphon.lomentaria,0.04375,63,125,0,0.83
North Beach,MID,Algae,Colonial.Diatoms,0.0375,64,125,0,0.83
North Beach,MID,Algae,Cryptosiphonia.woodii,0.0375,65,125,0,0.84
North Beach,MID,Algae,Mazzaella.parksii,0.0375,66,125,0,0.84
North Beach,MID,Algae,Pleonosporium.vancouverianum,0.0375,67,125,0,0.84
North Beach,MID,Algae,Polysiphonia.pacifica,0.03125,68,125,0,0.84
North Beach,MID,Algae,Acrosiphonia.sp.,0.029375,69,125,0,0.84
North Beach,MID,Algae,Nemalion.helminthoides,0.02625,70,125,0,0.84
North Beach,MID,Algae,Blidingia.dawsonii,0.01875,71,125,0,0.84
North Beach,MID,Algae,Mazzaella.parvula,0.01875,72,125,0,0.84
North Beach,MID,Algae,Bossiella.sp.2.chiloensis,0.0125,73,125,0,0.84
North Beach,MID,Algae,Crusticorallina.muricata,0.0125,74,125,0,0.84
North Beach,MID,Algae,Lithophyllum.sp..2,0.0125,75,125,0,0.84
North Beach,MID,Algae,Pylaiella.littoralis,0.0125,76,125,0,0.84
North Beach,MID,Algae,Unknown.crust,0.0125,77,125,0,0.84
North Beach,MID,Algae,Bossiella.hakaiensis,0.00625,78,125,0,0.84
North Beach,MID,Algae,Colpomenia.bullosa,0.00625,79,125,0,0.84
North Beach,MID,Algae,Erythrotrichia.carnea,0.00625,80,125,0,0.84
North Beach,MID,Algae,Lithophyllum.impressum,0.00625,81,125,0,0.84
North Beach,MID,Algae,Mazzaella.splendens,0.00625,82,125,0,0.84
North Beach,MID,Animal,Barnacle,9.8375,1,125,0.08,0.92
North Beach,MID,Animal,Mytilus.sp.,3.56875,2,125,0.03,0.94
North Beach,MID,Animal,Anemone,2.8875,3,125,0.02,0.97
North Beach,MID,Animal,Chthamalus.dalli,2.1375,4,125,0.02,0.98
North Beach,MID,Animal,Balanus.glandula,0.95625,5,125,0.01,0.99
North Beach,MID,Animal,Anthopleura.sp.,0.44375,6,125,0,1
North Beach,MID,Animal,Anthopleura.elegantissima,0.2375,7,125,0,1
North Beach,MID,Animal,Anthopleura.xanthogrammica,0.175,8,125,0,1
North Beach,MID,Animal,Semibalanus.cariosus,0.03125,9,125,0,1
North Beach,MID,Animal,Tunicata/Porifera,0.025,10,125,0,1
North Beach,MID,Animal,Porifera,0.0125,11,125,0,1
North Beach,HIGH,Algae,Fucus.distichus,23.75,1,132.6,0.18,0.18
North Beach,HIGH,Algae,Hildenbrandia.sp.,21.96875,2,132.6,0.17,0.34
North Beach,HIGH,Algae,Petrocelis,16.5375,3,132.6,0.12,0.47
North Beach,HIGH,Algae,Pyropia.perforata,4.30625,4,132.6,0.03,0.5
North Beach,HIGH,Algae,Wildmania.norrisii,3.20625,5,132.6,0.02,0.53
North Beach,HIGH,Algae,Erythrotrichia.carnea,2.9375,6,132.6,0.02,0.55
North Beach,HIGH,Algae,Pyropia.abbottiae,2.73125,7,132.6,0.02,0.57
North Beach,HIGH,Algae,Gloiopeltis.furcata,2.67,8,132.6,0.02,0.59
North Beach,HIGH,Algae,Ulva.fenestrata,1.76875,9,132.6,0.01,0.6
North Beach,HIGH,Algae,Mastocarpus.sp.,1.2625,10,132.6,0.01,0.61
North Beach,HIGH,Algae,Chamberlainium.tumidum,1.19375,11,132.6,0.01,0.62
North Beach,HIGH,Algae,Corallina.vancouveriensis,0.95625,12,132.6,0.01,0.63
North Beach,HIGH,Algae,Odonthalia.floccosa,0.85,13,132.6,0.01,0.63
North Beach,HIGH,Algae,Microcladia.borealis,0.7375,14,132.6,0.01,0.64
North Beach,HIGH,Algae,Halosaccion.glandiforme,0.62,15,132.6,0,0.64
North Beach,HIGH,Algae,Endocladia.muricata,0.579375,16,132.6,0,0.65
North Beach,HIGH,Algae,Phyllospadix.sp.,0.5625,17,132.6,0,0.65
North Beach,HIGH,Algae,Cladophora.columbiana,0.53125,18,132.6,0,0.66
North Beach,HIGH,Algae,Savoiea.robusta,0.4875,19,132.6,0,0.66
North Beach,HIGH,Algae,Cryptosiphonia.woodii,0.38125,20,132.6,0,0.66
North Beach,HIGH,Algae,Pyropia.fucicola,0.38125,21,132.6,0,0.67
North Beach,HIGH,Algae,Elachista.fucicola,0.3375,22,132.6,0,0.67
North Beach,HIGH,Algae,Mazzaella.oregona,0.28125,23,132.6,0,0.67
North Beach,HIGH,Algae,Acrosiphonia.arcta,0.19375,24,132.6,0,0.67
North Beach,HIGH,Algae,Acrosiphonia.coalita,0.1875,25,132.6,0,0.67
North Beach,HIGH,Algae,Plocamium.violaceum,0.125,26,132.6,0,0.68
North Beach,HIGH,Algae,Pyropia.fallax,0.125,27,132.6,0,0.68
North Beach,HIGH,Algae,Leathesia.marina,0.10625,28,132.6,0,0.68
North Beach,HIGH,Algae,Bossiella.frondifera,0.1,29,132.6,0,0.68
North Beach,HIGH,Algae,Acrosiphonia.sp.,0.0875,30,132.6,0,0.68
North Beach,HIGH,Algae,Polysiphonia.hendryi,0.075,31,132.6,0,0.68
North Beach,HIGH,Algae,Polysiphonia.hendryi.var..hendryi,0.075,32,132.6,0,0.68
North Beach,HIGH,Algae,Polysiphonia.paniculata,0.075,33,132.6,0,0.68
North Beach,HIGH,Algae,Farlowia.mollis,0.06875,34,132.6,0,0.68
North Beach,HIGH,Algae,Corallina.sp.,0.0625,35,132.6,0,0.68
North Beach,HIGH,Algae,Bossiella.sp.2.chiloensis,0.05,36,132.6,0,0.68
North Beach,HIGH,Algae,Prionitis.sternbergii,0.05,37,132.6,0,0.68
North Beach,HIGH,Algae,Bossiella.frondescens,0.04375,38,132.6,0,0.68
North Beach,HIGH,Algae,Ulva.linza,0.0375,39,132.6,0,0.68
North Beach,HIGH,Algae,Cladophora.sericea,0.025,40,132.6,0,0.68
North Beach,HIGH,Algae,coralline.crust,0.01875,41,132.6,0,0.68
North Beach,HIGH,Algae,Lithothamnion.phymatodeum,0.01875,42,132.6,0,0.68
North Beach,HIGH,Algae,Neopolyporolithon.reclinatum,0.01875,43,132.6,0,0.68
North Beach,HIGH,Algae,Codium.fragile,0.0125,44,132.6,0,0.68
North Beach,HIGH,Algae,Corallina.frondescens,0.0125,45,132.6,0,0.68
North Beach,HIGH,Algae,Lithophyllum.sp..1,0.0125,46,132.6,0,0.68
North Beach,HIGH,Algae,Melanosiphon.intestinalis,0.0125,47,132.6,0,0.68
North Beach,HIGH,Algae,Pylaiella.littoralis,0.0125,48,132.6,0,0.68
North Beach,HIGH,Algae,Callithamnion.pikeanum,0.0075,49,132.6,0,0.68
North Beach,HIGH,Algae,Ceramium.pacificum,0.00625,50,132.6,0,0.68
North Beach,HIGH,Algae,Hymenena.sp.,0.00625,51,132.6,0,0.68
North Beach,HIGH,Algae,Phyllospadix.scouleri,0.00625,52,132.6,0,0.68
North Beach,HIGH,Animal,Barnacle,32.89375,1,132.6,0.25,0.93
North Beach,HIGH,Animal,Chthamalus.dalli,3.25625,2,132.6,0.02,0.96
North Beach,HIGH,Animal,Balanus.glandula,2.6375,3,132.6,0.02,0.98
North Beach,HIGH,Animal,Mytilus.sp.,2.46375,4,132.6,0.02,1
North Beach,HIGH,Animal,Anemone,0.46875,5,132.6,0,1
North Beach,HIGH,Animal,Anthopleura.sp.,0.15,6,132.6,0,1
North Beach,HIGH,Animal,Anthopleura.elegantissima,0.0125,7,132.6,0,1
North Beach,HIGH,Animal,Semibalanus.cariosus,0.0125,8,132.6,0,1
