UID,Year,quadrat,Shore_height_cm,Quadrat,meter.point,transect,Meter.point,Acrosiphonia,Ahnfeltia.fastigiata,Alaria.marginata,Analipus.japonicus,Antithamnion.defectum,Antithamnionella.spp.,Bangia.sp.,Blidingia,Bossiella_articulate,Calliarthron.tuberculosum,Callithamnion.pikeanum,Callophyllis.sp.,Ceramium.codicola,Ceramium.pacificum,Chaetomorpha.cannabina,Chamberlainium.tumidum,Chiharaea.rhododactyla,Chiharaea.silvae,Cladophora.columbiana,Cladophora.sericea,Codium.fragile,Codium.setchellii,Collinsiella.tuberculata,Colpomenia.peregrina,Corallina,coralline.crust,Costaria.costata,Cryptosiphonia.woodii,Cumathamnion.decipiens,Dactylosiphon.bullosus,Desmarestia.aculeata,Desmarestia.ligulata,Dilsea.californica,Ectocarpus.commensalis,Ectocarpus.sp.,Egregia.menziesii,Elachista.fucicola,Endocladia.muricata,Erythrotrichia.carnea,Farlowia.mollis,Fucus.distichus,Gloiopeltis.furcata,Halosaccion.glandiforme,Hedophyllum.nigripes,Hedophyllum.sessile,Herposiphonia.plumula,Hildenbrandia,Hymenena.spp.,Johansenia.macmillanii,Laminaria.setchellii,Laminaria.yezoensis,Leathesia.marina,Lithothamnion.glaciale,Lithothamnion.phymatodeum,Lomentaria.hakodatensis,Mastocarpus,Mazzaella.oregona,Mazzaella.parksii,Mazzaella.parvula,Mazzaella.splendens,Melanosiphon.intestinalis,Melobesia.sp.,Mesophyllum.vancouveriense,Microcladia.borealis,Monostroma.grevillei,Nemalion.helminthoides,Neogastroclonium.subarticulatum,Neopolyporolithon.reclinatum,Neorhodomela.aculeata,Neorhodomela.larix,Neorhodomela.oregona,Nereocystis.luetkeana,Odonthalia.floccosa,Odonthalia.floccosa.f..comosa,Opuntiella.californica,Osmundea.spectabilis,Palmaria.hecatensis,Palmaria.mollis,Petrocelis,Peyssonnelia.sp.,Phyllospadix.spp.,Plocamium.pacificum,Plocamium.violaceum,Polyneura.latissima,Polysiphonia,Prionitis,Pterocladiella.caloglossoides,Pterygophora.californica,Ptilota.filicina,Pylaiella.littoralis,Pyropia,Ralfsioid,Rhizoclonium.tortuosum,Rhodochorton.purpureum,Salishia.firma,Savoiea.robusta,Schizymenia.pacifica,Scytosiphon.dotyi,Scytosiphon.lomentaria,Smithora.naiadum,Soranthera.ulvoidea,Sphacelaria.rigidula,Symphyocladiella.dendroidea,Tokidadendron.bullatum,Ulva,Unknown.crust,elev.var,localrich
Foggy Cove LOW 2012 5,2012,Foggy Cove LOW 16,75,5,16,Foggy Cove LOW,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0.5,0,0,0,0,0,0,13,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,5,0,0,0,5,0,0,0,0.5,1.5,0.5,0,0,13,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.3778751263103885,22
Foggy Cove LOW 2012 6,2012,Foggy Cove LOW 23,117,6,23,Foggy Cove LOW,23,0,0,25,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0.5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.39153309251792817,16
Foggy Cove LOW 2012 7,2012,Foggy Cove LOW 24,124,7,24,Foggy Cove LOW,24,0.5,0,4,0,0,2,0,0,0,0,0,0,4,4,0,8,0,0,0,0,6,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,70,0,2,0,0,0,0.5,4,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,5,0,0,0,0,0,12,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.30716934658720846,23
Foggy Cove LOW 2012 8,2012,Foggy Cove LOW 27,131,8,27,Foggy Cove LOW,27,0,0,6,0,0,0,0,0,0,0,0,0,6,6,0,2,0,0,0,0,12,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.5,0,0,0,4,0,0,0,0,0,25,10,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,8,0,0.3398846036556975,19
Foggy Cove LOW 2012 9,2012,Foggy Cove LOW 30,105,9,30,Foggy Cove LOW,30,2,0,75,0.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,14,0,0.5,0,0,0.5,0,0,0,0,4,0,0,0,0,3,0,0.5,0.5,0,0,5,0,0,0,0,0.5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,15,0.5,0,0,0.5,0,3,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0.3441827310072013,27
Foggy Cove LOW 2013 1,2013,Foggy Cove LOW 2,90,1,2,Foggy Cove LOW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0.5,3,4,0.5,0,0,0,2,0,0,0,1,0,0,0,16,0,0.5,3,0,0,0,0,0,3,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,18,0,0,4,0,0,1,3,6,0,0,11,0,4,24,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.3285408424892195,25
Foggy Cove LOW 2013 10,2013,Foggy Cove LOW 35,114,10,35,Foggy Cove LOW,35,0.5,0,22,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,9,2,0,0.5,0,0,0,0,0,0,0,13,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,2,20,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0.3728331394322355,21
Foggy Cove LOW 2013 2,2013,Foggy Cove LOW 12,69,2,12,Foggy Cove LOW,12,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0.5,1,0,0,10,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38264501535792217,17
Foggy Cove LOW 2013 3,2013,Foggy Cove LOW 17,90,3,17,Foggy Cove LOW,17,0.5,0,50,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0,9,0,0,0,2,0,0,35,0,0,0,0,7,0,0.5,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0.34433798162459245,23
Foggy Cove LOW 2013 4,2013,Foggy Cove LOW 22,114,4,22,Foggy Cove LOW,22,8,0,12,0,0,0,0,0,12,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,6,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0.373996571046141,19
Foggy Cove LOW 2013 5,2013,Foggy Cove LOW 24,124,5,24,Foggy Cove LOW,24,0.5,0,0.5,0,0,0,0,0,1,0,0,0,0,2,0,0.5,0,0,0,0,6,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.5,0,0,0,0,0,0,0,2,0,0,8,0,0,1,0,0,0,0,0,0,0,0.5,0,13,11,0,0,0,0,4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.33337930267514343,22
Foggy Cove LOW 2013 6,2013,Foggy Cove LOW 25,128,6,25,Foggy Cove LOW,25,0,0,58,0,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2,0,12,0,0,8,0,0,0.5,0,0,0,6,1,0,0,0,0,8,18,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.3405310748829082,18
Foggy Cove LOW 2013 7,2013,Foggy Cove LOW 26,102,7,26,Foggy Cove LOW,26,12,0,60,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0.4360001652991263,11
Foggy Cove LOW 2013 8,2013,Foggy Cove LOW 30,105,8,30,Foggy Cove LOW,30,1,0,35,0,0,0,0,0,7.5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,10,0,0,0,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,32,0,0.5,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.3762110296936289,17
Foggy Cove LOW 2013 9,2013,Foggy Cove LOW 34,103,9,34,Foggy Cove LOW,34,25,0,12,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,7,0.5,0,0,0,0,0,0,0,0,0,68,0,0,0,0,6,0,0.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,35,2,0,0,0,0,2,20,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.36669697364593484,19
Foggy Cove MID 2012 1,2012,Foggy Cove MID 1,171,1,1,Foggy Cove MID,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,78,0,8,0,0,0,13,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.25850918408468493,14
Foggy Cove MID 2012 10,2012,Foggy Cove MID 45,195,10,45,Foggy Cove MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,60,0,2,0,0,0,30,0,0,0,0,0.5,0,0,0,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1179761368545108,10
Foggy Cove MID 2012 2,2012,Foggy Cove MID 6,165,2,6,Foggy Cove MID,6,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,80,0,0.5,0,0,0,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.31893931036239553,10
Foggy Cove MID 2012 3,2012,Foggy Cove MID 13,217,3,13,Foggy Cove MID,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,75,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08209126844414005,7
Foggy Cove MID 2012 4,2012,Foggy Cove MID 15,160,4,15,Foggy Cove MID,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,0,2,0,0,0,30,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.33996738539372806,14
Foggy Cove MID 2012 5,2012,Foggy Cove MID 20,182,5,20,Foggy Cove MID,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,99,0,2,0,0,0,21,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.30143986312703025,14
Foggy Cove MID 2012 6,2012,Foggy Cove MID 25,165,6,25,Foggy Cove MID,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,98,0,4,0,0,0,23,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.22434702158218983,9
Foggy Cove MID 2012 7,2012,Foggy Cove MID 30,185,7,30,Foggy Cove MID,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,3,0,0,0,25,0,0,0,0,0,0,0.5,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.16873241878277823,10
Foggy Cove MID 2012 8,2012,Foggy Cove MID 35,203,8,35,Foggy Cove MID,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0.5,0,0,75,0,0,0,0,0,71,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2903293949008973,9
Foggy Cove MID 2012 9,2012,Foggy Cove MID 38,181,9,38,Foggy Cove MID,38,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,87,0,0,0,0,0,41,0,0,0,0,1.5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17221044750938658,9
Foggy Cove MID 2013 1,2013,Foggy Cove MID 5,170,1,5,Foggy Cove MID,5,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,45,0,1,0,0,0,2,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,7,0,55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.5,0,0.35060408991672815,18
Foggy Cove MID 2013 10,2013,Foggy Cove MID 43,223,10,43,Foggy Cove MID,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,85,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08625157084575294,6
Foggy Cove MID 2013 2,2013,Foggy Cove MID 13,217,2,13,Foggy Cove MID,13,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,70,0,0,0,0,0,30,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.16459547676579975,10
Foggy Cove MID 2013 3,2013,Foggy Cove MID 16,178,3,16,Foggy Cove MID,16,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,65,0,0.5,0,0,0,10.5,0,0,0,0,0,0,14,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,4,0,0.3091640219250546,16
Foggy Cove MID 2013 4,2013,Foggy Cove MID 17,174,4,17,Foggy Cove MID,17,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,85,0,0,0,0,0,45,0,0,0,0,0,0,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.3058279553151295,10
Foggy Cove MID 2013 5,2013,Foggy Cove MID 25,165,5,25,Foggy Cove MID,25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,40,0,0.5,0,0,0,8,0,0,0,0,0,0,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11054973510547793,12
Foggy Cove MID 2013 6,2013,Foggy Cove MID 28,199,6,28,Foggy Cove MID,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,98,0,0.5,0,0,0,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0.2466349751131447,13
Foggy Cove MID 2013 7,2013,Foggy Cove MID 29,174,7,29,Foggy Cove MID,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,20,0.5,0,0,56,0.5,1,0,0,0,30,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0.17217788713450305,15
Foggy Cove MID 2013 8,2013,Foggy Cove MID 36,188,8,36,Foggy Cove MID,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,60,0,1,0,0,0,41,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0.5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.2506542153633056,15
Foggy Cove MID 2013 9,2013,Foggy Cove MID 40,201,9,40,Foggy Cove MID,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,75,0,0,0,0,0,30,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.09716923601226236,9
North Beach HIGH 2012 1,2012,North Beach HIGH 5,319,1,5,North Beach HIGH,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,27,0,3,0,0,0,50,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0.09851338573314376,9
North Beach HIGH 2012 10,2012,North Beach HIGH 22,224,10,22,North Beach HIGH,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,30,3,4,0,0,0,71,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.14950710559114014,12
North Beach HIGH 2012 2,2012,North Beach HIGH 8,379,2,8,North Beach HIGH,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,27,1,0,0,0,0,51,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11616677942391841,8
North Beach HIGH 2012 3,2012,North Beach HIGH 9,291,3,9,North Beach HIGH,9,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,96,0,0.5,0,0,0,17,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1280511141115807,10
North Beach HIGH 2012 4,2012,North Beach HIGH 11,346,4,11,North Beach HIGH,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,78,0.5,0,0,0,0,18,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1258309567776776,7
North Beach HIGH 2012 5,2012,North Beach HIGH 15,276,5,15,North Beach HIGH,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80,0.5,0,0,0,0,80,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.13609853743701134,8
North Beach HIGH 2012 6,2012,North Beach HIGH 17,303,6,17,North Beach HIGH,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15900789150491443,7
North Beach HIGH 2012 7,2012,North Beach HIGH 19,201,7,19,North Beach HIGH,19,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,5,0,0,0,15,0,0,0,0,0.5,0,1,0,0.5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,20,0,0.2731004392828118,18
North Beach HIGH 2012 8,2012,North Beach HIGH 20,219,8,20,North Beach HIGH,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,2,0,0,60,0,8,0,0,0,71,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0.11759777981567514,12
North Beach HIGH 2012 9,2012,North Beach HIGH 21,230,9,21,North Beach HIGH,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,48,0.1,0.1,0,0,0,90,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1406008428123935,7
North Beach HIGH 2013 1,2013,North Beach HIGH 3,341,1,3,North Beach HIGH,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,60,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.13656096197641196,11
