UID,Year,Site,Zone,Quadrat,Meter.point,Acrosiphonia,Ahnfeltia.fastigiata,Alaria.marginata,Analipus.japonicus,Anemone,Antithamnion.defectum,Bangia.sp.,Barnacles,Blidingia,Bossiella.articulate,Bryozoan,Calliarthron.tuberculosum,Callithamnion.pikeanum,Callophyllis.sp.,Ceramium.codicola,Ceramium.pacificum,Chaetomorpha,Chamberlainium.tumidum,Chiharaea.rhododactyla,Chiharaea.silvae,Cladophora.columbiana,Cladophora.sericea,Codium.fragile,Codium.setchellii,Collinsiella.tuberculata,Colpomenia.peregrina,Corallina,coralline.crust,Costaria.costata,Cryptosiphonia.woodii,Cumathamnion.decipiens,Dactylosiphon.bullosus,Desmarestia.aculeata,Desmarestia.ligulata,Devaleraea.mollis,Dilsea.californica,Ectocarpus.commensalis,Egregia.menziesii,Elachista.fucicola,Endocladia.muricata,Erythrotrichia.carnea,Farlowia.mollis,Fucus.distichus,Gloiopeltis.furcata,Halosaccion.glandiforme,Hedophyllum.nigripes,Hedophyllum.sessile,Herposiphonia.plumula,Hildenbrandia,Hydroid,Hymenena.spp.,Johansenia.macmillanii,Laminaria.setchellii,Laminaria.yezoensis,Leathesia.marina,Lithothamnion.glaciale,Lithothamnion.phymatodeum,Lomentaria.hakodatensis,Mastocarpus,Mazzaella.oregona,Mazzaella.parksii,Mazzaella.parvula,Mazzaella.splendens,Melanosiphon.intestinalis,Melobesia.mediocris,Mesophyllum.vancouveriense,Microcladia.borealis,Monostroma,Mytilus.sp.,Nemalion.helminthoides,Neogastroclonium.subarticulatum,Neopolyporolithon.reclinatum,Neoporphyra.perforata,Neopyropia.fucicola,Neorhodomela.aculeata,Neorhodomela.larix,Neorhodomela.oregona,Nereocystis.luetkeana,Odonthalia.floccosa,Odonthalia.floccosa.f..comosa,Opuntiella.californica,Osmundea.spectabilis,Palmaria.hecatensis,Petrocelis,Peyssonnelia.sp.,Phyllospadix.spp.,Plocamium.pacificum,Plocamium.violaceum,Pododesmus.sp.,Pollicipes.polymerus,Polyneura.latissima,Polysiphonia,Prionitis,Pterocladiella.caloglossoides,Pterygophora.californica,Ptilota.filicina,Pylaiella.littoralis,Pyropia/Neoporphyra/Porphyrella,Ralfsioid,Rhizoclonium.tortuosum,Rhodochorton.purpureum,Salishia.firma,Savoiea.robusta,Schizymenia.pacifica,Scytosiphon.dotyi,Scytosiphon.lomentaria,Smithora.naiadum,Soranthera.ulvoidea,Sphacelaria.rigidula,Symphyocladiella.dendroidea,Tokidadendron.bullatum,Tube.worm,Tube.worms,Tunicata/Porifera,Ulva,Wildemania,Date,Sampler,Recorder,Bedrock,Boulder,Cobble,Sand.Gravel.Pebble,Water,SiteHeightYear,SUBSTRATE.ROCK,SUBSTRATE.SAND,WATER,Pebble,SAND.SCOUR,SUBSTRATE.Clam.shell,Shore_height_cm,Lat,Long
Foggy Cove MID 2019 5,2019,Foggy Cove,MID,5,26,0,0,0,0,0.5,0,0,17,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-01,SCL,SCL,NA,75,22,NA,NA,Foggy Cove MID 2019,NA,NA,2,3,NA,NA,196,51.65104776794,-128.143499568376
Foggy Cove MID 2019 6,2019,Foggy Cove,MID,6,37,0,0,0,0,0.5,0,0,3,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-01,LL,GSB,NA,45,55,NA,NA,Foggy Cove MID 2019,NA,NA,NA,NA,NA,NA,207,51.6509893944959,-128.143627912388
Foggy Cove MID 2019 7,2019,Foggy Cove,MID,7,38,0,0,0,0,0,0,0,7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2019-06-01,SS,Jungsoo,NA,6,94,NA,NA,Foggy Cove MID 2019,NA,NA,NA,NA,NA,NA,181,51.6509840845467,-128.143639580596
Foggy Cove MID 2019 8,2019,Foggy Cove,MID,8,41,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-01,LL,GSB,NA,32,68,NA,NA,Foggy Cove MID 2019,NA,NA,NA,NA,NA,NA,205,51.6509681636719,-128.14367458359
Foggy Cove MID 2019 9,2019,Foggy Cove,MID,9,45,0,0,0,0,0,0,0,19,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-01,SS,Jungsoo,NA,88,11,NA,NA,Foggy Cove MID 2019,NA,NA,NA,1,NA,NA,195,51.650946941809,-128.143721253133
Foggy Cove HIGH 2012 1,2012,Foggy Cove,HIGH,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,12,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-07-03,SCL,SCL,NA,70,25,5,NA,Foggy Cove HIGH 2012,NA,NA,NA,NA,NA,NA,239,51.6509994989318,-128.143028541667
Foggy Cove HIGH 2012 10,2012,Foggy Cove,HIGH,10,39,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-07-03,LA,JJ,NA,NA,NA,NA,NA,Foggy Cove HIGH 2012,NA,NA,NA,NA,NA,NA,293,51.6507409173612,-128.14338752731
Foggy Cove HIGH 2012 2,2012,Foggy Cove,HIGH,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,0,0,50,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-07-03,LA,JJ,NA,NA,NA,NA,NA,Foggy Cove HIGH 2012,NA,NA,NA,NA,NA,NA,240,51.6509790877092,-128.143056882083
Foggy Cove HIGH 2012 3,2012,Foggy Cove,HIGH,3,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-07-03,SCL,SCL,NA,94,5,1,NA,Foggy Cove HIGH 2012,NA,NA,NA,NA,NA,NA,234,51.6509314465258,-128.14312301183
Foggy Cove HIGH 2012 4,2012,Foggy Cove,HIGH,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-07-03,PTM,PTM,NA,NA,NA,NA,NA,Foggy Cove HIGH 2012,NA,NA,NA,NA,NA,NA,248,51.65091784503,-128.143141906238
Foggy Cove HIGH 2012 5,2012,Foggy Cove,HIGH,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-07-03,LA,JJ,NA,NA,NA,NA,NA,Foggy Cove HIGH 2012,NA,NA,NA,NA,NA,NA,218,51.6508565932865,-128.143226928888
Foggy Cove HIGH 2012 6,2012,Foggy Cove,HIGH,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,1,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2012-07-03,SCL,SCL,NA,90,10,NA,10,Foggy Cove HIGH 2012,NA,NA,NA,NA,NA,NA,200,51.6508293812563,-128.143264716291
Foggy Cove HIGH 2012 7,2012,Foggy Cove,HIGH,7,29,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-07-03,PTM,PTM,NA,NA,NA,NA,NA,Foggy Cove HIGH 2012,NA,NA,NA,NA,NA,NA,320,51.6508089609952,-128.143293058109
Foggy Cove HIGH 2012 8,2012,Foggy Cove,HIGH,8,30,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012-07-03,PTM,PTM,NA,NA,NA,NA,NA,Foggy Cove HIGH 2012,NA,NA,NA,NA,NA,NA,320,51.6508021602336,-128.143302505263
Foggy Cove HIGH 2012 9,2012,Foggy Cove,HIGH,9,32,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-07-03,LA,JJ,NA,NA,NA,NA,NA,Foggy Cove HIGH 2012,NA,NA,NA,NA,NA,NA,264,51.6507885497071,-128.143321398287
Foggy Cove HIGH 2013 1,2013,Foggy Cove,HIGH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,40,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-23,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,0.5,0,NA,NA,NA,240,51.6509790877092,-128.143056882083
Foggy Cove HIGH 2013 10,2013,Foggy Cove,HIGH,10,39,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,50,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-24,KH,SS,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,NA,NA,NA,NA,NA,293,51.6507409173612,-128.14338752731
Foggy Cove HIGH 2013 2,2013,Foggy Cove,HIGH,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,40,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-23,SS,KH,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,0.5,0,NA,NA,NA,242,51.65090423453,-128.143160799358
Foggy Cove HIGH 2013 3,2013,Foggy Cove,HIGH,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,11,0,0,72,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-23,SS,KH,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,1,0,NA,NA,NA,260,51.6508974247888,-128.143170246721
Foggy Cove HIGH 2013 4,2013,Foggy Cove,HIGH,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27,0,0,40,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-23,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,1,0,NA,NA,NA,234,51.6508906240374,-128.143179693912
Foggy Cove HIGH 2013 5,2013,Foggy Cove,HIGH,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,25,0.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-24,KH,SS,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,0.5,0,NA,NA,NA,240,51.6508770135417,-128.143198588455
Foggy Cove HIGH 2013 6,2013,Foggy Cove,HIGH,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,8,4,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-24,KH,SS,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,NA,NA,NA,NA,NA,NA,223,51.6508225715065,-128.143274163623
Foggy Cove HIGH 2013 7,2013,Foggy Cove,HIGH,7,31,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,0,22,32,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-24,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,0,1,NA,NA,NA,325,51.6507953504808,-128.143311952584
Foggy Cove HIGH 2013 8,2013,Foggy Cove,HIGH,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-24,SCL,SCL,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,0,0.5,NA,NA,NA,264,51.6507885497071,-128.143321398287
Foggy Cove HIGH 2013 9,2013,Foggy Cove,HIGH,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-24,KH,SS,NA,NA,NA,NA,NA,Foggy Cove HIGH 2013,100,NA,NA,NA,NA,NA,270,51.650774939188,-128.143340292745
Foggy Cove HIGH 2014 1,2014,Foggy Cove,HIGH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-06-12,SMS,KRH,NA,93,0,NA,NA,Foggy Cove HIGH 2014,100,0,0,7,NA,NA,240,51.6509790877092,-128.143056882083
Foggy Cove HIGH 2014 10,2014,Foggy Cove,HIGH,10,44,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-06-12,SMS,KRH,NA,84,16,NA,NA,Foggy Cove HIGH 2014,100,0,0,0,NA,NA,294,51.6507058095013,-128.14343626677
Foggy Cove HIGH 2014 2,2014,Foggy Cove,HIGH,2,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-06-12,PTM,LWP,NA,NA,30,NA,NA,Foggy Cove HIGH 2014,100,0,15,5,NA,NA,259,51.6509722779767,-128.143066329477
Foggy Cove HIGH 2014 3,2014,Foggy Cove,HIGH,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,43,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-06-12,SCL,SCL,NA,98,NA,NA,NA,Foggy Cove HIGH 2014,100,0.5,5,2,NA,NA,242,51.6509654772338,-128.143075776699
Foggy Cove HIGH 2014 4,2014,Foggy Cove,HIGH,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-06-12,SMS,KRH,NA,94,0,NA,NA,Foggy Cove HIGH 2014,100,0,0,6,NA,NA,222,51.6508838142947,-128.14318914127
Foggy Cove HIGH 2014 5,2014,Foggy Cove,HIGH,5,29,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-06-12,SMS,OCP,NA,1,NA,NA,NA,Foggy Cove HIGH 2014,100,NA,NA,NA,NA,NA,320,51.6508089609952,-128.143293058109
Foggy Cove HIGH 2014 6,2014,Foggy Cove,HIGH,6,30,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,21,8,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-06-12,PTM,LWP,NA,100,0,NA,NA,Foggy Cove HIGH 2014,100,0,9,0,NA,NA,320,51.6508021602336,-128.143302505263
Foggy Cove HIGH 2014 7,2014,Foggy Cove,HIGH,7,31,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,28,2,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-06-12,SMS,KRH,NA,93,7,NA,NA,Foggy Cove HIGH 2014,100,0,0,0,NA,NA,325,51.6507953504808,-128.143311952584
Foggy Cove HIGH 2014 8,2014,Foggy Cove,HIGH,8,38,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,11,0,0,33,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-06-12,SCL,SCL,NA,100,0,NA,NA,Foggy Cove HIGH 2014,100,0,0,0,NA,NA,329,51.6507477181298,-128.143378080182
Foggy Cove HIGH 2014 9,2014,Foggy Cove,HIGH,9,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-06-12,SMS,KRH,NA,91,9,NA,NA,Foggy Cove HIGH 2014,100,0,0,0,NA,NA,256,51.6507136962979,-128.143425316136
Foggy Cove HIGH 2015 1,2015,Foggy Cove,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-06-14,PTM,PTM,NA,89,11,NA,NA,Foggy Cove HIGH 2015,100,0.5,0,NA,NA,NA,239,51.6509994989318,-128.143028541667
