"LA BAIE DEPARTURE (LA STATION BIOLOGIQUE DU PACIFIQUE):
TOUS LES JOURS LA TEMPÉRATURE ET SALINITÉ DE SURFACE DE LA MER",,,,
12/22/1953,22.9,6.2,49.2103,-123.9554
12/23/1953,21.5,5.9,49.2103,-123.9554
12/24/1953,26.1,6.9,49.2103,-123.9554
12/25/1953,26.7,7.8,49.2103,-123.9554
12/26/1953,28.3,8.6,49.2103,-123.9554
12/27/1953,27.1,7.5,49.2103,-123.9554
12/28/1953,27.4,7.6,49.2103,-123.9554
12/29/1953,26.5,7.2,49.2103,-123.9554
12/30/1953,24.6,6.7,49.2103,-123.9554
12/31/1953,25,6.7,49.2103,-123.9554
1/1/1954,25.3,6.1,49.2103,-123.9554
1/2/1954,23.6,6.4,49.2103,-123.9554
1/3/1954,20.7,6.1,49.2103,-123.9554
1/4/1954,27.4,7.8,49.2103,-123.9554
1/5/1954,20.1,6.3,49.2103,-123.9554
1/6/1954,27.1,7.8,49.2103,-123.9554
1/7/1954,26.2,7.4,49.2103,-123.9554
1/8/1954,24.8,6.9,49.2103,-123.9554
1/9/1954,20.1,6.1,49.2103,-123.9554
1/10/1954,24.7,6.7,49.2103,-123.9554
1/11/1954,25.1,6.1,49.2103,-123.9554
1/12/1954,25.6,6.2,49.2103,-123.9554
1/13/1954,21.9,5.7,49.2103,-123.9554
1/14/1954,23.6,6.1,49.2103,-123.9554
1/15/1954,25.6,6.2,49.2103,-123.9554
1/16/1954,27.5,6.4,49.2103,-123.9554
1/17/1954,27.2,5.6,49.2103,-123.9554
1/18/1954,27.5,6.4,49.2103,-123.9554
1/19/1954,26.2,4.2,49.2103,-123.9554
1/20/1954,26.7,4.8,49.2103,-123.9554
1/21/1954,27.2,5.6,49.2103,-123.9554
1/22/1954,27.6,6.1,49.2103,-123.9554
1/23/1954,27.7,6.1,49.2103,-123.9554
1/24/1954,27.9,6.2,49.2103,-123.9554
1/25/1954,28.1,6.3,49.2103,-123.9554
1/26/1954,28.3,6.4,49.2103,-123.9554
1/27/1954,27.8,6.4,49.2103,-123.9554
1/28/1954,28,5.8,49.2103,-123.9554
1/29/1954,28.5,6.4,49.2103,-123.9554
1/30/1954,26.4,6.1,49.2103,-123.9554
1/31/1954,26.5,6.4,49.2103,-123.9554
2/1/1954,27.3,6.1,49.2103,-123.9554
2/2/1954,26.7,5.7,49.2103,-123.9554
2/3/1954,26.4,5.9,49.2103,-123.9554
2/4/1954,27.3,5.8,49.2103,-123.9554
2/5/1954,26.3,5.6,49.2103,-123.9554
2/6/1954,24.3,5.6,49.2103,-123.9554
2/7/1954,25.3,5.8,49.2103,-123.9554
2/8/1954,26.6,5.8,49.2103,-123.9554
2/9/1954,27.7,6.3,49.2103,-123.9554
2/10/1954,27.8,5.8,49.2103,-123.9554
2/11/1954,27.3,5.4,49.2103,-123.9554
2/12/1954,24.7,4.3,49.2103,-123.9554
2/13/1954,22.4,5.8,49.2103,-123.9554
2/14/1954,21.1,4.2,49.2103,-123.9554
2/15/1954,19.3,5.8,49.2103,-123.9554
2/16/1954,20.8,6.3,49.2103,-123.9554
2/17/1954,22.6,6.7,49.2103,-123.9554
2/18/1954,19.2,6.2,49.2103,-123.9554
2/19/1954,22.8,6.7,49.2103,-123.9554
2/20/1954,26.3,7.2,49.2103,-123.9554
2/21/1954,21.5,6.7,49.2103,-123.9554
2/22/1954,23.6,7,49.2103,-123.9554
2/23/1954,17.9,6.8,49.2103,-123.9554
2/24/1954,27.6,7.5,49.2103,-123.9554
2/25/1954,22.9,6.3,49.2103,-123.9554
2/26/1954,27,6.2,49.2103,-123.9554
2/27/1954,24.7,6.4,49.2103,-123.9554
2/28/1954,27.3,7.1,49.2103,-123.9554
3/1/1954,27.6,6.9,49.2103,-123.9554
3/2/1954,27.4,6.6,49.2103,-123.9554
3/3/1954,27.5,7,49.2103,-123.9554
3/4/1954,27.1,6.9,49.2103,-123.9554
3/5/1954,27.2,7.4,49.2103,-123.9554
3/6/1954,26.4,6.4,49.2103,-123.9554
3/7/1954,26.7,6.4,49.2103,-123.9554
3/8/1954,25.6,6,49.2103,-123.9554
3/9/1954,24.6,6.9,49.2103,-123.9554
3/10/1954,28.4,7,49.2103,-123.9554
3/11/1954,28.3,6.8,49.2103,-123.9554
3/12/1954,26.6,6.2,49.2103,-123.9554
3/13/1954,26.8,6.7,49.2103,-123.9554
3/14/1954,28.2,7.4,49.2103,-123.9554
3/15/1954,27.8,6.1,49.2103,-123.9554
3/16/1954,27.4,7.2,49.2103,-123.9554
3/17/1954,26.9,6.9,49.2103,-123.9554
3/18/1954,27.4,7.7,49.2103,-123.9554
3/19/1954,27.8,7.5,49.2103,-123.9554
3/20/1954,27.4,7.7,49.2103,-123.9554
3/21/1954,27.4,7.8,49.2103,-123.9554
3/22/1954,27.4,7.9,49.2103,-123.9554
3/23/1954,27.4,7.2,49.2103,-123.9554
3/24/1954,27.5,7.1,49.2103,-123.9554
3/25/1954,27.5,7.2,49.2103,-123.9554
3/26/1954,27.6,6.9,49.2103,-123.9554
3/27/1954,27.9,6.9,49.2103,-123.9554
3/28/1954,27.5,7.5,49.2103,-123.9554
3/29/1954,27.8,7.1,49.2103,-123.9554
3/30/1954,27.7,7.4,49.2103,-123.9554
3/31/1954,27.7,7.5,49.2103,-123.9554
4/1/1954,28.2,7.7,49.2103,-123.9554
4/2/1954,27.8,7.2,49.2103,-123.9554
4/3/1954,26.4,7.1,49.2103,-123.9554
4/4/1954,26.2,7.5,49.2103,-123.9554
4/5/1954,24.1,7.2,49.2103,-123.9554
4/6/1954,28.6,7.3,49.2103,-123.9554
4/7/1954,24.3,5.7,49.2103,-123.9554
4/8/1954,26.3,7.3,49.2103,-123.9554
4/9/1954,28.2,7,49.2103,-123.9554
4/10/1954,28.3,7.9,49.2103,-123.9554
4/11/1954,28.1,8.1,49.2103,-123.9554
4/12/1954,28.5,8.3,49.2103,-123.9554
4/13/1954,29,8.7,49.2103,-123.9554
4/14/1954,28.6,8.9,49.2103,-123.9554
4/15/1954,27.4,9,49.2103,-123.9554
4/16/1954,28.5,8.3,49.2103,-123.9554
4/17/1954,28.4,7.8,49.2103,-123.9554
4/18/1954,28.2,8.6,49.2103,-123.9554
4/19/1954,28.3,9.3,49.2103,-123.9554
4/20/1954,26.9,9.9,49.2103,-123.9554
4/21/1954,27.6,9.2,49.2103,-123.9554
4/22/1954,27.1,9.2,49.2103,-123.9554
4/23/1954,28.3,8.6,49.2103,-123.9554
4/24/1954,28.5,8.9,49.2103,-123.9554
4/25/1954,28.3,9.1,49.2103,-123.9554
4/26/1954,28.4,9.5,49.2103,-123.9554
4/27/1954,28.4,9.3,49.2103,-123.9554
4/28/1954,28.5,9.4,49.2103,-123.9554
4/29/1954,28.4,9.4,49.2103,-123.9554
4/30/1954,28.6,9.7,49.2103,-123.9554
5/1/1954,28.3,10.2,49.2103,-123.9554
5/2/1954,28.6,10,49.2103,-123.9554
5/3/1954,28.6,10.3,49.2103,-123.9554
5/4/1954,28.4,10,49.2103,-123.9554
5/5/1954,28.9,8.8,49.2103,-123.9554
5/6/1954,28.8,9,49.2103,-123.9554
5/7/1954,28.9,9.4,49.2103,-123.9554
5/8/1954,28.6,10.1,49.2103,-123.9554
5/9/1954,26.7,10.4,49.2103,-123.9554
5/10/1954,27.9,12.3,49.2103,-123.9554
5/11/1954,28.1,11.7,49.2103,-123.9554
5/12/1954,24.8,11.2,49.2103,-123.9554
5/13/1954,26.7,11.6,49.2103,-123.9554
5/14/1954,28.6,11.9,49.2103,-123.9554
5/15/1954,28.5,11.9,49.2103,-123.9554
5/16/1954,28.4,10.3,49.2103,-123.9554
5/17/1954,26.4,14.2,49.2103,-123.9554
5/18/1954,27.8,14.2,49.2103,-123.9554
5/19/1954,26.4,13.3,49.2103,-123.9554
5/20/1954,27.6,13.9,49.2103,-123.9554
5/21/1954,28.4,12.5,49.2103,-123.9554
5/22/1954,27.4,12.8,49.2103,-123.9554
5/23/1954,27.4,13.9,49.2103,-123.9554
5/24/1954,26.7,13.9,49.2103,-123.9554
5/25/1954,27.4,13.6,49.2103,-123.9554
5/26/1954,25.7,13.6,49.2103,-123.9554
5/27/1954,25,14.7,49.2103,-123.9554
5/28/1954,25.9,14.7,49.2103,-123.9554
5/29/1954,26.3,14.4,49.2103,-123.9554
5/30/1954,25.9,13.9,49.2103,-123.9554
5/31/1954,25.7,14.3,49.2103,-123.9554
6/1/1954,28.3,12.4,49.2103,-123.9554
6/2/1954,28.6,10.9,49.2103,-123.9554
6/3/1954,28.5,11.8,49.2103,-123.9554
6/4/1954,26.6,11.4,49.2103,-123.9554
6/5/1954,25.7,12.2,49.2103,-123.9554
6/6/1954,21.4,12.8,49.2103,-123.9554
6/7/1954,24.4,12.1,49.2103,-123.9554
6/8/1954,24.5,12.7,49.2103,-123.9554
6/9/1954,24.6,14.3,49.2103,-123.9554
6/10/1954,22.1,14.7,49.2103,-123.9554
6/11/1954,24.3,14.4,49.2103,-123.9554
6/12/1954,26.1,13.3,49.2103,-123.9554
6/13/1954,27.4,12.8,49.2103,-123.9554
6/14/1954,26.7,13.1,49.2103,-123.9554
6/15/1954,28.2,12.6,49.2103,-123.9554
6/16/1954,26.7,12.7,49.2103,-123.9554
6/17/1954,13.6,14.1,49.2103,-123.9554
6/18/1954,18.6,12.8,49.2103,-123.9554
6/19/1954,21.6,12.8,49.2103,-123.9554
6/20/1954,25.8,11.7,49.2103,-123.9554
6/21/1954,21.8,12.8,49.2103,-123.9554
6/22/1954,20.7,13.4,49.2103,-123.9554
6/23/1954,16.4,14.3,49.2103,-123.9554
6/24/1954,16.7,15.2,49.2103,-123.9554
6/25/1954,17.2,16.4,49.2103,-123.9554
6/26/1954,17.5,16.3,49.2103,-123.9554
6/27/1954,21.1,16.8,49.2103,-123.9554
6/28/1954,20.4,16.7,49.2103,-123.9554
6/29/1954,22.6,16.8,49.2103,-123.9554
6/30/1954,19.1,16.4,49.2103,-123.9554
7/1/1954,18.7,16.1,49.2103,-123.9554
7/2/1954,18.3,15.7,49.2103,-123.9554
7/3/1954,21.6,14.4,49.2103,-123.9554
7/4/1954,21.5,15.2,49.2103,-123.9554
7/5/1954,18.7,15.1,49.2103,-123.9554
7/6/1954,17.6,16,49.2103,-123.9554
7/7/1954,18.9,16.3,49.2103,-123.9554
7/8/1954,16.1,16.2,49.2103,-123.9554
7/9/1954,16.8,16.6,49.2103,-123.9554
7/10/1954,18.8,16.3,49.2103,-123.9554
7/11/1954,25.4,13.9,49.2103,-123.9554
7/12/1954,17.2,15.3,49.2103,-123.9554
7/13/1954,12.4,17.5,49.2103,-123.9554
7/14/1954,13.8,17.7,49.2103,-123.9554
7/15/1954,16,17.1,49.2103,-123.9554
7/16/1954,17.8,16.4,49.2103,-123.9554
7/17/1954,20.8,15.7,49.2103,-123.9554
7/18/1954,25.9,13.3,49.2103,-123.9554
7/19/1954,25.6,13.6,49.2103,-123.9554
7/20/1954,22.2,14.9,49.2103,-123.9554
7/21/1954,19.2,14.9,49.2103,-123.9554
7/22/1954,15.2,16.9,49.2103,-123.9554
7/23/1954,17.3,16.4,49.2103,-123.9554
7/24/1954,18.2,18.4,49.2103,-123.9554
7/25/1954,18,20.2,49.2103,-123.9554
7/26/1954,19.9,17.3,49.2103,-123.9554
7/27/1954,23.4,16.7,49.2103,-123.9554
7/28/1954,23.4,17.3,49.2103,-123.9554
7/29/1954,19.4,18.2,49.2103,-123.9554
7/30/1954,18.9,18.7,49.2103,-123.9554
7/31/1954,20,18.3,49.2103,-123.9554
8/1/1954,20.7,18.3,49.2103,-123.9554
8/2/1954,21.3,18.6,49.2103,-123.9554
8/3/1954,22.4,17.6,49.2103,-123.9554
8/4/1954,22.7,16.8,49.2103,-123.9554
8/5/1954,23.5,17.1,49.2103,-123.9554
8/6/1954,22.7,17.7,49.2103,-123.9554
8/7/1954,21.8,19.1,49.2103,-123.9554
8/8/1954,23.1,17.8,49.2103,-123.9554
8/9/1954,24.6,16.6,49.2103,-123.9554
8/10/1954,23.1,17.3,49.2103,-123.9554
8/11/1954,16.1,17.9,49.2103,-123.9554
8/12/1954,14.5,18.9,49.2103,-123.9554
8/13/1954,15.7,19.1,49.2103,-123.9554
8/14/1954,19.8,19.1,49.2103,-123.9554
8/15/1954,22.4,17.9,49.2103,-123.9554
8/16/1954,24.5,15.2,49.2103,-123.9554
8/17/1954,23.9,16.1,49.2103,-123.9554
8/18/1954,24.4,15.2,49.2103,-123.9554
8/19/1954,26.3,13.5,49.2103,-123.9554
8/20/1954,20.8,16.2,49.2103,-123.9554
8/21/1954,23.3,16.3,49.2103,-123.9554
8/22/1954,22.8,15.5,49.2103,-123.9554
8/23/1954,16.7,17.2,49.2103,-123.9554
8/24/1954,18.9,16.5,49.2103,-123.9554
8/25/1954,18.4,15.9,49.2103,-123.9554
8/26/1954,18.7,16.4,49.2103,-123.9554
8/27/1954,20.6,16.4,49.2103,-123.9554
8/28/1954,17.4,18.8,49.2103,-123.9554
8/29/1954,18.4,16.8,49.2103,-123.9554
8/30/1954,20.8,16.5,49.2103,-123.9554
8/31/1954,24.2,14.9,49.2103,-123.9554
9/1/1954,24.7,14.9,49.2103,-123.9554
9/2/1954,21.1,16.1,49.2103,-123.9554
9/3/1954,22.7,16.1,49.2103,-123.9554
9/4/1954,23.5,15.8,49.2103,-123.9554
9/5/1954,24.3,15.6,49.2103,-123.9554
9/6/1954,25.1,15.3,49.2103,-123.9554
9/7/1954,25.9,15,49.2103,-123.9554
9/8/1954,26.2,14.7,49.2103,-123.9554
9/9/1954,26.8,15.3,49.2103,-123.9554
9/10/1954,26.6,15.2,49.2103,-123.9554
9/11/1954,26.5,15.1,49.2103,-123.9554
9/12/1954,26.3,15.1,49.2103,-123.9554
9/13/1954,26.1,15,49.2103,-123.9554
9/14/1954,26,14.9,49.2103,-123.9554
9/15/1954,21.7,15.4,49.2103,-123.9554
9/16/1954,22.1,14.4,49.2103,-123.9554
9/17/1954,23.6,14.9,49.2103,-123.9554
9/18/1954,23.3,14.6,49.2103,-123.9554
9/19/1954,23,14.4,49.2103,-123.9554
9/20/1954,22.8,14.1,49.2103,-123.9554
9/21/1954,26.1,14.2,49.2103,-123.9554
9/22/1954,26.3,15.4,49.2103,-123.9554
9/23/1954,23.5,14.7,49.2103,-123.9554
9/24/1954,25.6,15,49.2103,-123.9554
9/25/1954,20.9,15.2,49.2103,-123.9554
9/26/1954,23,15.4,49.2103,-123.9554
9/27/1954,21.8,15,49.2103,-123.9554
9/28/1954,22.2,14,49.2103,-123.9554
9/29/1954,22.8,13.3,49.2103,-123.9554
9/30/1954,25.4,12.9,49.2103,-123.9554
10/1/1954,25.5,12.7,49.2103,-123.9554
10/2/1954,25.8,12.8,49.2103,-123.9554
10/3/1954,25.9,12.7,49.2103,-123.9554
10/4/1954,26.5,11.4,49.2103,-123.9554
10/5/1954,27.5,11,49.2103,-123.9554
10/6/1954,27.1,11.4,49.2103,-123.9554
10/7/1954,26.4,11.6,49.2103,-123.9554
10/8/1954,26.8,11.3,49.2103,-123.9554
10/9/1954,27.1,11.3,49.2103,-123.9554
10/10/1954,27.2,11.3,49.2103,-123.9554
10/11/1954,28.6,10.1,49.2103,-123.9554
10/12/1954,25.9,11.2,49.2103,-123.9554
10/13/1954,24.2,10.9,49.2103,-123.9554
10/14/1954,24.8,10.9,49.2103,-123.9554
10/15/1954,27,10.4,49.2103,-123.9554
10/16/1954,26.1,11.2,49.2103,-123.9554
10/17/1954,26.6,11.1,49.2103,-123.9554
10/18/1954,26.4,10.8,49.2103,-123.9554
10/19/1954,27.3,10.7,49.2103,-123.9554
10/20/1954,27.5,10.2,49.2103,-123.9554
10/21/1954,28.3,10.1,49.2103,-123.9554
10/22/1954,27.4,10.3,49.2103,-123.9554
10/23/1954,24.6,10.3,49.2103,-123.9554
10/24/1954,23.8,10.2,49.2103,-123.9554
10/25/1954,23.9,10.1,49.2103,-123.9554
10/26/1954,24.3,10.3,49.2103,-123.9554
10/27/1954,24.9,10.4,49.2103,-123.9554
10/28/1954,24.6,10.2,49.2103,-123.9554
10/29/1954,24.9,10.3,49.2103,-123.9554
10/30/1954,24.8,9.8,49.2103,-123.9554
10/31/1954,25.1,10.2,49.2103,-123.9554
11/1/1954,25.1,10.4,49.2103,-123.9554
11/2/1954,25.4,10.1,49.2103,-123.9554
11/3/1954,25.2,10.2,49.2103,-123.9554
11/4/1954,26.2,10.1,49.2103,-123.9554
11/5/1954,27.6,10.3,49.2103,-123.9554
11/6/1954,28.3,9.8,49.2103,-123.9554
11/7/1954,27.8,9.2,49.2103,-123.9554
11/8/1954,27.2,9.2,49.2103,-123.9554
11/9/1954,26.6,9.2,49.2103,-123.9554
11/10/1954,26.6,9.4,49.2103,-123.9554
11/11/1954,27.4,9.6,49.2103,-123.9554
11/12/1954,26.2,9.4,49.2103,-123.9554
11/13/1954,22.9,9.4,49.2103,-123.9554
11/14/1954,22.9,9.4,49.2103,-123.9554
11/15/1954,24.7,9.4,49.2103,-123.9554
11/16/1954,25.4,9.4,49.2103,-123.9554
11/17/1954,23.9,8.9,49.2103,-123.9554
11/18/1954,24.4,9.3,49.2103,-123.9554
11/19/1954,14.1,9.2,49.2103,-123.9554
11/20/1954,19.1,9.1,49.2103,-123.9554
11/21/1954,24.5,9.4,49.2103,-123.9554
11/22/1954,22.9,9.6,49.2103,-123.9554
11/23/1954,22,9.3,49.2103,-123.9554
11/24/1954,19.3,9,49.2103,-123.9554
11/25/1954,23.3,9.2,49.2103,-123.9554
11/26/1954,24.3,8.6,49.2103,-123.9554
11/27/1954,24.9,8.5,49.2103,-123.9554
11/28/1954,23.6,7.8,49.2103,-123.9554
11/29/1954,24.5,8.1,49.2103,-123.9554
11/30/1954,24.6,8.1,49.2103,-123.9554
12/1/1954,25.1,7.3,49.2103,-123.9554
12/2/1954,22.4,6.4,49.2103,-123.9554
12/3/1954,21.4,5.7,49.2103,-123.9554
12/4/1954,24.8,6.3,49.2103,-123.9554
12/5/1954,19.2,8.4,49.2103,-123.9554
12/6/1954,25.9,8.4,49.2103,-123.9554
12/7/1954,27.4,8.2,49.2103,-123.9554
12/8/1954,24.3,7.6,49.2103,-123.9554
12/9/1954,27.6,8.6,49.2103,-123.9554
12/10/1954,26.8,7.7,49.2103,-123.9554
12/11/1954,25.6,7.8,49.2103,-123.9554
12/12/1954,24.2,7.7,49.2103,-123.9554
12/13/1954,24.9,7.3,49.2103,-123.9554
12/14/1954,23.9,7.8,49.2103,-123.9554
12/15/1954,25.4,7.6,49.2103,-123.9554
12/16/1954,25.8,7.5,49.2103,-123.9554
12/17/1954,24.5,7.1,49.2103,-123.9554
12/18/1954,25,6.7,49.2103,-123.9554
12/19/1954,24.9,6.8,49.2103,-123.9554
12/20/1954,23.7,6.8,49.2103,-123.9554
12/21/1954,26.4,8.3,49.2103,-123.9554
12/22/1954,27.7,8.3,49.2103,-123.9554
12/23/1954,24.9,7.6,49.2103,-123.9554
12/24/1954,24.3,7.3,49.2103,-123.9554
12/25/1954,26.1,7.6,49.2103,-123.9554
12/26/1954,25.7,6.7,49.2103,-123.9554
12/27/1954,24.2,5.7,49.2103,-123.9554
12/28/1954,24.2,6.4,49.2103,-123.9554
12/29/1954,24.7,8.1,49.2103,-123.9554
12/30/1954,25.2,7.1,49.2103,-123.9554
12/31/1954,25.4,6.4,49.2103,-123.9554
1/1/1955,27.3,7.6,49.2103,-123.9554
1/2/1955,26.7,7,49.2103,-123.9554
1/3/1955,23.7,5.8,49.2103,-123.9554
1/4/1955,23.9,5.8,49.2103,-123.9554
1/5/1955,26.5,7.2,49.2103,-123.9554
1/6/1955,26.4,7.1,49.2103,-123.9554
1/7/1955,25.8,7.1,49.2103,-123.9554
1/8/1955,24.5,6.9,49.2103,-123.9554
1/9/1955,27.3,7,49.2103,-123.9554
1/10/1955,26.1,7,49.2103,-123.9554
1/11/1955,27.2,6.2,49.2103,-123.9554
1/12/1955,26.4,6.5,49.2103,-123.9554
1/13/1955,27.3,6.9,49.2103,-123.9554
1/14/1955,27.4,6.9,49.2103,-123.9554
1/15/1955,24.7,6.7,49.2103,-123.9554
1/16/1955,24.1,6.2,49.2103,-123.9554
1/17/1955,26.2,6.9,49.2103,-123.9554
1/18/1955,25.2,6.7,49.2103,-123.9554
1/19/1955,25.7,6.2,49.2103,-123.9554
1/20/1955,26.4,6.6,49.2103,-123.9554
1/21/1955,26.3,6.4,49.2103,-123.9554
1/22/1955,23.9,5.6,49.2103,-123.9554
1/23/1955,27,7,49.2103,-123.9554
1/24/1955,24.7,6.6,49.2103,-123.9554
1/25/1955,26,6.7,49.2103,-123.9554
1/26/1955,25.6,6.6,49.2103,-123.9554
1/27/1955,27.1,6.7,49.2103,-123.9554
1/28/1955,27,6.4,49.2103,-123.9554
1/29/1955,25.4,6.3,49.2103,-123.9554
1/30/1955,26.7,7,49.2103,-123.9554
1/31/1955,25.1,6.9,49.2103,-123.9554
2/1/1955,27.9,7.6,49.2103,-123.9554
2/2/1955,27.6,6.9,49.2103,-123.9554
2/3/1955,26.5,6.4,49.2103,-123.9554
2/4/1955,24.4,6.7,49.2103,-123.9554
2/5/1955,27.7,7.6,49.2103,-123.9554
2/6/1955,26.7,7.2,49.2103,-123.9554
2/7/1955,28.3,7.6,49.2103,-123.9554
2/8/1955,28.3,6.7,49.2103,-123.9554
2/9/1955,28,6.7,49.2103,-123.9554
2/10/1955,27.9,5.9,49.2103,-123.9554
2/11/1955,25.8,5.2,49.2103,-123.9554
2/12/1955,24.7,5.3,49.2103,-123.9554
2/13/1955,27.4,6.9,49.2103,-123.9554
2/14/1955,25.6,6.7,49.2103,-123.9554
2/15/1955,28.4,7.4,49.2103,-123.9554
2/16/1955,27.6,6.9,49.2103,-123.9554
2/17/1955,27.9,6.9,49.2103,-123.9554
2/18/1955,27.9,6.9,49.2103,-123.9554
2/19/1955,27.2,6.4,49.2103,-123.9554
2/20/1955,26.5,6.6,49.2103,-123.9554
2/21/1955,27.3,6.8,49.2103,-123.9554
2/22/1955,28,6.8,49.2103,-123.9554
2/23/1955,28,6.8,49.2103,-123.9554
2/24/1955,27.8,6.5,49.2103,-123.9554
2/25/1955,28.2,6.7,49.2103,-123.9554
2/26/1955,27.8,6.5,49.2103,-123.9554
2/27/1955,28.2,6.6,49.2103,-123.9554
2/28/1955,27.6,5.8,49.2103,-123.9554
3/1/1955,27.9,5.9,49.2103,-123.9554
3/2/1955,28.6,6.7,49.2103,-123.9554
3/3/1955,28.6,6.7,49.2103,-123.9554
3/4/1955,28.4,5.6,49.2103,-123.9554
3/5/1955,28.4,6.2,49.2103,-123.9554
3/6/1955,28.3,6.2,49.2103,-123.9554
3/7/1955,27.1,5.8,49.2103,-123.9554
3/8/1955,28.5,7.2,49.2103,-123.9554
3/9/1955,28.5,7,49.2103,-123.9554
3/10/1955,28.5,6.5,49.2103,-123.9554
3/11/1955,28.6,6.3,49.2103,-123.9554
3/12/1955,28.1,6.2,49.2103,-123.9554
3/13/1955,27.8,6.3,49.2103,-123.9554
3/14/1955,28.7,6.6,49.2103,-123.9554
3/15/1955,28.9,6.6,49.2103,-123.9554
3/16/1955,28.7,6.7,49.2103,-123.9554
3/17/1955,28.8,7.1,49.2103,-123.9554
3/18/1955,28.9,7.4,49.2103,-123.9554
3/19/1955,28.9,7.4,49.2103,-123.9554
3/20/1955,28.9,7.2,49.2103,-123.9554
3/21/1955,28.9,6.9,49.2103,-123.9554
3/22/1955,29,7.1,49.2103,-123.9554
3/23/1955,29.1,7.2,49.2103,-123.9554
3/24/1955,28.7,6.9,49.2103,-123.9554
3/25/1955,27.8,5.5,49.2103,-123.9554
3/26/1955,28.7,6.7,49.2103,-123.9554
3/27/1955,28.7,7.2,49.2103,-123.9554
3/28/1955,28.8,7.6,49.2103,-123.9554
3/29/1955,27.9,7.4,49.2103,-123.9554
3/30/1955,26.9,7.5,49.2103,-123.9554
3/31/1955,27.6,7.3,49.2103,-123.9554
4/1/1955,28.9,8.1,49.2103,-123.9554
4/2/1955,25.4,8,49.2103,-123.9554
4/3/1955,28.9,8.8,49.2103,-123.9554
4/4/1955,28.5,9.3,49.2103,-123.9554
4/5/1955,28.1,10,49.2103,-123.9554
4/6/1955,27.7,9.4,49.2103,-123.9554
4/7/1955,27.9,8.7,49.2103,-123.9554
4/8/1955,26.2,8.3,49.2103,-123.9554
4/9/1955,24.7,7.8,49.2103,-123.9554
4/10/1955,28.9,7.1,49.2103,-123.9554
4/11/1955,26.4,7.7,49.2103,-123.9554
4/12/1955,27.6,7.6,49.2103,-123.9554
4/13/1955,26.9,7.8,49.2103,-123.9554
4/14/1955,29.3,7.4,49.2103,-123.9554
4/15/1955,25.9,7.6,49.2103,-123.9554
4/16/1955,25.6,9.2,49.2103,-123.9554
4/17/1955,29.2,9,49.2103,-123.9554
4/18/1955,29.9,9.7,49.2103,-123.9554
4/19/1955,27.3,9.9,49.2103,-123.9554
4/20/1955,27.7,9.5,49.2103,-123.9554
4/21/1955,27.6,9.5,49.2103,-123.9554
4/22/1955,28,8.4,49.2103,-123.9554
4/23/1955,29.4,8.7,49.2103,-123.9554
4/24/1955,29,8.2,49.2103,-123.9554
4/25/1955,29.2,8.5,49.2103,-123.9554
4/26/1955,28,8.5,49.2103,-123.9554
4/27/1955,28.3,8.6,49.2103,-123.9554
4/28/1955,28.1,8.6,49.2103,-123.9554
4/29/1955,28.5,9.7,49.2103,-123.9554
4/30/1955,28.3,9.9,49.2103,-123.9554
5/1/1955,28.9,9.7,49.2103,-123.9554
5/2/1955,28.1,10.3,49.2103,-123.9554
5/3/1955,28.3,11.7,49.2103,-123.9554
5/4/1955,28.4,12.2,49.2103,-123.9554
5/5/1955,28.8,10.8,49.2103,-123.9554
5/6/1955,28.8,10.6,49.2103,-123.9554
5/7/1955,28.5,11.3,49.2103,-123.9554
5/8/1955,28.8,11.3,49.2103,-123.9554
5/9/1955,28.6,10.8,49.2103,-123.9554
5/10/1955,28,10.7,49.2103,-123.9554
5/11/1955,28.6,10.6,49.2103,-123.9554
5/12/1955,28.8,10.2,49.2103,-123.9554
5/13/1955,28.9,9.8,49.2103,-123.9554
5/14/1955,28.7,10.5,49.2103,-123.9554
5/15/1955,28.6,12.2,49.2103,-123.9554
5/16/1955,28.3,12.3,49.2103,-123.9554
5/17/1955,26,12.3,49.2103,-123.9554
5/18/1955,25.9,12.2,49.2103,-123.9554
5/19/1955,29.4,10.1,49.2103,-123.9554
5/20/1955,27.8,11.8,49.2103,-123.9554
5/21/1955,27.5,11.5,49.2103,-123.9554
5/22/1955,24.4,12.6,49.2103,-123.9554
5/23/1955,27.1,11.2,49.2103,-123.9554
5/24/1955,27.5,11.7,49.2103,-123.9554
5/25/1955,26.4,12.5,49.2103,-123.9554
5/26/1955,27.2,11.8,49.2103,-123.9554
5/27/1955,28.6,10.6,49.2103,-123.9554
5/28/1955,27.6,10.9,49.2103,-123.9554
5/29/1955,28.7,10.3,49.2103,-123.9554
5/30/1955,27.1,11.4,49.2103,-123.9554
5/31/1955,26.2,12.2,49.2103,-123.9554
6/1/1955,25.3,12.9,49.2103,-123.9554
6/2/1955,24.4,12.9,49.2103,-123.9554
6/3/1955,24.7,13.1,49.2103,-123.9554
6/4/1955,27.1,14.1,49.2103,-123.9554
6/5/1955,27.1,13.1,49.2103,-123.9554
6/6/1955,28.1,13,49.2103,-123.9554
6/7/1955,25.6,15.5,49.2103,-123.9554
6/8/1955,18.1,15.2,49.2103,-123.9554
6/9/1955,17.6,16.4,49.2103,-123.9554
6/10/1955,20.5,16.8,49.2103,-123.9554
6/11/1955,24.8,14,49.2103,-123.9554
6/12/1955,25.6,14.6,49.2103,-123.9554
6/13/1955,26,15.5,49.2103,-123.9554
