UID,Taxon,Abundance
Foggy Cove LOW 2016 10,Neorhodomela larix,22
Foggy Cove LOW 2016 10,Odonthalia floccosa,0.5
Foggy Cove LOW 2016 10,Palmaria hecatensis,0.5
Foggy Cove LOW 2016 10,Petrocelis,0.5
Foggy Cove LOW 2016 10,Pleonosporium vancouverianum,0.5
Foggy Cove LOW 2016 10,Plocamium violaceum,6
Foggy Cove LOW 2016 10,Polyneura latissima,5
Foggy Cove LOW 2016 10,Polysiphonia sp.,0.5
Foggy Cove LOW 2016 10,Prionitis sternbergii,0.5
Foggy Cove LOW 2016 10,Ptilota tenuis,7
Foggy Cove LOW 2016 10,Ralfsioid,0.5
Foggy Cove LOW 2016 10,Schizymenia pacifica,0.5
Foggy Cove LOW 2016 10,Spirorbis,1
Foggy Cove LOW 2016 10,Ulva lactuca,1
Foggy Cove LOW 2016 2,Bossiella frondescens,2
Foggy Cove LOW 2016 2,Bossiella frondifera,1
Foggy Cove LOW 2016 2,Bossiella sp. (crust),0.5
Foggy Cove LOW 2016 2,Corallina vancouveriensis,3
Foggy Cove LOW 2016 2,Desmarestia ligulata,0.5
Foggy Cove LOW 2016 2,Egregia menziesii,64
Foggy Cove LOW 2016 2,Farlowia mollis,0.5
Foggy Cove LOW 2016 2,Hymenena sp.,3
Foggy Cove LOW 2016 2,Lithophyllum sp. 8,0.5
Foggy Cove LOW 2016 2,Lithothamnion phymatodeum,1
Foggy Cove LOW 2016 2,Mastocarpus agardhii,0.5
Foggy Cove LOW 2016 2,Melobesia sp.,1
Foggy Cove LOW 2016 2,Neogastroclonium subarticulatum,10
Foggy Cove LOW 2016 2,Osmundea spectabilis,2
Foggy Cove LOW 2016 2,Palmaria hecatensis,0.5
Foggy Cove LOW 2016 2,Phyllospadix scouleri,61
Foggy Cove LOW 2016 2,Polyneura latissima,1
Foggy Cove LOW 2016 2,Prionitis sternbergii,2
Foggy Cove LOW 2016 2,Ptilota tenuis,3
Foggy Cove LOW 2016 2,Ralfsioid,0.5
Foggy Cove LOW 2016 2,Ulva lactuca,3
Foggy Cove LOW 2016 3,bare rock,6
Foggy Cove LOW 2016 3,Bossiella frondifera,3
Foggy Cove LOW 2016 3,Ceramium pacificum,1
Foggy Cove LOW 2016 3,Chamberlainium tumidum,0.5
Foggy Cove LOW 2016 3,Corallina vancouveriensis,1
Foggy Cove LOW 2016 3,Egregia menziesii,1
Foggy Cove LOW 2016 3,Farlowia mollis,18
Foggy Cove LOW 2016 3,Halosaccion glandiforme,0.5
Foggy Cove LOW 2016 3,Hildenbrandia sp.,2
Foggy Cove LOW 2016 3,Hymenena sp.,2
Foggy Cove LOW 2016 3,Mazzaella splendens,1
Foggy Cove LOW 2016 3,Neogastroclonium subarticulatum,31
Foggy Cove LOW 2016 3,Neorhodomela larix,2
Foggy Cove LOW 2016 3,Osmundea spectabilis,0.5
Foggy Cove LOW 2016 3,Palmaria hecatensis,1
Foggy Cove LOW 2016 3,Petrocelis,2
Foggy Cove LOW 2016 3,Polyneura latissima,2
Foggy Cove LOW 2016 3,Prionitis sternbergii,1
Foggy Cove LOW 2016 3,Ptilota tenuis,4
Foggy Cove LOW 2016 4,bare rock,8
Foggy Cove LOW 2016 4,Bossiella frondescens,5
Foggy Cove LOW 2016 4,Bossiella frondifera,8
Foggy Cove LOW 2016 4,Callophyllis sp.,0.5
Foggy Cove LOW 2016 4,Ceramium pacificum,1
Foggy Cove LOW 2016 4,Corallina sp.1 frondescens,1
Foggy Cove LOW 2016 4,Corallina vancouveriensis,6
Foggy Cove LOW 2016 4,coralline crust,1
Foggy Cove LOW 2016 4,Crab,1
Foggy Cove LOW 2016 4,Dilsea californica,4
Foggy Cove LOW 2016 4,Egregia menziesii,46
Foggy Cove LOW 2016 4,Farlowia mollis,2
Foggy Cove LOW 2016 4,Halosaccion glandiforme,0.5
Foggy Cove LOW 2016 4,Hedophyllum nigripes,4
Foggy Cove LOW 2016 4,Herposiphonia plumula,1
Foggy Cove LOW 2016 4,Hymenena sp.,4
Foggy Cove LOW 2016 4,Limpet,1
Foggy Cove LOW 2016 4,Lithophyllum sp. 1,1
Foggy Cove LOW 2016 4,Lithothamnion phymatodeum,2
Foggy Cove LOW 2016 4,Mazzaella splendens,6
Foggy Cove LOW 2016 4,Neogastroclonium subarticulatum,4
Foggy Cove LOW 2016 4,Neorhodomela larix,30
Foggy Cove LOW 2016 4,Nereocystis luetkeana,2
Foggy Cove LOW 2016 4,Odonthalia floccosa,2
Foggy Cove LOW 2016 4,Osmundea spectabilis,1
Foggy Cove LOW 2016 4,Palmaria hecatensis,0.5
Foggy Cove LOW 2016 4,Pholidae,1
Foggy Cove LOW 2016 4,Phyllospadix scouleri,6
Foggy Cove LOW 2016 4,Plocamium violaceum,3
Foggy Cove LOW 2016 4,Polyneura latissima,3
Foggy Cove LOW 2016 4,Prionitis sternbergii,11
Foggy Cove LOW 2016 4,Pterocladiella caloglossoides,0.5
Foggy Cove LOW 2016 4,Ptilota tenuis,13
Foggy Cove LOW 2016 4,Spirorbis,0.5
Foggy Cove LOW 2016 4,Symphyocladiella dendroidea,2
Foggy Cove LOW 2016 4,Ulva lactuca,2
Foggy Cove LOW 2016 5,bare rock,9
Foggy Cove LOW 2016 5,Bossiella frondescens,1
Foggy Cove LOW 2016 5,Bossiella frondifera,1
Foggy Cove LOW 2016 5,Ceramium pacificum,1
Foggy Cove LOW 2016 5,Chamberlainium tumidum,1
Foggy Cove LOW 2016 5,Corallina vancouveriensis,3
Foggy Cove LOW 2016 5,coralline crust,2
Foggy Cove LOW 2016 5,Cryptosiphonia woodii,7
Foggy Cove LOW 2016 5,Dermasterias,2
Foggy Cove LOW 2016 5,Farlowia mollis,0.5
Foggy Cove LOW 2016 5,Limpet,1
Foggy Cove LOW 2016 5,Lithothamnion phymatodeum,1
Foggy Cove LOW 2016 5,Microcladia borealis,3
Foggy Cove LOW 2016 5,Mopalia sp.,2
Foggy Cove LOW 2016 5,Neogastroclonium subarticulatum,9
Foggy Cove LOW 2016 5,Neorhodomela larix,22
Foggy Cove LOW 2016 5,Petrocelis,0.5
Foggy Cove LOW 2016 5,Phyllospadix scouleri,7
Foggy Cove LOW 2016 5,Polyneura latissima,12
Foggy Cove LOW 2016 5,Prionitis sternbergii,0.5
Foggy Cove LOW 2016 5,Ptilota tenuis,18
Foggy Cove LOW 2016 5,Ralfsioid,5
Foggy Cove LOW 2016 5,Tokidadendron bullatum,0.5
Foggy Cove LOW 2016 6,bare rock,9
Foggy Cove LOW 2016 6,Bossiella frondescens,12
Foggy Cove LOW 2016 6,Bossiella frondifera,3
Foggy Cove LOW 2016 6,Ceramium pacificum,1
Foggy Cove LOW 2016 6,Chamberlainium tumidum,1
Foggy Cove LOW 2016 6,Chiharaea silvae,0.5
Foggy Cove LOW 2016 6,Corallina sp.1 frondescens,3
Foggy Cove LOW 2016 6,Corallina vancouveriensis,5
Foggy Cove LOW 2016 6,Egregia menziesii,45
Foggy Cove LOW 2016 6,Fucus distichus,13
Foggy Cove LOW 2016 6,Hildenbrandia sp.,1.5
Foggy Cove LOW 2016 6,Hymenena sp.,1
Foggy Cove LOW 2016 6,Lithophyllum impressum,1
Foggy Cove LOW 2016 6,Lithothamnion phymatodeum,2
Foggy Cove LOW 2016 6,Mastocarpus alaskensis,1
Foggy Cove LOW 2016 6,Mazzaella splendens,17
Foggy Cove LOW 2016 6,Microcladia borealis,1
Foggy Cove LOW 2016 6,Neogastroclonium subarticulatum,10
Foggy Cove LOW 2016 6,Neopolyporolithon reclinatum,1
Foggy Cove LOW 2016 6,Neorhodomela larix,3
Foggy Cove LOW 2016 6,Osmundea spectabilis,2
Foggy Cove LOW 2016 6,Petrocelis,1
Foggy Cove LOW 2016 6,Plocamium violaceum,4
Foggy Cove LOW 2016 6,Polyneura latissima,10
Foggy Cove LOW 2016 6,Polysiphonia pacifica,4
Foggy Cove LOW 2016 6,Prionitis sternbergii,6
Foggy Cove LOW 2016 6,Ptilota tenuis,10
Foggy Cove LOW 2016 6,Schizymenia pacifica,2
Foggy Cove LOW 2016 7,Alaria marginata,30
Foggy Cove LOW 2016 7,bare rock,4
Foggy Cove LOW 2016 7,Bossiella frondescens,0.5
Foggy Cove LOW 2016 7,Bossiella frondifera,1
Foggy Cove LOW 2016 7,Ceramium pacificum,1
Foggy Cove LOW 2016 7,Chamberlainium tumidum,5
Foggy Cove LOW 2016 7,Corallina vancouveriensis,9
Foggy Cove LOW 2016 7,Cryptosiphonia woodii,7
Foggy Cove LOW 2016 7,Egregia menziesii,10
Foggy Cove LOW 2016 7,Fucus distichus,3
Foggy Cove LOW 2016 7,Halosaccion glandiforme,0.5
Foggy Cove LOW 2016 7,Hildenbrandia sp.,2
Foggy Cove LOW 2016 7,Hymenena sp.,49
Foggy Cove LOW 2016 7,Lithophyllum sp. 8,0.5
Foggy Cove LOW 2016 7,Lomentaria hakodatensis,0.5
Foggy Cove LOW 2016 7,Mastocarpus agardhii,2
Foggy Cove LOW 2016 7,Mastocarpus intermedius,0.5
Foggy Cove LOW 2016 7,Mazzaella oregona,1
Foggy Cove LOW 2016 7,Microcladia borealis,4
Foggy Cove LOW 2016 7,Neogastroclonium subarticulatum,0.5
Foggy Cove LOW 2016 7,Neopolyporolithon reclinatum,0.5
Foggy Cove LOW 2016 7,Neorhodomela larix,0.5
Foggy Cove LOW 2016 7,Petrocelis,1
Foggy Cove LOW 2016 7,Plocamium violaceum,11
Foggy Cove LOW 2016 7,Ptilota tenuis,2
Foggy Cove LOW 2016 8,Acrosiphonia coalita,0.5
Foggy Cove LOW 2016 8,Alaria marginata,7
Foggy Cove LOW 2016 8,bare rock,4
Foggy Cove LOW 2016 8,Bossiella frondifera,1
Foggy Cove LOW 2016 8,Callithamnion pikeanum,1
Foggy Cove LOW 2016 8,Ceramium pacificum,0.5
Foggy Cove LOW 2016 8,Chamberlainium tumidum,3
Foggy Cove LOW 2016 8,Codium fragile,1
Foggy Cove LOW 2016 8,Corallina vancouveriensis,4
Foggy Cove LOW 2016 8,Cryptosiphonia woodii,4
Foggy Cove LOW 2016 8,Egregia menziesii,42
Foggy Cove LOW 2016 8,Fucus distichus,15
Foggy Cove LOW 2016 8,Halosaccion glandiforme,0.5
Foggy Cove LOW 2016 8,Hildenbrandia sp.,5.5
Foggy Cove LOW 2016 8,Hymenena sp.,21
Foggy Cove LOW 2016 8,Mastocarpus agardhii,1
Foggy Cove LOW 2016 8,Mastocarpus latissimus,0.5
Foggy Cove LOW 2016 8,Mazzaella oregona,1
Foggy Cove LOW 2016 8,Mazzaella splendens,1
Foggy Cove LOW 2016 8,Neogastroclonium subarticulatum,4
Foggy Cove LOW 2016 8,Odonthalia floccosa,3
Foggy Cove LOW 2016 8,Osmundea spectabilis,0.5
Foggy Cove LOW 2016 8,Palmaria mollis,0.5
Foggy Cove LOW 2016 8,Plocamium violaceum,12
Foggy Cove LOW 2016 8,Polyneura latissima,2
Foggy Cove LOW 2016 8,Ptilota tenuis,1.5
Foggy Cove LOW 2016 8,Symphyocladiella dendroidea,0.5
Foggy Cove LOW 2016 8,Ulva lactuca,4
Foggy Cove LOW 2016 9,bare rock,8
Foggy Cove LOW 2016 9,Barnacle,0.5
Foggy Cove LOW 2016 9,Bossiella frondescens,2
Foggy Cove LOW 2016 9,Bossiella frondifera,0.5
Foggy Cove LOW 2016 9,Ceramium pacificum,1
Foggy Cove LOW 2016 9,Chamberlainium tumidum,1
Foggy Cove LOW 2016 9,Chlorostoma sp.,1
Foggy Cove LOW 2016 9,Corallina vancouveriensis,3
Foggy Cove LOW 2016 9,coralline crust,2
Foggy Cove LOW 2016 9,Cryptosiphonia woodii,7
Foggy Cove LOW 2016 9,Egregia menziesii,9
Foggy Cove LOW 2016 9,Fucus distichus,0.5
Foggy Cove LOW 2016 9,Hildenbrandia sp.,0.5
Foggy Cove LOW 2016 9,Lithophyllum sp. 8,0.5
Foggy Cove LOW 2016 9,Lithothamnion phymatodeum,0.5
Foggy Cove LOW 2016 9,Mastocarpus agardhii,2
Foggy Cove LOW 2016 9,Mazzaella splendens,1
Foggy Cove LOW 2016 9,Neogastroclonium subarticulatum,0.5
Foggy Cove LOW 2016 9,Neorhodomela larix,7
Foggy Cove LOW 2016 9,Nudipleura,1
Foggy Cove LOW 2016 9,Onchidella sp.,1
Foggy Cove LOW 2016 9,Palmaria mollis,0.5
Foggy Cove LOW 2016 9,Petrocelis,0.5
Foggy Cove LOW 2016 9,Plocamium violaceum,4
Foggy Cove LOW 2016 9,Polyneura latissima,48
Foggy Cove LOW 2016 9,Ptilota tenuis,14
Foggy Cove LOW 2016 9,Spirorbis,0.5
Foggy Cove LOW 2017 1,bare rock,1
Foggy Cove LOW 2017 1,Bossiella frondescens,2
Foggy Cove LOW 2017 1,Bossiella frondifera,11
Foggy Cove LOW 2017 1,Bossiella hakaiensis,0.5
Foggy Cove LOW 2017 1,Callophyllis sp.,0.5
Foggy Cove LOW 2017 1,Ceramium pacificum,1
Foggy Cove LOW 2017 1,Corallina officinalis,0.5
Foggy Cove LOW 2017 1,coralline crust,0.5
Foggy Cove LOW 2017 1,Costaria costata,15
Foggy Cove LOW 2017 1,Egregia menziesii,15
Foggy Cove LOW 2017 1,Elachista fucicola,0.5
Foggy Cove LOW 2017 1,Hedophyllum nigripes,0.5
Foggy Cove LOW 2017 1,Hildenbrandia rubra,1
Foggy Cove LOW 2017 1,Lithothamnion phymatodeum,4
Foggy Cove LOW 2017 1,Mastocarpus agardhii,1
Foggy Cove LOW 2017 1,Mazzaella oregona,12
Foggy Cove LOW 2017 1,Neogastroclonium subarticulatum,35
Foggy Cove LOW 2017 1,Neorhodomela larix,2
Foggy Cove LOW 2017 1,Nereocystis luetkeana,1
Foggy Cove LOW 2017 1,Osmundea spectabilis,3
Foggy Cove LOW 2017 1,Phyllospadix scouleri,10
Foggy Cove LOW 2017 1,Plocamium violaceum,0.5
Foggy Cove LOW 2017 1,Prionitis sternbergii,5
Foggy Cove LOW 2017 1,Ptilota filicina,0.5
Foggy Cove LOW 2017 10,Acrosiphonia coalita,16
Foggy Cove LOW 2017 10,Alaria marginata,18
Foggy Cove LOW 2017 10,bare rock,29
Foggy Cove LOW 2017 10,Chamberlainium tumidum,6
Foggy Cove LOW 2017 10,Colpomenia bullosa,4
Foggy Cove LOW 2017 10,Corallina arbuscula,3
Foggy Cove LOW 2017 10,Corallina vancouveriensis,1
Foggy Cove LOW 2017 10,Cryptosiphonia woodii,2
Foggy Cove LOW 2017 10,Fucus distichus,5
Foggy Cove LOW 2017 10,Halosaccion glandiforme,1
Foggy Cove LOW 2017 10,Hedophyllum nigripes,0.5
Foggy Cove LOW 2017 10,Leathesia marina,5
Foggy Cove LOW 2017 10,Mastocarpus latissimus,0.5
Foggy Cove LOW 2017 10,Microcladia borealis,1
Foggy Cove LOW 2017 10,Neorhodomela larix,10
Foggy Cove LOW 2017 10,Petrocelis,1
Foggy Cove LOW 2017 10,Plocamium violaceum,0.5
Foggy Cove LOW 2017 10,Polyneura latissima,3
Foggy Cove LOW 2017 10,Ptilota filicina,5
Foggy Cove LOW 2017 10,Ulva lactuca,1
Foggy Cove LOW 2017 2,Alaria marginata,3
Foggy Cove LOW 2017 2,bare rock,5
Foggy Cove LOW 2017 2,Bossiella frondescens,4
Foggy Cove LOW 2017 2,Bossiella frondifera,38
Foggy Cove LOW 2017 2,Corallina vancouveriensis,0.5
Foggy Cove LOW 2017 2,coralline crust,10
Foggy Cove LOW 2017 2,Costaria costata,0.5
Foggy Cove LOW 2017 2,Cryptosiphonia woodii,1
Foggy Cove LOW 2017 2,Cumathamnion decipiens,1
Foggy Cove LOW 2017 2,Desmarestia ligulata,3
Foggy Cove LOW 2017 2,Egregia menziesii,72
Foggy Cove LOW 2017 2,Fucus distichus,3
Foggy Cove LOW 2017 2,Halosaccion glandiforme,0.5
Foggy Cove LOW 2017 2,Hildenbrandia rubra,2
Foggy Cove LOW 2017 2,Limpet,1
Foggy Cove LOW 2017 2,Mastocarpus latissimus,1
Foggy Cove LOW 2017 2,Mazzaella oregona,1
Foggy Cove LOW 2017 2,Mazzaella splendens,8
Foggy Cove LOW 2017 2,Neogastroclonium subarticulatum,3
Foggy Cove LOW 2017 2,Neopolyporolithon reclinatum,0.5
Foggy Cove LOW 2017 2,Odonthalia floccosa,1
Foggy Cove LOW 2017 2,Osmundea spectabilis,0.5
Foggy Cove LOW 2017 2,Petrocelis,0.5
Foggy Cove LOW 2017 2,Phyllospadix scouleri,0.5
Foggy Cove LOW 2017 2,Polyneura latissima,34
Foggy Cove LOW 2017 2,Prionitis sternbergii,0.5
Foggy Cove LOW 2017 2,Ptilota filicina,6
Foggy Cove LOW 2017 2,Pyropia perforata,0.5
Foggy Cove LOW 2017 2,Ralfsioid,0.5
Foggy Cove LOW 2017 2,Scytosiphon lomentaria,0.5
Foggy Cove LOW 2017 2,Ulva lactuca,0.5
Foggy Cove LOW 2017 3,Alaria marginata,1
Foggy Cove LOW 2017 3,bare rock,5
Foggy Cove LOW 2017 3,Bossiella frondescens,6
Foggy Cove LOW 2017 3,Bossiella frondifera,7
Foggy Cove LOW 2017 3,Bossiella hakaiensis,3.5
Foggy Cove LOW 2017 3,Corallina arbuscula,0.5
Foggy Cove LOW 2017 3,Corallina vancouveriensis,3
Foggy Cove LOW 2017 3,Egregia menziesii,93
Foggy Cove LOW 2017 3,Farlowia mollis,0.5
Foggy Cove LOW 2017 3,Fucus distichus,0.5
Foggy Cove LOW 2017 3,Lithothamnion phymatodeum,1.5
Foggy Cove LOW 2017 3,Mazzaella oregona,2
Foggy Cove LOW 2017 3,Mazzaella splendens,1
Foggy Cove LOW 2017 3,Neogastroclonium subarticulatum,16
Foggy Cove LOW 2017 3,Neorhodomela larix,7
Foggy Cove LOW 2017 3,Odonthalia floccosa,2
Foggy Cove LOW 2017 3,Osmundea spectabilis,6
Foggy Cove LOW 2017 3,Phyllospadix scouleri,5
Foggy Cove LOW 2017 3,Polyneura latissima,6
Foggy Cove LOW 2017 3,Prionitis sternbergii,7
Foggy Cove LOW 2017 3,Ptilota filicina,6
Foggy Cove LOW 2017 4,Acrosiphonia coalita,8
Foggy Cove LOW 2017 4,Alaria marginata,44
Foggy Cove LOW 2017 4,bare rock,15
Foggy Cove LOW 2017 4,Bossiella frondescens,25
Foggy Cove LOW 2017 4,Bossiella frondifera,5
Foggy Cove LOW 2017 4,Callophyllis sp.,1
Foggy Cove LOW 2017 4,Ceramium pacificum,1
Foggy Cove LOW 2017 4,Codium fragile,4
Foggy Cove LOW 2017 4,Colpomenia bullosa,0.5
Foggy Cove LOW 2017 4,Corallina vancouveriensis,0.5
Foggy Cove LOW 2017 4,coralline crust,0.5
Foggy Cove LOW 2017 4,Costaria costata,2
Foggy Cove LOW 2017 4,Cryptosiphonia woodii,25
Foggy Cove LOW 2017 4,Egregia menziesii,60
Foggy Cove LOW 2017 4,Farlowia mollis,0.5
Foggy Cove LOW 2017 4,Fucus distichus,3
Foggy Cove LOW 2017 4,Halosaccion glandiforme,2
Foggy Cove LOW 2017 4,Hedophyllum nigripes,6
Foggy Cove LOW 2017 4,Hildenbrandia rubra,1
Foggy Cove LOW 2017 4,Leathesia marina,1
Foggy Cove LOW 2017 4,Mazzaella oregona,3
Foggy Cove LOW 2017 4,Odonthalia floccosa,0.5
Foggy Cove LOW 2017 4,Palmaria hecatensis,3
Foggy Cove LOW 2017 4,Petrocelis,1
Foggy Cove LOW 2017 4,Phyllospadix scouleri,0.5
Foggy Cove LOW 2017 4,Polyneura latissima,10
Foggy Cove LOW 2017 4,Prionitis sternbergii,1
Foggy Cove LOW 2017 4,Ptilota filicina,2
Foggy Cove LOW 2017 4,Savoiea robusta,0.5
Foggy Cove LOW 2017 4,Snail,4
Foggy Cove LOW 2017 4,Ulva lactuca,0.5
Foggy Cove LOW 2017 5,Acrosiphonia coalita,6
Foggy Cove LOW 2017 5,Alaria marginata,9
Foggy Cove LOW 2017 5,bare rock,8
Foggy Cove LOW 2017 5,Bossiella frondescens,0.5
Foggy Cove LOW 2017 5,Bossiella frondifera,3
Foggy Cove LOW 2017 5,Bossiella sp. (crust),1
Foggy Cove LOW 2017 5,Callithamnion pikeanum,1
Foggy Cove LOW 2017 5,Ceramium pacificum,2
Foggy Cove LOW 2017 5,Chamberlainium tumidum,1
Foggy Cove LOW 2017 5,Codium fragile,1
Foggy Cove LOW 2017 5,Corallina arbuscula,0.5
Foggy Cove LOW 2017 5,Corallina vancouveriensis,1
Foggy Cove LOW 2017 5,Cryptosiphonia woodii,0.5
Foggy Cove LOW 2017 5,Egregia menziesii,0.5
Foggy Cove LOW 2017 5,Halosaccion glandiforme,2
Foggy Cove LOW 2017 5,Hildenbrandia rubra,1
Foggy Cove LOW 2017 5,Lithophyllum sp. 8,0.5
Foggy Cove LOW 2017 5,Mazzaella splendens,2
Foggy Cove LOW 2017 5,Neogastroclonium subarticulatum,6
Foggy Cove LOW 2017 5,Neorhodomela larix,23
Foggy Cove LOW 2017 5,Palmaria hecatensis,1
Foggy Cove LOW 2017 5,Petrocelis,1.5
Foggy Cove LOW 2017 5,Phyllospadix scouleri,6
Foggy Cove LOW 2017 5,Polysiphonia hendryi var. hendryi,0.5
Foggy Cove LOW 2017 5,Prionitis sternbergii,3
Foggy Cove LOW 2017 5,Ptilota filicina,4
Foggy Cove LOW 2017 5,Ulva lactuca,1
Foggy Cove LOW 2017 5,Ulva linza,2
Foggy Cove LOW 2017 6,Acrosiphonia coalita,0.5
Foggy Cove LOW 2017 6,Alaria marginata,54
Foggy Cove LOW 2017 6,bare rock,0.5
Foggy Cove LOW 2017 6,Bossiella frondescens,1
Foggy Cove LOW 2017 6,Bossiella frondifera,0.5
Foggy Cove LOW 2017 6,Callithamnion pikeanum,0.5
Foggy Cove LOW 2017 6,Chamberlainium tumidum,6
Foggy Cove LOW 2017 6,coralline crust,0.5
Foggy Cove LOW 2017 6,Cryptosiphonia woodii,6
Foggy Cove LOW 2017 6,Endocladia muricata,1
Foggy Cove LOW 2017 6,Fucus distichus,10
Foggy Cove LOW 2017 6,Halosaccion glandiforme,0.5
Foggy Cove LOW 2017 6,Hildenbrandia occidentalis,6
Foggy Cove LOW 2017 6,Hildenbrandia rubra,1
Foggy Cove LOW 2017 6,Leathesia marina,0.5
Foggy Cove LOW 2017 6,Mastocarpus latissimus,1
Foggy Cove LOW 2017 6,Mazzaella oregona,1
Foggy Cove LOW 2017 6,Neogastroclonium subarticulatum,1
Foggy Cove LOW 2017 6,Savoiea robusta,0.5
Foggy Cove LOW 2017 6,Ulva lactuca,1
Foggy Cove LOW 2017 7,Acrosiphonia arcta,0.5
Foggy Cove LOW 2017 7,Acrosiphonia coalita,8
Foggy Cove LOW 2017 7,Alaria marginata,60
Foggy Cove LOW 2017 7,bare rock,20
Foggy Cove LOW 2017 7,Bossiella frondescens,10
Foggy Cove LOW 2017 7,Bossiella frondifera,8
Foggy Cove LOW 2017 7,Colpomenia bullosa,2
Foggy Cove LOW 2017 7,Corallina vancouveriensis,10
Foggy Cove LOW 2017 7,Crab,1
Foggy Cove LOW 2017 7,Dilsea californica,1
Foggy Cove LOW 2017 7,Egregia menziesii,22
Foggy Cove LOW 2017 7,Farlowia mollis,1
Foggy Cove LOW 2017 7,Fucus distichus,0.5
Foggy Cove LOW 2017 7,Halosaccion glandiforme,1
Foggy Cove LOW 2017 7,Leathesia marina,10
Foggy Cove LOW 2017 7,Mazzaella oregona,0.5
Foggy Cove LOW 2017 7,Neogastroclonium subarticulatum,2
Foggy Cove LOW 2017 7,Odonthalia floccosa,1
Foggy Cove LOW 2017 7,Petrocelis,2
Foggy Cove LOW 2017 7,Polyneura latissima,22
Foggy Cove LOW 2017 7,Prionitis sternbergii,1
Foggy Cove LOW 2017 7,Ptilota filicina,3
Foggy Cove LOW 2017 7,Ralfsioid,0.5
Foggy Cove LOW 2017 7,Schizymenia pacifica,1
Foggy Cove LOW 2017 7,Tonicella sp.,1
Foggy Cove LOW 2017 7,Ulva lactuca,0.5
Foggy Cove LOW 2017 8,Acrosiphonia coalita,0.5
Foggy Cove LOW 2017 8,Alaria marginata,3
Foggy Cove LOW 2017 8,bare rock,8
Foggy Cove LOW 2017 8,Bossiella frondescens,1
Foggy Cove LOW 2017 8,Bossiella frondifera,0.5
Foggy Cove LOW 2017 8,Ceramium pacificum,0.5
Foggy Cove LOW 2017 8,Chamberlainium tumidum,0.5
Foggy Cove LOW 2017 8,Codium fragile,1
Foggy Cove LOW 2017 8,Cryptosiphonia woodii,9
Foggy Cove LOW 2017 8,Endocladia muricata,4
Foggy Cove LOW 2017 8,Fucus distichus,36
Foggy Cove LOW 2017 8,Halosaccion glandiforme,1
Foggy Cove LOW 2017 8,Leathesia marina,0.5
Foggy Cove LOW 2017 8,Mastocarpus intermedius,0.5
Foggy Cove LOW 2017 8,Neogastroclonium subarticulatum,2
Foggy Cove LOW 2017 8,Neorhodomela larix,10
Foggy Cove LOW 2017 8,Petrocelis,20
Foggy Cove LOW 2017 8,Plocamium violaceum,1
Foggy Cove LOW 2017 8,Polyneura latissima,1
Foggy Cove LOW 2017 8,Ptilota filicina,0.5
Foggy Cove LOW 2017 8,Ulva lactuca,0.5
Foggy Cove LOW 2017 9,Acrosiphonia coalita,3
Foggy Cove LOW 2017 9,Alaria marginata,18
Foggy Cove LOW 2017 9,bare rock,6
Foggy Cove LOW 2017 9,Bossiella frondescens,2
Foggy Cove LOW 2017 9,Bossiella frondifera,1
Foggy Cove LOW 2017 9,Chamberlainium tumidum,8
Foggy Cove LOW 2017 9,Corallina vancouveriensis,3
Foggy Cove LOW 2017 9,coralline crust,0.5
Foggy Cove LOW 2017 9,Cryptosiphonia woodii,2
Foggy Cove LOW 2017 9,Cumathamnion decipiens,0.5
Foggy Cove LOW 2017 9,Elachista fucicola,1
Foggy Cove LOW 2017 9,Fucus distichus,24
Foggy Cove LOW 2017 9,Halosaccion glandiforme,2
Foggy Cove LOW 2017 9,Hedophyllum nigripes,0.5
Foggy Cove LOW 2017 9,Hildenbrandia occidentalis,1
Foggy Cove LOW 2017 9,Hildenbrandia rubra,1
Foggy Cove LOW 2017 9,Leathesia marina,3
Foggy Cove LOW 2017 9,Mastocarpus latissimus,2
Foggy Cove LOW 2017 9,Mazzaella oregona,2
Foggy Cove LOW 2017 9,Neogastroclonium subarticulatum,4
Foggy Cove LOW 2017 9,Neorhodomela larix,1
Foggy Cove LOW 2017 9,Odonthalia floccosa,0.5
Foggy Cove LOW 2017 9,Petrocelis,3
Foggy Cove LOW 2017 9,Plocamium violaceum,0.5
Foggy Cove LOW 2017 9,Polyneura latissima,14
Foggy Cove LOW 2017 9,Polysiphonia pacifica,0.5
Foggy Cove LOW 2017 9,Ptilota sp.,3
Foggy Cove LOW 2017 9,Pyropia fucicola,1
Foggy Cove LOW 2017 9,Scytosiphon lomentaria,0.5
Foggy Cove LOW 2017 9,Ulva lactuca,3
Foggy Cove LOW 2018 1,Acrosiphonia arcta,0.5
Foggy Cove LOW 2018 1,Alaria marginata,10
Foggy Cove LOW 2018 1,Analipus japonicus,1
Foggy Cove LOW 2018 1,bare rock,18
Foggy Cove LOW 2018 1,Bossiella frondescens,5
Foggy Cove LOW 2018 1,Ceramium pacificum,1
Foggy Cove LOW 2018 1,Chamberlainium tumidum,7
Foggy Cove LOW 2018 1,Corallina arbuscula,0.5
Foggy Cove LOW 2018 1,Corallina vancouveriensis,19.5
Foggy Cove LOW 2018 1,coralline crust,2
Foggy Cove LOW 2018 1,Cryptosiphonia woodii,3
Foggy Cove LOW 2018 1,Elachista fucicola,4
Foggy Cove LOW 2018 1,Fucus distichus,51
Foggy Cove LOW 2018 1,Halosaccion glandiforme,2.5
