Date,Quadrat,Meter.point,Sampler,Recorder,Bedrock,Boulder,Cobble,Sand.Gravel.Pebble,Water,SiteHeightYear,SUBSTRATE.ROCK,SUBSTRATE.SAND,WATER,Pebble,SAND.SCOUR,SUBSTRATE.Clam.shell,Site,Zone,Year,UID,Shore_height_cm,Lat,Long,Taxon,Abundance,taxon_revised,taxon_lumped,taxon_lumped2,taxon_lumped3,non.alga.flag,motile_sessile,Notes,kelp_fucoid_turf,littler_groups,new_cat,new_cat_simple1,new_cat_simple2,new_cat_simple3
2013-05-26,6,14,PTM,PTM,NA,NA,NA,NA,NA,Fifth Beach MID 2013,100,0,3,NA,NA,NA,Fifth Beach,MID,2013,Fifth Beach MID 2013 6,224,51.6407706665025,-128.156785936919,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,7,17,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach MID 2013,100,0.5,5,NA,NA,NA,Fifth Beach,MID,2013,Fifth Beach MID 2013 7,210,51.6407610484416,-128.156826439328,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,8,18,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach MID 2013,100,2,0.5,NA,NA,NA,Fifth Beach,MID,2013,Fifth Beach MID 2013 8,225,51.640757845415,-128.156839940072,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,9,19,KH,SS,NA,NA,NA,NA,NA,Fifth Beach MID 2013,100,5,6,NA,NA,NA,Fifth Beach,MID,2013,Fifth Beach MID 2013 9,231,51.640754633386,-128.156853439535,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,10,26,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach MID 2013,100,0,0.5,NA,NA,NA,Fifth Beach,MID,2013,Fifth Beach MID 2013 10,259,51.6407310507514,-128.1569527511,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,1,1,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach LOW 2013,100,100,0,NA,NA,NA,Fifth Beach,LOW,2013,Fifth Beach LOW 2013 1,166,51.6408522382712,-128.156659301138,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,2,4,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach LOW 2013,100,99,0,NA,NA,NA,Fifth Beach,LOW,2013,Fifth Beach LOW 2013 2,134,51.6408408582381,-128.156698602173,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,3,5,SS,KH,NA,NA,NA,NA,NA,Fifth Beach LOW 2013,95,95,2,NA,NA,NA,Fifth Beach,LOW,2013,Fifth Beach LOW 2013 3,138,51.640837058904,-128.156711703587,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,4,7,SS,KH,NA,NA,NA,NA,NA,Fifth Beach LOW 2013,60,70,0,NA,NA,NA,Fifth Beach,LOW,2013,Fifth Beach LOW 2013 4,166,51.6408294692012,-128.156737903354,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,5,8,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach LOW 2013,100,18,3,NA,NA,NA,Fifth Beach,LOW,2013,Fifth Beach LOW 2013 5,115,51.6408256788532,-128.156751004596,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,6,14,KH,SS,NA,NA,NA,NA,NA,Fifth Beach LOW 2013,100,1,0,NA,NA,NA,Fifth Beach,LOW,2013,Fifth Beach LOW 2013 6,147,51.640802909711,-128.156829605275,bare rock,0.5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,7,15,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach LOW 2013,100,55,2,NA,NA,NA,Fifth Beach,LOW,2013,Fifth Beach LOW 2013 7,136,51.6407991103622,-128.156842706669,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,8,19,KH,SS,NA,NA,NA,NA,NA,Fifth Beach LOW 2013,100,0,0,NA,NA,NA,Fifth Beach,LOW,2013,Fifth Beach LOW 2013 8,223,51.6407839309022,-128.156895107551,bare rock,9,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,9,23,KH,SS,NA,NA,NA,NA,NA,Fifth Beach LOW 2013,100,0,0,NA,NA,NA,Fifth Beach,LOW,2013,Fifth Beach LOW 2013 9,202,51.6407687514185,-128.15694750839901,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-26,10,24,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach LOW 2013,100,0,0,NA,NA,NA,Fifth Beach,LOW,2013,Fifth Beach LOW 2013 10,211,51.6407643555966,-128.156962696069,bare rock,10,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,1,4,SMS,KRH,NA,93,0,NA,NA,Foggy Cove HIGH 2014,100,0,0,7,NA,NA,Foggy Cove,HIGH,2014,Foggy Cove HIGH 2014 1,240,51.6509790877092,-128.143056882083,bare rock,63,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,2,5,PTM,LWP,NA,NA,30,NA,NA,Foggy Cove HIGH 2014,100,0,15,5,NA,NA,Foggy Cove,HIGH,2014,Foggy Cove HIGH 2014 2,259,51.6509722779767,-128.143066329477,bare rock,45,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,3,6,SCL,SCL,NA,98,NA,NA,NA,Foggy Cove HIGH 2014,100,0.5,5,2,NA,NA,Foggy Cove,HIGH,2014,Foggy Cove HIGH 2014 3,242,51.6509654772338,-128.143075776699,bare rock,90,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,4,18,SMS,KRH,NA,94,0,NA,NA,Foggy Cove HIGH 2014,100,0,0,6,NA,NA,Foggy Cove,HIGH,2014,Foggy Cove HIGH 2014 4,222,51.6508838142947,-128.14318914127,bare rock,67,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,5,29,SMS,OCP,NA,1,NA,NA,NA,Foggy Cove HIGH 2014,100,NA,NA,NA,NA,NA,Foggy Cove,HIGH,2014,Foggy Cove HIGH 2014 5,320,51.6508089609952,-128.143293058109,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,6,30,PTM,LWP,NA,100,0,NA,NA,Foggy Cove HIGH 2014,100,0,9,0,NA,NA,Foggy Cove,HIGH,2014,Foggy Cove HIGH 2014 6,320,51.6508021602336,-128.143302505263,bare rock,11,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,7,31,SMS,KRH,NA,93,7,NA,NA,Foggy Cove HIGH 2014,100,0,0,0,NA,NA,Foggy Cove,HIGH,2014,Foggy Cove HIGH 2014 7,325,51.6507953504808,-128.143311952584,bare rock,41,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,8,38,SCL,SCL,NA,100,0,NA,NA,Foggy Cove HIGH 2014,100,0,0,0,NA,NA,Foggy Cove,HIGH,2014,Foggy Cove HIGH 2014 8,329,51.6507477181298,-128.143378080182,bare rock,55,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,9,43,SMS,KRH,NA,91,9,NA,NA,Foggy Cove HIGH 2014,100,0,0,0,NA,NA,Foggy Cove,HIGH,2014,Foggy Cove HIGH 2014 9,256,51.6507136962979,-128.143425316136,bare rock,76,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,10,44,SMS,KRH,NA,84,16,NA,NA,Foggy Cove HIGH 2014,100,0,0,0,NA,NA,Foggy Cove,HIGH,2014,Foggy Cove HIGH 2014 10,294,51.6507058095013,-128.14343626677,bare rock,16,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,1,4,KRH,SMS/LWP,NA,95,5,NA,NA,Foggy Cove MID 2014,100,0,20,0,NA,NA,Foggy Cove,MID,2014,Foggy Cove MID 2014 1,197,51.6511645144011,-128.143242879366,bare rock,8,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,2,7,SCL,SCL,NA,95,5,NA,NA,Foggy Cove MID 2014,100,0,0,0,NA,NA,Foggy Cove,MID,2014,Foggy Cove MID 2014 2,233,51.6511485936463,-128.143277882637,bare rock,30,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,3,9,SCL,SCL,NA,80,13,NA,NA,Foggy Cove MID 2014,100,0,1,7,NA,NA,Foggy Cove,MID,2014,Foggy Cove MID 2014 3,165,51.6511379827972,-128.143301217599,bare rock,20,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,4,21,KRH,SMS,NA,94,4,NA,NA,Foggy Cove MID 2014,98,2,0,0,NA,NA,Foggy Cove,MID,2014,Foggy Cove MID 2014 4,157,51.6510742996439,-128.143441230374,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,5,22,SMS,KRH,NA,98,2,NA,NA,Foggy Cove MID 2014,100,0,9,0,NA,NA,Foggy Cove,MID,2014,Foggy Cove MID 2014 5,165,51.6510689986934,-128.143452897011,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,6,25,SMS,KRH,NA,97,3,NA,NA,Foggy Cove MID 2014,100,0,2,0,NA,NA,Foggy Cove,MID,2014,Foggy Cove MID 2014 6,165,51.6510530778751,-128.143487900135,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,7,32,SCL,SCL,NA,86,12,NA,NA,Foggy Cove MID 2014,100,0,0,2,NA,NA,Foggy Cove,MID,2014,Foggy Cove MID 2014 7,203,51.6510159262645,-128.143569574535,bare rock,45,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,8,38,SCL,SCL,NA,98,0,NA,NA,Foggy Cove MID 2014,100,0,0.5,2,NA,NA,Foggy Cove,MID,2014,Foggy Cove MID 2014 8,181,51.6509840845467,-128.143639580596,bare rock,55,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,9,39,SCL,SCL,NA,87,10,NA,NA,Foggy Cove MID 2014,100,0,7,3,NA,NA,Foggy Cove,MID,2014,Foggy Cove MID 2014 9,192,51.6509787835868,-128.143651248632,bare rock,50,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,10,42,SMS,KRH,NA,100,0,NA,NA,Foggy Cove MID 2014,100,0,0,0,NA,NA,Foggy Cove,MID,2014,Foggy Cove MID 2014 10,259,51.6509628627084,-128.143686251618,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,1,2,KRH,SMS,NA,79,0,NA,NA,Foggy Cove LOW 2014,83,17,0,4,NA,NA,Foggy Cove,LOW,2014,Foggy Cove LOW 2014 1,90,51.6512790755945,-128.143508817972,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,2,7,SCL,SCL,NA,72,26,NA,NA,Foggy Cove LOW 2014,100,0,6,2,NA,NA,Foggy Cove,LOW,2014,Foggy Cove LOW 2014 2,68,51.6512525801477,-128.143567200326,bare rock,22,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,3,8,SCL,SCL,NA,100,0,NA,NA,Foggy Cove LOW 2014,100,0,0,0,NA,NA,Foggy Cove,LOW,2014,Foggy Cove LOW 2014 3,138,51.6512472792483,-128.143578875666,bare rock,7,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,4,14,KRH,SMS,NA,92,0,NA,NA,Foggy Cove LOW 2014,100,0,0,8,NA,NA,Foggy Cove,LOW,2014,Foggy Cove LOW 2014 4,75,51.6512154828701,-128.143648934707,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,5,15,SMS,KRH,NA,91,0,NA,NA,Foggy Cove LOW 2014,99,1,0,8,NA,NA,Foggy Cove,LOW,2014,Foggy Cove LOW 2014 5,116,51.651210181973,-128.143660611474,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,6,17,SCL,SCL,NA,90,10,NA,NA,Foggy Cove LOW 2014,100,0,0,0,NA,NA,Foggy Cove,LOW,2014,Foggy Cove LOW 2014 6,90,51.6511995801647,-128.143683963553,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,7,22,SMS,KRH,NA,100,0,NA,NA,Foggy Cove LOW 2014,100,0,0,0,NA,NA,Foggy Cove,LOW,2014,Foggy Cove LOW 2014 7,114,51.6511730846295,-128.143742345703,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,8,27,SCL,SCL,NA,67,30,NA,NA,Foggy Cove LOW 2014,100,0.5,0,3,NA,NA,Foggy Cove,LOW,2014,Foggy Cove LOW 2014 8,131,51.6511465890543,-128.14380072634,bare rock,15,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,9,36,SMS,KRH,NA,88,0,NA,NA,Foggy Cove LOW 2014,100,0,0,12,NA,NA,Foggy Cove,LOW,2014,Foggy Cove LOW 2014 9,NA,51.651099022551,-128.143905526501,bare rock,11,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,10,25,SCL,SCL,NA,95,5,NA,NA,Foggy Cove LOW 2014,100,0,0,0,NA,NA,Foggy Cove,LOW,2014,Foggy Cove LOW 2014 10,128,51.6511571908862,-128.143777374314,bare rock,10,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,1,1,SMS,SMS,NA,NA,NA,NA,NA,North Beach HIGH 2014,100,NA,NA,NA,NA,NA,North Beach,HIGH,2014,North Beach HIGH 2014 1,382,51.6653904545363,-128.135093733742,bare rock,52,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,2,3,SCL,SCL,NA,NA,NA,NA,NA,North Beach HIGH 2014,100,0,0,NA,NA,NA,North Beach,HIGH,2014,North Beach HIGH 2014 2,341,51.6654077844325,-128.135101450368,bare rock,55,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,3,8,KRH,KRH,NA,NA,NA,NA,NA,North Beach HIGH 2014,100,NA,NA,NA,NA,NA,North Beach,HIGH,2014,North Beach HIGH 2014 3,379,51.6654511046702,-128.135120741322,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,4,10,SCL,SCL,NA,NA,NA,NA,NA,North Beach HIGH 2014,100,0,0,NA,NA,NA,North Beach,HIGH,2014,North Beach HIGH 2014 4,344,51.6654684345646,-128.135128457969,bare rock,15,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,5,13,SMS,SMS,NA,NA,NA,NA,NA,North Beach HIGH 2014,100,NA,NA,NA,NA,NA,North Beach,HIGH,2014,North Beach HIGH 2014 5,287,51.6654944338951,-128.135140032142,bare rock,8,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,6,17,KRH,KRH,NA,NA,NA,NA,NA,North Beach HIGH 2014,100,NA,NA,NA,NA,NA,North Beach,HIGH,2014,North Beach HIGH 2014 6,303,51.66552909367,-128.135155464024,bare rock,1.5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,7,19,KRH,PTM,NA,NA,NA,NA,NA,North Beach HIGH 2014,25,75,NA,NA,NA,NA,North Beach,HIGH,2014,North Beach HIGH 2014 7,201,51.665546423562,-128.135163180697,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,8,20,SMS,LWP,NA,NA,NA,NA,NA,North Beach HIGH 2014,100,NA,2,NA,NA,NA,North Beach,HIGH,2014,North Beach HIGH 2014 8,219,51.6655550840073,-128.135167038399,bare rock,5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,9,21,SMS,LWP,NA,NA,NA,NA,NA,North Beach HIGH 2014,100,NA,8,NA,NA,NA,North Beach,HIGH,2014,North Beach HIGH 2014 9,230,51.6655637534535,-128.135170897376,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,10,23,SCL,SCL,NA,NA,NA,NA,NA,North Beach HIGH 2014,100,0,0,NA,NA,NA,North Beach,HIGH,2014,North Beach HIGH 2014 10,243,51.6655810833444,-128.135178614061,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,1,1,SMS,LWP,NA,NA,NA,NA,NA,North Beach MID 2014,100,NA,5,NA,NA,NA,North Beach,MID,2014,North Beach MID 2014 1,273,51.6653918625895,-128.135238554923,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,2,6,SMS,LWP,NA,NA,NA,NA,NA,North Beach MID 2014,100,NA,NA,NA,NA,NA,North Beach,MID,2014,North Beach MID 2014 2,216,51.66543678268,-128.135235775132,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,3,10,KRH,KRH,NA,NA,NA,NA,NA,North Beach MID 2014,100,0,0.5,NA,NA,NA,North Beach,MID,2014,North Beach MID 2014 3,277,51.6654727151538,-128.135233551073,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,4,11,KRH,KRH,NA,NA,NA,NA,NA,North Beach MID 2014,100,0,1,NA,NA,NA,North Beach,MID,2014,North Beach MID 2014 4,278,51.6654817027594,-128.135232993888,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,5,14,KRH,KRH,NA,NA,NA,NA,NA,North Beach MID 2014,100,0,1,NA,NA,NA,North Beach,MID,2014,North Beach MID 2014 5,281,51.6655086566177,-128.13523132684,bare rock,30,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,6,15,KRH,KRH,NA,NA,NA,NA,NA,North Beach MID 2014,100,0,0.5,NA,NA,NA,North Beach,MID,2014,North Beach MID 2014 6,275,51.6655176442339,-128.1352307711,bare rock,18,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,7,18,LWP,SMS,NA,NA,NA,NA,NA,North Beach MID 2014,100,NA,2,NA,NA,NA,North Beach,MID,2014,North Beach MID 2014 7,267,51.6655445980814,-128.135229102603,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,8,20,KRH,KRH,NA,NA,NA,NA,NA,North Beach MID 2014,100,0,20,NA,NA,NA,North Beach,MID,2014,North Beach MID 2014 8,279,51.6655625643125,-128.135227989845,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,9,21,KRH,KRH,NA,NA,NA,NA,NA,North Beach MID 2014,100,0,20,NA,NA,NA,North Beach,MID,2014,North Beach MID 2014 9,285,51.6655715519286,-128.135227434104,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,10,22,LWP,SMS,NA,NA,NA,NA,NA,North Beach MID 2014,100,NA,10,NA,NA,NA,North Beach,MID,2014,North Beach MID 2014 10,266,51.6655805305543,-128.135226878533,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,1,2,SCL,SCL,NA,NA,NA,NA,NA,North Beach LOW 2014,100,0,9,NA,NA,NA,North Beach,LOW,2014,North Beach LOW 2014 1,122,51.6654050565421,-128.135297600088,bare rock,9,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,2,3,SCL,SCL,NA,NA,NA,NA,NA,North Beach LOW 2014,100,0,6,NA,NA,NA,North Beach,LOW,2014,North Beach LOW 2014 2,97,51.6654140484163,-128.135297622656,bare rock,9,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,3,7,KRH,SMS,NA,NA,NA,NA,NA,North Beach LOW 2014,100,0,8,NA,NA,NA,North Beach,LOW,2014,North Beach LOW 2014 3,96,51.6654500069122,-128.135297711652,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,4,14,SMS,LWP,NA,NA,NA,NA,NA,North Beach LOW 2014,100,0,0,NA,NA,NA,North Beach,LOW,2014,North Beach LOW 2014 4,110,51.6655129500101,-128.135297866732,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,5,17,KRH,KRH,NA,NA,NA,NA,NA,North Beach LOW 2014,100,0,0,NA,NA,NA,North Beach,LOW,2014,North Beach LOW 2014 5,148,51.6655399166313,-128.13529793316,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,6,18,KRH,KRH,NA,NA,NA,NA,NA,North Beach LOW 2014,100,0,0..5,NA,NA,NA,North Beach,LOW,2014,North Beach LOW 2014 6,171,51.6655489085054,-128.135297955727,bare rock,12,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,7,19,KRH,KRH,NA,NA,NA,NA,NA,North Beach LOW 2014,100,0,0,NA,NA,NA,North Beach,LOW,2014,North Beach LOW 2014 7,137,51.6655579003688,-128.135297976849,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,8,20,KRH,KRH,NA,NA,NA,NA,NA,North Beach LOW 2014,100,0,0,NA,NA,NA,North Beach,LOW,2014,North Beach LOW 2014 8,111,51.6655668922428,-128.135297999416,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,9,22,KRH,KRH,NA,NA,NA,NA,NA,North Beach LOW 2014,100,0,0,NA,NA,NA,North Beach,LOW,2014,North Beach LOW 2014 9,139,51.6655848759802,-128.135298043105,bare rock,10,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-13,10,23,KRH,KRH,NA,NA,NA,NA,NA,North Beach LOW 2014,100,0,0,NA,NA,NA,North Beach,LOW,2014,North Beach LOW 2014 10,157,51.6655903700166,-128.135298057076,bare rock,10,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-14,1,2,SMS,JMB,NA,NA,NA,NA,NA,Fifth Beach HIGH 2014,95,5,6,NA,6,NA,Fifth Beach,HIGH,2014,Fifth Beach HIGH 2014 1,350,51.6407881212247,-128.156573335008,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-14,2,4,KRH,OCP,NA,NA,NA,NA,NA,Fifth Beach HIGH 2014,100,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2014,Fifth Beach HIGH 2014 2,381,51.6407792380602,-128.156598466234,bare rock,0.5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-14,3,5,KRH,OCP,NA,NA,NA,NA,NA,Fifth Beach HIGH 2014,100,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2014,Fifth Beach HIGH 2014 3,370,51.6407748054561,-128.156611030231,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-14,4,6,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach HIGH 2014,100,0.5,0,NA,NA,NA,Fifth Beach,HIGH,2014,Fifth Beach HIGH 2014 4,280,51.6407703638704,-128.156623595837,bare rock,8,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-14,5,7,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach HIGH 2014,78,22,12,NA,NA,NA,Fifth Beach,HIGH,2014,Fifth Beach HIGH 2014 5,248,51.6407659222834,-128.156636161441,bare rock,10,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-14,6,13,SMS,JMB,NA,NA,NA,NA,NA,Fifth Beach HIGH 2014,100,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2014,Fifth Beach HIGH 2014 6,311,51.6407392727121,-128.156711552124,bare rock,10,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-14,7,15,SMS,JMB,NA,NA,NA,NA,NA,Fifth Beach HIGH 2014,100,6,8,NA,NA,NA,Fifth Beach,HIGH,2014,Fifth Beach HIGH 2014 7,243,51.6407303984978,-128.156736681684,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-14,8,19,KRH,OCP,NA,NA,NA,NA,NA,Fifth Beach HIGH 2014,100,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2014,Fifth Beach HIGH 2014 8,283,51.6407126320823,-128.156786942552,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-14,9,21,SMS,JMB,NA,NA,NA,NA,NA,Fifth Beach HIGH 2014,100,NA,NA,NA,NA,NA,Fifth Beach,HIGH,2014,Fifth Beach HIGH 2014 9,319,51.6407037488613,-128.156812072249,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
