event_pk,Replicate Number,Date,Work Area,Organization,Survey,Sampling Bout,Site ID,Project Specific ID,Hakai ID,Source,Lat,Long,Gather Lat,Gather Long,Collection Method,Line Out Depth,Pressure Transducer Depth (m),Filter Type,Volume (ml),Installed,Collected,Preserved,Analyzed,Lab Technician,NH4+,NO2+NO3 (uM),PO4,SiO2,PO4 Flag,SiO2 Flag,Analyzing Lab,Quality Log,no2_no3_units,Sample Status,Quality Level
65064,1,2016-03-21,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT6643,M,51.705,-128.2384,,,,10,,0.45nm,13,,2016-03-21 10:00:17,2016-03-21 14:04:38,2016-06-21 00:00:00,Lawren,,9.924560303,0.927294645,18.0304961,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
65064,1,2016-03-21,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT6644,M,51.705,-128.2384,,,,20,,0.45nm,13,,2016-03-21 10:00:17,2016-03-21 14:04:38,2016-06-21 00:00:00,Lawren,,9.500241145,0.857114836,16.52463846,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
65064,1,2016-03-21,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT6645,M,51.705,-128.2384,,,,30,,0.45nm,13,,2016-03-21 10:00:17,2016-03-21 14:04:38,2016-06-21 00:00:00,Lawren,,9.437033425,0.884592773,16.33758542,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
65064,1,2016-03-21,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT6646,M,51.705,-128.2384,,,,40,,0.45nm,13,,2016-03-21 10:00:17,2016-03-21 14:04:38,2016-06-21 00:00:00,Lawren,,9.175166953,0.885610072,14.76217144,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
65064,1,2016-03-21,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT6647,M,51.705,-128.2384,,,,50,,0.45nm,13,,2016-03-21 10:00:17,2016-03-21 14:04:38,2016-06-21 00:00:00,Lawren,,9.185053008,0.86525863,14.44791432,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
65064,1,2016-03-21,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT6648,M,51.705,-128.2384,,,,75,,0.45nm,13,,2016-03-21 10:00:17,2016-03-21 14:04:38,2016-06-21 00:00:00,Lawren,,8.711131463,0.833691182,13.03038215,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
65064,1,2016-03-21,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT6649,M,51.705,-128.2384,,,,100,,0.45nm,13,,2016-03-21 10:00:17,2016-03-21 14:04:38,2016-06-21 00:00:00,Lawren,,9.486415635,0.898832352,14.25364546,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
65064,1,2016-03-21,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT6650,M,51.705,-128.2384,,,,136,,0.45nm,13,,2016-03-21 10:00:17,2016-03-21 14:04:38,2016-06-21 00:00:00,Lawren,,11.2585804,1.054084825,17.54440535,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Collected,Technicianm
68574,1,2016-04-10,CALVERT,HAKAI,"QCSD,QCS_V1",1,QCS01,,NUT6772,M,51.705,-128.2384,,,,0,,0.45nm,13,,2016-04-10 09:25:13,2016-04-10 23:48:21,2016-11-14 00:00:00,"Bryn,Emma,Lawren,Nelson",,0.94651928,0.294532943,2.699001191,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
68574,1,2016-04-10,CALVERT,HAKAI,"QCSD,QCS_V1",1,QCS01,,NUT6773,M,51.705,-128.2384,,,,5,,0.45nm,13,,2016-04-10 09:25:13,2016-04-10 23:48:21,2016-11-17 00:00:00,"Bryn,Emma,Lawren,Nelson",,5.809976873,0.669480495,10.11604226,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
68574,1,2016-04-10,CALVERT,HAKAI,"QCSD,QCS_V1",1,QCS01,,NUT6774,M,51.705,-128.2384,,,,10,,0.45nm,13,,2016-04-10 09:25:13,2016-04-10 23:48:21,2016-11-14 00:00:00,"Bryn,Emma,Lawren,Nelson",,6.572617475,0.75149912,10.53400259,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
68574,1,2016-04-10,CALVERT,HAKAI,"QCSD,QCS_V1",1,QCS01,,NUT6775,M,51.705,-128.2384,,,,20,,0.45nm,13,,2016-04-10 09:25:13,2016-04-10 23:48:21,2016-11-17 00:00:00,"Bryn,Emma,Lawren,Nelson",,6.308838572,0.69517823,10.04451301,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
68574,1,2016-04-10,CALVERT,HAKAI,"QCSD,QCS_V1",1,QCS01,,NUT6776,M,51.705,-128.2384,,,,30,,0.45nm,13,,2016-04-10 09:25:13,2016-04-10 23:48:21,2016-11-15 00:00:00,"Bryn,Emma,Lawren,Nelson",,5.950756545,0.664967723,9.304753706,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
68574,1,2016-04-10,CALVERT,HAKAI,"QCSD,QCS_V1",1,QCS01,,NUT6777,M,51.705,-128.2384,,,,40,,0.45nm,13,,2016-04-10 09:25:13,2016-04-10 23:48:21,2016-11-15 00:00:00,"Bryn,Emma,Lawren,Nelson",,7.66882148,0.76520173,12.27090884,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
107842,1,2016-05-01,CALVERT,HAKAI,"QCS_V1,QCSD",2,QCS01,,NUT6857,M,51.705,-128.2384,,,,0,,0.45nm,13,,2016-05-01 13:45:32,2016-05-01 16:49:06,2016-11-21 00:00:00,"Bryn,Emma,Lucy,Lawren,Nelson",,0.136531591,0.208891857,1.231290755,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
107842,1,2016-05-01,CALVERT,HAKAI,"QCS_V1,QCSD",2,QCS01,,NUT6858,M,51.705,-128.2384,,,,5,,0.45nm,13,,2016-05-01 13:45:32,2016-05-01 16:49:06,2016-11-21 00:00:00,"Bryn,Emma,Lucy,Lawren,Nelson",,0.037143139,0.187113185,0.60629994,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
107842,1,2016-05-01,CALVERT,HAKAI,"QCS_V1,QCSD",2,QCS01,,NUT6859,M,51.705,-128.2384,,,,10,,0.45nm,13,,2016-05-01 13:45:32,2016-05-01 16:49:06,2016-11-21 00:00:00,"Bryn,Emma,Lucy,Lawren,Nelson",,0.044168454,0.229685778,0.525086766,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
107842,1,2016-05-01,CALVERT,HAKAI,"QCS_V1,QCSD",2,QCS01,,NUT6860,M,51.705,-128.2384,,,,20,,0.45nm,13,,2016-05-01 13:45:32,2016-05-01 16:49:06,2016-11-21 00:00:00,"Bryn,Emma,Lucy,Lawren,Nelson",,2.52754558,0.545463793,5.196403588,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
107842,1,2016-05-01,CALVERT,HAKAI,"QCS_V1,QCSD",2,QCS01,,NUT6861,M,51.705,-128.2384,,,,30,,0.45nm,13,,2016-05-01 13:45:32,2016-05-01 16:49:06,2016-11-21 00:00:00,"Bryn,Emma,Lucy,Lawren,Nelson",,2.381842832,0.516759375,5.123525639,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
107842,1,2016-05-01,CALVERT,HAKAI,"QCS_V1,QCSD",2,QCS01,,NUT6862,M,51.705,-128.2384,,,,40,,0.45nm,13,,2016-05-01 13:45:32,2016-05-01 16:49:06,2016-11-21 00:00:00,"Bryn,Emma,Lucy,Lawren,Nelson",,5.019543118,0.760295839,10.01424125,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
119472,1,2016-05-21,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT6936,M,51.705,-128.2384,,,,0,,0.45nm,13,,2016-05-21 09:23:22,2016-05-21 14:06:31,2016-11-09 00:00:00,"Bryn,Emma,Lucy,Lawren,Gillian",,3.796348599,0.426936515,16.20322002,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
119472,1,2016-05-21,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT6937,M,51.705,-128.2384,,,,5,,0.45nm,13,,2016-05-21 09:23:22,2016-05-21 14:06:31,2016-11-09 00:00:00,"Bryn,Emma,Lucy,Lawren,Gillian",,10.1007961,0.90984216,22.15567839,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
119472,1,2016-05-21,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT6938,M,51.705,-128.2384,,,,10,,0.45nm,13,,2016-05-21 09:23:22,2016-05-21 14:06:31,2016-11-09 00:00:00,"Bryn,Emma,Lucy,Lawren,Gillian",,9.659432557,0.880825364,20.09227641,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
119472,1,2016-05-21,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT6939,M,51.705,-128.2384,,,,20,,0.45nm,13,,2016-05-21 09:23:22,2016-05-21 14:06:31,2016-11-09 00:00:00,"Bryn,Emma,Lucy,Lawren,Gillian",,12.36181915,1.083758271,22.96017789,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
119472,1,2016-05-21,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT6940,M,51.705,-128.2384,,,,30,,0.45nm,13,,2016-05-21 09:23:22,2016-05-21 14:06:31,2016-11-09 00:00:00,"Bryn,Emma,Lucy,Lawren,Gillian",,16.63764498,1.473634789,28.96472956,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
119472,1,2016-05-21,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT6941,M,51.705,-128.2384,,,,40,,0.45nm,13,,2016-05-21 09:23:22,2016-05-21 14:06:31,2016-11-09 00:00:00,"Bryn,Emma,Lucy,Lawren,Gillian",,15.25686959,1.290968006,24.77091639,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
133846,1,2016-06-11,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7017,M,51.705,-128.2384,,,,0,,0.45nm,13,,2016-06-11 09:10:09,2016-06-11 13:56:30,2016-11-14 00:00:00,"Bryn,Emma,Lawren",,0.040035685,0.223480966,2.963067178,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
133846,1,2016-06-11,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7018,M,51.705,-128.2384,,,,5,,0.45nm,13,,2016-06-11 09:10:09,2016-06-11 13:56:30,2016-11-14 00:00:00,"Bryn,Emma,Lawren",,0.024024193,0.24531573,3.04039104,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
133846,1,2016-06-11,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7019,M,51.705,-128.2384,,,,10,,0.45nm,13,,2016-06-11 09:10:09,2016-06-11 13:56:30,2016-11-14 00:00:00,"Bryn,Emma,Lawren",,2.156421143,0.546212403,7.393102285,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
133846,1,2016-06-11,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7020,M,51.705,-128.2384,,,,20,,0.45nm,13,,2016-06-11 09:10:09,2016-06-11 13:56:30,2016-11-14 00:00:00,"Bryn,Emma,Lawren",,8.573704722,0.936150387,15.24161803,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
133846,1,2016-06-11,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7021,M,51.705,-128.2384,,,,30,,0.45nm,13,,2016-06-11 09:10:09,2016-06-11 13:56:30,2016-11-14 00:00:00,"Bryn,Emma,Lawren",,12.96305364,1.14774949,20.08554531,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
133846,1,2016-06-11,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7022,M,51.705,-128.2384,,,,40,,0.45nm,13,,2016-06-11 09:10:09,2016-06-11 13:56:30,2016-11-14 00:00:00,"Bryn,Emma,Lawren",,14.16979145,1.265916207,21.51018172,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
133847,1,2016-06-11,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7023,M,51.705,-128.2384,,,,50,,0.45nm,13,,2016-06-11 09:47:41,2016-06-11 13:55:48,2016-11-14 00:00:00,"Bryn,Emma,Lawren",,15.17174451,1.32,23.79998597,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
133847,1,2016-06-11,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7024,M,51.705,-128.2384,,,,75,,0.45nm,13,,2016-06-11 09:47:41,2016-06-11 13:55:48,2016-11-14 00:00:00,"Bryn,Emma,Lawren",,18.82506541,1.548896752,29.90412441,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
133847,1,2016-06-11,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7025,M,51.705,-128.2384,,,,100,,0.45nm,13,,2016-06-11 09:47:41,2016-06-11 13:55:48,2016-11-24 00:00:00,"Bryn,Emma,Lawren",,24.91878708,1.962987668,43.26673814,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
133847,1,2016-06-11,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7026,M,51.705,-128.2384,,,,125,,0.45nm,13,,2016-06-11 09:47:41,2016-06-11 13:55:48,2016-11-24 00:00:00,"Bryn,Emma,Lawren",,33.37283807,2.524137965,64.92943732,,,UBC,"1: Metadata QC''''d by EM2: Metadata QC''d by EM",uM,Results,Technicianm
137809,1,2016-07-04,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7120,M,51.705,-128.2384,,,,0,,0.45nm,13,,2016-07-04 09:49:23,2016-07-04 14:06:37,2016-11-30 00:00:00,Gina Nickoloff,,0.222,0.243259133,4.694,,,UBC,1: Metadata QC''''d by EM,uM,Results,Technicianm
137809,1,2016-07-04,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7121,M,51.705,-128.2384,,,,5,,0.45nm,13,,2016-07-04 09:49:23,2016-07-04 14:06:37,2016-11-30 00:00:00,Gina Nickoloff,,0.085,0.242244562,4.655,,,UBC,1: Metadata QC''''d by EM,uM,Results,Technicianm
137809,1,2016-07-04,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7122,M,51.705,-128.2384,,,,10,,0.45nm,13,,2016-07-04 09:49:23,2016-07-04 14:06:37,2016-11-30 00:00:00,Gina Nickoloff,,0.05,0.246289793,4.413,,,UBC,1: Metadata QC''''d by EM,uM,Results,Technicianm
137809,1,2016-07-04,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7123,M,51.705,-128.2384,,,,20,,0.45nm,13,,2016-07-04 09:49:23,2016-07-04 14:06:37,2016-11-29 00:00:00,Gina Nickoloff,,1.610627526,0.377662701,5.690795082,,,UBC,1: Metadata QC''''d by EM,uM,Results,Technicianm
137809,1,2016-07-04,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7124,M,51.705,-128.2384,,,,30,,0.45nm,13,,2016-07-04 09:49:23,2016-07-04 14:06:37,2016-11-30 00:00:00,Gina Nickoloff,,7.167,0.763004006,13.723,,,UBC,1: Metadata QC''''d by EM,uM,Results,Technicianm
137809,1,2016-07-04,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7125,M,51.705,-128.2384,,,,40,,0.45nm,13,,2016-07-04 09:49:23,2016-07-04 14:06:37,2016-11-30 00:00:00,Gina Nickoloff,,10.456,1.053180557,17.503,,,UBC,1: Metadata QC''''d by EM,uM,Results,Technicianm
147907,1,2016-07-24,CALVERT,HAKAI,QCS_V1,3,QCS01,,NUT7229,M,51.705,-128.2384,,,,50,,0.45nm,13,,2016-07-24 09:56:03,2016-07-24 14:39:49,2016-11-30 00:00:00,"Bryn,Emma,Lucy",,19.522,1.661556504,34.791,,,UBC,,uM,Results,Raw
147907,1,2016-07-24,CALVERT,HAKAI,QCS_V1,3,QCS01,,NUT7230,M,51.705,-128.2384,,,,75,,0.45nm,13,,2016-07-24 09:56:03,2016-07-24 14:39:49,2016-11-30 00:00:00,"Bryn,Emma,Lucy",,25.346,2.044088157,46.826,,,UBC,,uM,Results,Raw
147907,1,2016-07-24,CALVERT,HAKAI,QCS_V1,3,QCS01,,NUT7231,M,51.705,-128.2384,,,,100,,0.45nm,13,,2016-07-24 09:56:03,2016-07-24 14:39:49,2016-11-30 00:00:00,"Bryn,Emma,Lucy",,26.667,2.13849165,49.683,,,UBC,,uM,Results,Raw
147907,1,2016-07-24,CALVERT,HAKAI,QCS_V1,3,QCS01,,NUT7232,M,51.705,-128.2384,,,,115,,0.45nm,13,,2016-07-24 09:56:03,2016-07-24 14:39:49,2016-11-30 00:00:00,"Bryn,Emma,Lucy",,28.068,2.154035035,49.334,,,UBC,1: This sample was left out overnight,uM,Results,Raw
147905,1,2016-07-24,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT7223,M,51.705,-128.2384,51.70553149,-128.2397568,,0,,0.45nm,13,,2016-07-24 09:24:09,2016-07-24 14:39:40,2016-11-30 00:00:00,"Bryn,Emma,Lucy",,0.116,0.179091042,2.042,,,UBC,,uM,Results,Raw
147905,1,2016-07-24,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT7224,M,51.705,-128.2384,51.70553149,-128.2397568,,5,,0.45nm,13,,2016-07-24 09:24:09,2016-07-24 14:39:40,2016-11-30 00:00:00,"Bryn,Emma,Lucy",,0.0001746,0.140219649,2.343,,,UBC,,uM,Results,Raw
147905,1,2016-07-24,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT7225,M,51.705,-128.2384,51.70553149,-128.2397568,,10,,0.45nm,13,,2016-07-24 09:24:09,2016-07-24 14:39:40,2016-11-30 00:00:00,"Bryn,Emma,Lucy",,1.73,0.421061631,7.964,,,UBC,,uM,Results,Raw
147905,1,2016-07-24,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT7226,M,51.705,-128.2384,51.70553149,-128.2397568,,20,,0.45nm,13,,2016-07-24 09:24:09,2016-07-24 14:39:40,2016-11-30 00:00:00,"Bryn,Emma,Lucy",,7.869,0.845147237,16.6,,,UBC,,uM,Results,Raw
147905,1,2016-07-24,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT7227,M,51.705,-128.2384,51.70553149,-128.2397568,,30,,0.45nm,13,,2016-07-24 09:24:09,2016-07-24 14:39:40,2016-11-30 00:00:00,"Bryn,Emma,Lucy",,12.72,1.23148887,23.883,,,UBC,,uM,Results,Raw
147905,1,2016-07-24,CALVERT,HAKAI,"QCS_V1,QCSD",1,QCS01,,NUT7228,M,51.705,-128.2384,51.70553149,-128.2397568,,40,,0.45nm,13,,2016-07-24 09:24:09,2016-07-24 14:39:40,2016-11-30 00:00:00,"Bryn,Emma,Lucy",,17.185,1.532693797,30.596,,,UBC,,uM,Results,Raw
155460,1,2016-08-13,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7299,M,51.705,-128.2384,51.70504604,-128.2387381,,0,,0.45nm,13,,2016-08-13 09:53:19,2016-08-13 14:49:54,2016-11-29 00:00:00,Shayla,,0.960707818,0.388127667,22.18266375,,,UBC,,uM,Results,Raw
155460,1,2016-08-13,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7300,M,51.705,-128.2384,51.70504604,-128.2387381,,5,,0.45nm,13,,2016-08-13 09:53:19,2016-08-13 14:49:54,2016-11-29 00:00:00,Shayla,,3.020579478,0.520723859,22.45208651,,,UBC,,uM,Results,Raw
155460,1,2016-08-13,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7301,M,51.705,-128.2384,51.70504604,-128.2387381,,10,,0.45nm,13,,2016-08-13 09:53:19,2016-08-13 14:49:54,2016-11-29 00:00:00,Shayla,,9.62121592,0.963573312,18.27664106,,,UBC,,uM,Results,Raw
155460,1,2016-08-13,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7302,M,51.705,-128.2384,51.70504604,-128.2387381,,20,,0.45nm,13,,2016-08-13 09:53:19,2016-08-13 14:49:54,2016-11-29 00:00:00,Shayla,,14.72809608,1.355311399,25.79718607,,,UBC,,uM,Results,Raw
155460,1,2016-08-13,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7303,M,51.705,-128.2384,51.70504604,-128.2387381,,30,,0.45nm,13,,2016-08-13 09:53:19,2016-08-13 14:49:54,2016-11-29 00:00:00,Shayla,,18.6350008,1.644860066,32.35414904,,,UBC,,uM,Results,Raw
155460,1,2016-08-13,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7304,M,51.705,-128.2384,51.70504604,-128.2387381,,40,,0.45nm,13,,2016-08-13 09:53:19,2016-08-13 14:49:54,2016-11-29 00:00:00,Shayla,,20.41504195,1.757811164,35.29771585,,,UBC,,uM,Results,Raw
155462,1,2016-08-13,CALVERT,HAKAI,QCS_V1,4,QCS01,,NUT7305,M,51.705,-128.2384,51.70544888,-128.2382431,,50,,0.45nm,13,,2016-08-13 10:20:21,2016-08-13 14:51:42,2016-11-29 00:00:00,Shayla,,21.31630635,1.797351784,36.34924347,,,UBC,,uM,Results,Raw
155462,1,2016-08-13,CALVERT,HAKAI,QCS_V1,4,QCS01,,NUT7306,M,51.705,-128.2384,51.70544888,-128.2382431,,75,,0.45nm,13,,2016-08-13 10:20:21,2016-08-13 14:51:42,2016-11-29 00:00:00,Shayla,,25.31095903,2.095438982,45.26964589,,,UBC,,uM,Results,Raw
155462,1,2016-08-13,CALVERT,HAKAI,QCS_V1,4,QCS01,,NUT7307,M,51.705,-128.2384,51.70544888,-128.2382431,,100,,0.45nm,13,,2016-08-13 10:20:21,2016-08-13 14:51:42,2016-12-01 00:00:00,Shayla,,27.47303381,2.184155557,49.27037311,,,UBC,,uM,Results,Raw
155462,1,2016-08-13,CALVERT,HAKAI,QCS_V1,4,QCS01,,NUT7308,M,51.705,-128.2384,51.70544888,-128.2382431,,115,,0.45nm,13,,2016-08-13 10:20:21,2016-08-13 14:51:42,2016-12-01 00:00:00,Shayla,,32.76895153,2.530143774,60.96210036,,,UBC,,uM,Results,Raw
166123,1,2016-09-04,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7361,M,51.705,-128.2384,,,,0,,0.45nm,13,,2016-09-04 08:57:23,2016-09-04 11:19:37,2016-12-01 00:00:00,"Bryn,Lucy",,5.105575162,0.679138527,15.26555683,,,UBC,,uM,Results,Raw
166123,1,2016-09-04,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7362,M,51.705,-128.2384,,,,5,,0.45nm,13,,2016-09-04 08:57:23,2016-09-04 11:19:37,2016-12-01 00:00:00,"Bryn,Lucy",,6.595095667,0.794229013,15.97770433,,,UBC,,uM,Results,Raw
166123,1,2016-09-04,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7363,M,51.705,-128.2384,,,,10,,0.45nm,13,,2016-09-04 08:57:23,2016-09-04 11:19:37,2016-12-01 00:00:00,"Bryn,Lucy",,5.181499654,0.750234412,11.22353385,,,UBC,,uM,Results,Raw
166123,1,2016-09-04,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7364,M,51.705,-128.2384,,,,20,,0.45nm,13,,2016-09-04 08:57:23,2016-09-04 11:19:37,2016-12-01 00:00:00,"Bryn,Lucy",,9.008120707,1.044187817,16.46978403,,,UBC,,uM,Results,Raw
166123,1,2016-09-04,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7365,M,51.705,-128.2384,,,,30,,0.45nm,13,,2016-09-04 08:57:23,2016-09-04 11:19:37,2016-12-01 00:00:00,"Bryn,Lucy",,17.58301525,1.569528237,31.64399653,,,UBC,,uM,Results,Raw
166123,1,2016-09-04,CALVERT,HAKAI,QCS_V1,1,QCS01,,NUT7366,M,51.705,-128.2384,,,,40,,0.45nm,13,,2016-09-04 08:57:23,2016-09-04 11:19:37,2016-12-01 00:00:00,"Bryn,Lucy",,19.16920528,1.681424033,33.4135692,,,UBC,,uM,Results,Raw
166124,1,2016-09-04,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7367,M,51.705,-128.2384,,,,50,,0.45nm,13,,2016-09-04 09:14:48,2016-09-04 11:14:50,2016-12-01 00:00:00,"Bryn,Lucy",,19.91123193,1.742292385,35.68287542,,,UBC,,uM,Results,Raw
166124,1,2016-09-04,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7368,M,51.705,-128.2384,,,,75,,0.45nm,13,,2016-09-04 09:14:48,2016-09-04 11:14:50,2016-12-01 00:00:00,"Bryn,Lucy",,26.71108728,2.188472771,49.13015167,,,UBC,,uM,Results,Raw
166124,1,2016-09-04,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7369,M,51.705,-128.2384,,,,100,,0.45nm,13,,2016-09-04 09:14:48,2016-09-04 11:14:50,2016-12-01 00:00:00,"Bryn,Lucy",,28.65481407,2.277739138,51.46662953,,,UBC,,uM,Results,Raw
166124,1,2016-09-04,CALVERT,HAKAI,QCS_V1,2,QCS01,,NUT7370,M,51.705,-128.2384,,,,125,,0.45nm,13,,2016-09-04 09:14:48,2016-09-04 11:14:50,2016-12-01 00:00:00,"Bryn,Lucy",,33.10881712,2.670931116,65.07052768,,,UBC,,uM,Results,Raw
167556,1,2016-09-24,CALVERT,HAKAI,"QCSD,QCS_V1",3,QCS01,,NUT7463,M,51.705,-128.2384,,,,50,,0.45nm,13,,2016-09-24 09:04:20,2016-09-24 12:59:34,2016-12-05 00:00:00,"Emma,Lawren,Kate,Justin",,14.5979677,1.328967362,24.34489287,,,UBC,,uM,Results,Raw
167556,1,2016-09-24,CALVERT,HAKAI,"QCSD,QCS_V1",3,QCS01,,NUT7464,M,51.705,-128.2384,,,,75,,0.45nm,13,,2016-09-24 09:04:20,2016-09-24 12:59:34,2016-12-05 00:00:00,"Emma,Lawren,Kate,Justin",,18.4284872,1.647077679,32.41044166,,,UBC,,uM,Results,Raw
167556,1,2016-09-24,CALVERT,HAKAI,"QCSD,QCS_V1",3,QCS01,,NUT7465,M,51.705,-128.2384,,,,100,,0.45nm,13,,2016-09-24 09:04:20,2016-09-24 12:59:34,2016-12-05 00:00:00,"Emma,Lawren,Kate,Justin",,24.49009153,1.94241667,41.78722786,,,UBC,,uM,Results,Raw
167556,1,2016-09-24,CALVERT,HAKAI,"QCSD,QCS_V1",3,QCS01,,NUT7466,M,51.705,-128.2384,,,,115,,0.45nm,13,,2016-09-24 09:04:20,2016-09-24 12:59:34,2016-12-05 00:00:00,"Emma,Lawren,Kate,Justin",,29.54834096,2.365867242,53.19539633,,,UBC,,uM,Results,Raw
